SCHOOL_YEAR_x,ST_x,NAME,NCESSCH,LEVEL,SCH_TYPE_TEXT_x,SCH_TYPE_x,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,FARMS_COUNT,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP,Income_Poverty_ratio,IPR_SE,ALL_RLA00NUMVALID_1718,ALL_RLA00PCTPROF_1718_new
2017-2018,TX,KNOX CITY H S,482587005526,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,11.43,56.0,0.0,0.0,0.0,0.0,82.0,11.4,11.4,0.0,11.4,437626.69,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,240.0,52.0,39.0,54.5
2017-2018,TX,KOUNTZE H S,482592002919,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,32.01,140.0,0.0,0.0,0.0,0.0,331.0,32.0,31.1,0.9,29.5,1279537.0,64.0,0.0,-18.0,1.0,5.0,1.0,32.0,31.0,259.0,58.0,119.0,42.0
2017-2018,TX,KRUM H S,482598002925,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,45.38,173.0,0.0,0.0,0.0,0.0,652.0,43.9,43.9,0.0,41.89,2009851.0,107.0,0.0,-18.0,1.0,6.0,1.0,61.0,42.0,298.0,68.0,229.0,48.0
2017-2018,TX,LA FERIA H S,482604002927,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,69.27,787.0,0.0,0.0,0.0,0.0,970.0,74.0,64.0,10.0,74.0,3188134.2,115.0,0.0,-18.0,1.0,14.0,1.0,301.0,146.0,133.0,34.0,371.0,41.0
2017-2018,TX,LA GRANGE H S,482610002933,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,51.69,302.0,0.0,0.0,0.0,0.0,630.0,52.33,50.33,2.0,43.62,2452368.56,103.0,0.0,-18.0,1.0,9.0,1.0,92.0,83.0,293.0,67.0,195.0,52.0
2017-2018,TX,LA JOYA H S,482613002936,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,188.16,2735.0,0.0,0.0,0.0,0.0,2855.0,193.37,193.37,0.0,143.62,7998230.0,331.0,0.0,-18.0,1.0,17.0,1.0,555.0,502.0,144.0,29.0,1102.0,32.0
2017-2018,TX,JUAREZ-LINCOLN H S,482613007045,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,174.6,2502.0,0.0,0.0,0.0,0.0,2528.0,177.45,177.45,0.0,135.97,6822341.0,204.0,0.0,-18.0,1.0,15.0,1.0,343.0,296.0,57.0,17.0,1112.0,16.0
2017-2018,TX,LA JOYA PALMVIEW H S,482613009305,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,155.86,2050.0,0.0,0.0,0.0,0.0,2157.0,160.44,160.44,0.0,118.05,6499761.0,255.0,0.0,-18.0,1.0,16.0,1.0,441.0,334.0,156.0,39.0,824.0,29.0
2017-2018,TX,JIMMY CARTER EARLY COLLEGE H S,482613010825,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,22.39,346.0,0.0,0.0,0.0,0.0,356.0,23.96,23.96,0.0,20.95,1224750.0,61.0,0.0,-18.0,1.0,1.0,1.0,17.0,4.0,143.0,28.0,112.0,72.0
2017-2018,TX,THELMA ROSA SALINAS STEM EARLY COLLEGE H S,482613012880,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,26.19,404.0,0.0,0.0,0.0,0.0,422.0,26.19,26.19,0.0,25.74,1534769.0,71.0,0.0,-18.0,1.0,2.0,1.0,42.0,26.0,144.0,29.0,141.0,67.0
2017-2018,TX,LA PORTE H S,482619021038,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,145.71,872.0,0.0,0.0,0.0,0.0,2162.0,147.71,147.71,0.0,132.32,7560862.0,446.0,0.0,-18.0,1.0,22.0,1.0,559.0,358.0,160.0,35.0,800.0,44.0
2017-2018,TX,LAPOYNOR H S,482622002959,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,10.47,48.0,0.0,0.0,0.0,0.0,102.0,10.5,10.5,0.0,10.5,289911.54,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,234.0,51.0,24.0,49.5
2017-2018,TX,LA VEGA H S,482628002965,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,60.5,740.0,0.0,0.0,0.0,0.0,864.0,63.86,63.86,0.0,55.37,2655166.0,16.0,0.0,-18.0,1.0,2.0,1.0,21.0,13.0,169.0,40.0,393.0,26.0
2017-2018,TX,LA VERNIA H S,482631002968,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,67.26,185.0,0.0,0.0,0.0,0.0,1057.0,67.3,67.3,0.0,67.3,3624156.0,254.0,0.0,-18.0,1.0,12.0,1.0,197.0,209.0,390.0,57.0,378.0,58.0
2017-2018,TX,LAGO VISTA H S,482640002973,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,29.97,66.0,0.0,0.0,0.0,0.0,447.0,29.9,29.9,0.0,29.9,1618708.0,108.0,0.0,-18.0,1.0,10.0,1.0,41.0,58.0,385.0,134.0,145.0,62.0
2017-2018,TX,LAKE DALLAS H S,482643002975,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,85.31,477.0,0.0,0.0,0.0,0.0,1259.0,85.0,85.0,0.0,85.0,4741698.0,299.0,0.0,-18.0,1.0,16.0,1.0,202.0,168.0,509.0,137.0,407.0,47.0
2017-2018,TX,LAKE TRAVIS H S,482647005763,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,161.41,293.0,0.0,0.0,0.0,0.0,3080.0,161.04,161.04,0.0,146.6,7204089.0,754.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,766.0,68.0,927.0,77.0
2017-2018,TX,LAKE WORTH H S,482649002978,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,57.47,679.0,0.0,0.0,0.0,0.0,866.0,59.7,45.2,14.5,53.71,2935923.94,159.0,0.0,-18.0,1.0,12.0,1.0,141.0,106.0,299.0,75.0,352.0,30.0
2017-2018,TX,LAMAR CONS H S,482658002988,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,97.5,894.0,0.0,0.0,0.0,0.0,1701.0,101.14,94.14,7.0,84.0,4777866.0,403.0,0.0,-18.0,1.0,22.0,1.0,592.0,262.0,207.0,76.0,641.0,37.0
2017-2018,TX,B F TERRY H S,482658005534,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,122.26,1233.0,0.0,0.0,0.0,0.0,2070.0,124.66,119.66,5.0,110.57,5968342.0,480.0,0.0,-18.0,1.0,17.0,1.0,577.0,524.0,204.0,85.0,747.0,38.0
2017-2018,TX,FOSTER H S,482658008559,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,109.07,511.0,0.0,0.0,0.0,0.0,2042.0,109.6,109.6,0.0,102.02,5840357.0,609.0,0.0,-18.0,1.0,23.0,1.0,765.0,551.0,381.0,156.0,527.0,65.0
2017-2018,TX,GEORGE RANCH H S,482658011891,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,138.19,579.0,0.0,0.0,0.0,0.0,2654.0,142.32,141.32,1.0,132.99,7174699.0,842.0,0.0,-18.0,1.0,30.0,1.0,993.0,847.0,517.0,162.0,767.0,60.0
2017-2018,TX,LAMESA H S,482661002993,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,33.27,341.0,0.0,0.0,0.0,0.0,502.0,32.0,30.0,2.0,32.0,1418963.92,49.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,237.0,95.0,188.0,27.0
2017-2018,TX,LAMPASAS H S,482664002998,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,72.94,419.0,0.0,0.0,0.0,0.0,1011.0,73.83,71.83,2.0,65.68,3283510.83,70.0,0.0,-18.0,1.0,9.0,1.0,120.0,79.0,398.0,107.0,317.0,56.0
2017-2018,TX,LANCASTER H S,482667003003,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,119.09,1679.0,0.0,0.0,0.0,0.0,2133.0,124.04,124.04,0.0,105.25,6042525.0,77.0,1.0,33.0,1.0,13.0,1.0,414.0,327.0,224.0,77.0,835.0,32.0
2017-2018,TX,MARTIN H S,482679003023,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,124.13,1969.0,0.0,1.0,0.0,0.0,2016.0,115.0,115.0,0.0,105.0,5733545.0,276.0,0.0,-18.0,1.0,26.0,1.0,357.0,301.0,81.0,28.0,914.0,23.0
2017-2018,TX,NIXON H S,482679003025,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,139.91,1956.0,0.0,0.0,0.0,0.0,2198.0,115.0,115.0,0.0,111.0,6108979.0,436.0,0.0,-18.0,1.0,33.0,1.0,523.0,425.0,193.0,67.0,815.0,29.0
2017-2018,TX,DR LEO CIGARROA H S,482679005883,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,106.98,1560.0,0.0,1.0,0.0,0.0,1600.0,96.0,96.0,0.0,89.0,4889683.0,283.0,0.0,-18.0,1.0,23.0,1.0,366.0,206.0,118.0,42.0,732.0,20.0
2017-2018,TX,HECTOR J GARCIA EARLY COLLEGE H S,482679011365,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,19.0,375.0,0.0,0.0,0.0,0.0,438.0,19.0,19.0,0.0,19.0,1120507.0,103.0,0.0,-18.0,1.0,3.0,1.0,34.0,97.0,390.0,94.0,117.0,92.0
2017-2018,TX,LASARA H S,482685011951,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,10.94,81.0,0.0,0.0,0.0,0.0,121.0,9.0,9.0,0.0,9.0,497617.13,26.0,0.0,-18.0,1.0,7.0,1.0,43.0,44.0,188.0,52.0,38.0,34.5
2017-2018,TX,LEANDER H S,482703003042,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,142.28,571.0,0.0,0.0,0.0,0.0,2193.0,154.66,154.66,0.0,123.43,6508234.0,483.0,1.0,104.0,1.0,25.0,1.0,745.0,631.0,310.0,75.0,683.0,66.0
2017-2018,TX,CEDAR PARK H S,482703008089,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,128.06,190.0,0.0,0.0,0.0,0.0,2026.0,144.84,144.84,0.0,111.5,5893699.0,604.0,0.0,-18.0,1.0,27.0,1.0,757.0,737.0,537.0,87.0,562.0,83.0
2017-2018,TX,VISTA RIDGE H S,482703009436,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,158.24,383.0,0.0,0.0,0.0,0.0,2325.0,172.04,172.04,0.0,139.47,7320628.0,722.0,0.0,-18.0,1.0,28.0,1.0,1018.0,953.0,539.0,125.0,611.0,79.0
2017-2018,TX,ROUSE H S,482703011944,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,122.61,341.0,0.0,0.0,0.0,0.0,1848.0,136.65,136.65,0.0,104.85,5477348.0,530.0,0.0,-18.0,1.0,27.0,1.0,711.0,542.0,489.0,70.0,476.0,73.0
2017-2018,TX,VANDEGRIFT H S,482703012156,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,151.85,150.0,0.0,0.0,0.0,0.0,2579.0,164.74,164.74,0.0,139.91,7104841.0,857.0,0.0,-18.0,1.0,27.0,1.0,1106.0,1178.0,768.0,157.0,725.0,87.0
2017-2018,TX,LEGGETT H S,482712003049,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,7.19,59.0,0.0,0.0,0.0,0.0,73.0,6.7,6.7,0.0,6.33,327346.28,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,236.0,63.0,35.0,44.5
2017-2018,TX,LEON H S,482718003052,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,26.36,88.0,0.0,0.0,0.0,0.0,207.0,29.5,29.5,0.0,28.0,1375346.0,63.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,179.0,42.0,74.0,47.0
2017-2018,TX,LEONARD H S,482721003054,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,23.89,146.0,0.0,0.0,0.0,0.0,291.0,23.9,23.9,0.0,22.9,1070416.0,37.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0,289.0,59.0,95.0,42.0
2017-2018,TX,LEVELLAND H S,482724003057,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,65.02,494.0,0.0,0.0,0.0,0.0,775.0,65.48,65.48,0.0,55.73,2603401.0,74.0,0.0,-18.0,1.0,4.0,0.0,-18.0,30.0,364.0,125.0,243.0,44.0
2017-2018,TX,LEVERETTS CHAPEL H S,482727003063,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,9.35,40.0,0.0,0.0,0.0,0.0,59.0,17.0,17.0,0.0,10.0,474174.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,217.0,46.0,23.0,49.5
2017-2018,TX,LEWISVILLE H S,482730003072,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,283.37,2539.0,0.0,0.0,0.0,0.0,2183.0,133.5,133.5,0.0,120.22,7036943.0,851.0,0.0,-18.0,1.0,34.0,1.0,783.0,395.0,278.0,95.0,1493.0,43.0
2017-2018,TX,MARCUS H S,482730005770,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,198.97,195.0,0.0,0.0,0.0,0.0,2489.0,146.0,146.0,0.0,127.7,7665800.0,970.0,0.0,-18.0,1.0,37.0,1.0,913.0,759.0,623.0,86.0,817.0,84.0
2017-2018,TX,THE COLONY H S,482730006291,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,129.68,731.0,0.0,0.0,0.0,0.0,2052.0,125.5,125.5,0.0,112.73,6412063.0,416.0,0.0,-18.0,1.0,32.0,1.0,454.0,310.0,454.0,84.0,650.0,55.0
2017-2018,TX,HEBRON H S,482730008195,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,210.85,693.0,0.0,0.0,0.0,0.0,2720.0,152.0,152.0,0.0,138.62,8256701.0,965.0,0.0,-18.0,1.0,37.0,1.0,1116.0,981.0,776.0,185.0,994.0,70.0
2017-2018,TX,FLOWER MOUND H S,482730008196,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,212.76,116.0,0.0,0.0,0.0,0.0,2736.0,166.0,166.0,0.0,141.09,8299752.0,1137.0,0.0,-18.0,1.0,37.0,1.0,1006.0,858.0,688.0,141.0,926.0,84.0
2017-2018,TX,LEXINGTON H S,482733003076,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,30.64,124.0,0.0,0.0,0.0,0.0,290.0,42.0,42.0,0.0,42.0,490013.06,81.0,0.0,-18.0,1.0,1.0,1.0,18.0,14.0,241.0,42.0,88.0,52.0
2017-2018,TX,LIBERTY-EYLAU H S,482739003079,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,67.33,484.0,0.0,0.0,0.0,0.0,694.0,99.0,79.0,20.0,79.0,3117421.13,221.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,229.0,78.0,291.0,30.0
2017-2018,TX,LIBERTY HILL H S,482742003085,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,74.27,174.0,0.0,0.0,0.0,0.0,1121.0,77.02,74.02,3.0,64.65,3129318.0,244.0,0.0,-18.0,1.0,10.0,1.0,188.0,157.0,461.0,138.0,341.0,57.0
2017-2018,TX,LIBERTY H S,482745003087,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,44.76,252.0,0.0,0.0,0.0,0.0,595.0,50.28,49.28,1.0,39.42,2000484.0,84.0,0.0,-18.0,1.0,11.0,1.0,79.0,112.0,266.0,76.0,231.0,40.0
2017-2018,TX,LINDALE H S,482751003091,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,89.97,418.0,0.0,0.0,0.0,0.0,1179.0,90.26,90.26,0.0,79.6,3924222.98,253.0,0.0,-18.0,1.0,7.0,1.0,82.0,101.0,216.0,64.0,338.0,61.0
2017-2018,TX,LINDEN-KILDARE H S,482754003097,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,25.24,116.0,0.0,0.0,0.0,0.0,216.0,25.0,23.0,2.0,25.0,1031254.8,46.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,196.0,76.0,72.0,52.0
2017-2018,TX,LINDSAY H S,482757003100,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,19.7,23.0,0.0,0.0,0.0,0.0,235.0,19.7,19.7,0.0,19.0,884243.0,59.0,0.0,-18.0,1.0,4.0,1.0,23.0,0.0,347.0,101.0,117.0,82.0
2017-2018,TX,LIPAN H S,482763003104,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,15.58,70.0,0.0,0.0,0.0,0.0,160.0,17.0,17.0,0.0,12.0,1363777.01,8.0,1.0,15.0,1.0,1.0,1.0,9.0,4.0,354.0,54.0,96.0,42.0
2017-2018,TX,LIT CYPR-MRCEVILLE H S,482769003105,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,71.58,548.0,0.0,0.0,0.0,0.0,1009.0,67.88,63.88,4.0,67.88,3067390.13,102.0,0.0,-18.0,1.0,6.0,1.0,126.0,11.0,282.0,82.0,325.0,40.0
2017-2018,TX,LITTLE ELM H S,482772003111,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,120.94,917.0,0.0,0.0,0.0,0.0,2090.0,125.87,125.87,0.0,108.94,5887091.0,650.0,0.0,-18.0,1.0,21.0,1.0,465.0,386.0,309.0,65.0,718.0,45.0
2017-2018,TX,LITTLEFIELD H S,482775003112,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,30.58,272.0,0.0,0.0,0.0,0.0,374.0,30.6,28.6,2.0,29.0,1247041.31,34.0,0.0,-18.0,1.0,4.0,1.0,33.0,35.0,178.0,56.0,153.0,22.0
2017-2018,TX,LIVINGSTON H S,482778003118,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,74.15,707.0,0.0,0.0,0.0,0.0,1053.0,71.5,71.5,0.0,68.0,3286222.0,133.0,0.0,-18.0,1.0,2.0,0.0,-18.0,46.0,238.0,74.0,463.0,30.0
2017-2018,TX,LLANO H S,482781003121,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,44.97,271.0,0.0,0.0,0.0,0.0,540.0,45.0,45.0,0.0,39.21,2011280.65,126.0,0.0,-18.0,1.0,6.0,1.0,14.0,32.0,203.0,56.0,181.0,42.0
2017-2018,TX,LOCKHART H S,482787003123,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,91.81,971.0,0.0,0.0,0.0,0.0,1570.0,102.0,100.0,2.0,101.0,4959349.49,392.0,0.0,-18.0,1.0,15.0,1.0,346.0,195.0,283.0,53.0,634.0,29.0
2017-2018,TX,LOCKNEY H S,482789003129,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,17.0,96.0,0.0,0.0,0.0,0.0,139.0,17.0,15.0,2.0,17.0,657530.17,18.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,234.0,35.0,58.0,15.0
2017-2018,TX,LONDON H S,482799012600,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,22.35,56.0,0.0,0.0,0.0,0.0,266.0,22.35,22.35,0.0,22.3,1395440.36,78.0,0.0,-18.0,1.0,5.0,1.0,28.0,31.0,401.0,223.0,83.0,87.0
2017-2018,TX,LONE OAK H S,482802003137,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,31.56,153.0,0.0,0.0,0.0,0.0,354.0,31.6,31.6,0.0,31.6,1428500.0,53.0,0.0,-18.0,1.0,3.0,1.0,39.0,34.0,274.0,73.0,109.0,37.0
2017-2018,TX,LONGVIEW H S,482811003146,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,140.09,1191.0,0.0,0.0,0.0,0.0,2141.0,150.93,150.93,0.0,127.55,5910065.0,467.0,1.0,123.0,1.0,17.0,1.0,558.0,401.0,302.0,96.0,744.0,46.0
2017-2018,TX,LEAD ACADEMY H S,482811012512,High,Alternative School,4,SWELIGNOPROG,Title I schoolwide eligible school-No program,8.48,78.0,0.0,0.0,0.0,1.0,120.0,10.8,10.8,0.0,5.85,287015.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,168.0,78.0,53.0,15.0
2017-2018,TX,LORENA HIGH,482820003158,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,43.1,108.0,0.0,0.0,0.0,0.0,577.0,45.5,45.5,0.0,40.67,1851845.0,116.0,0.0,-18.0,1.0,6.0,1.0,52.0,28.0,311.0,78.0,163.0,57.0
2017-2018,TX,LORENZO H S,482823003160,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,16.5,89.0,0.0,0.0,0.0,0.0,115.0,16.5,16.5,0.0,16.5,772254.0,19.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,173.0,20.0,69.0,37.0
2017-2018,TX,LOUISE H S,482835003167,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,16.49,73.0,0.0,0.0,0.0,0.0,154.0,16.0,15.0,1.0,15.0,881053.0,16.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0,260.0,97.0,62.0,37.0
2017-2018,TX,LOVEJOY H S,482838010525,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,106.31,28.0,0.0,0.0,0.0,0.0,1484.0,106.3,106.3,0.0,102.8,5379253.0,538.0,0.0,-18.0,1.0,30.0,1.0,791.0,847.0,503.0,85.0,385.0,88.0
2017-2018,TX,LOVELADY J H H S,482841003170,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,23.93,80.0,0.0,0.0,0.0,0.0,233.0,24.0,24.0,0.0,24.0,1040585.0,70.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,204.0,51.0,121.0,57.0
2017-2018,TX,MATTHEWS LEARNING CENTER,482850007030,High,Alternative School,4,SWELIGSWPROG,Title I schoolwide school,14.98,153.0,0.0,0.0,0.0,1.0,135.0,14.98,14.98,0.0,13.5,746606.0,14.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,152.0,83.0,72.0,7.5
2017-2018,TX,CORONADO H S,482850010889,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,135.18,856.0,0.0,1.0,0.0,0.0,2172.0,145.18,145.18,0.0,106.49,5273457.0,493.0,0.0,-18.0,1.0,21.0,1.0,401.0,408.0,231.0,65.0,865.0,43.0
2017-2018,TX,ESTACADO H S,482850010890,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,64.75,659.0,0.0,1.0,0.0,0.0,746.0,68.4,68.4,0.0,45.27,2156829.0,138.0,0.0,-18.0,1.0,11.0,1.0,150.0,97.0,129.0,21.0,399.0,25.0
2017-2018,TX,LUBBOCK H S,482850010891,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,124.66,763.0,0.0,1.0,0.0,0.0,1997.0,132.63,132.63,0.0,103.51,5369244.0,532.0,1.0,133.0,1.0,27.0,1.0,533.0,635.0,139.0,79.0,690.0,50.0
2017-2018,TX,MONTEREY H S,482850010892,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,138.85,1326.0,0.0,1.0,0.0,0.0,2162.0,141.4,141.4,0.0,112.59,5623365.0,457.0,0.0,-18.0,1.0,25.0,1.0,415.0,442.0,340.0,101.0,833.0,36.0
2017-2018,TX,TALKINGTON SCHOOL FOR YOUNG WOMEN LEADERS,482850011896,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,31.76,193.0,0.0,1.0,0.0,0.0,473.0,32.26,32.26,0.0,30.0,1417065.0,55.0,0.0,-18.0,1.0,15.0,1.0,135.0,175.0,129.0,23.0,331.0,78.0
2017-2018,TX,LUEDERS-AVOCA H S,482853003223,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,6.65,28.0,0.0,0.0,0.0,0.0,36.0,6.7,6.7,0.0,6.7,299973.83,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,219.0,48.0,14.0,49.0
2017-2018,TX,MABANK H S,482868003248,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,77.36,546.0,0.0,0.0,0.0,0.0,1037.0,81.23,81.23,0.0,77.36,3683292.0,211.0,0.0,-18.0,1.0,16.0,1.0,204.0,197.0,212.0,50.0,345.0,51.0
2017-2018,TX,MADISONVILLE H S,482871003251,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,52.64,403.0,0.0,0.0,0.0,0.0,666.0,58.9,58.9,0.0,46.41,2410168.0,94.0,0.0,-18.0,1.0,1.0,0.0,-18.0,13.0,181.0,31.0,238.0,35.0
2017-2018,TX,MAGNOLIA H S,482874003254,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,121.58,489.0,0.0,0.0,0.0,0.0,1961.0,130.9,130.9,0.0,113.68,5972974.0,243.0,1.0,81.0,1.0,21.0,1.0,407.0,444.0,439.0,152.0,648.0,58.0
2017-2018,TX,ALPHA,482874008996,High,Alternative School,4,SWELIGNOPROG,Title I schoolwide eligible school-No program,10.28,56.0,0.0,0.0,0.0,1.0,101.0,10.5,10.5,0.0,10.0,608645.0,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,221.0,61.0,47.0,10.0
2017-2018,TX,MAGNOLIA WEST H S,482874011311,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,131.3,913.0,0.0,0.0,0.0,0.0,2034.0,137.62,137.62,0.0,119.41,6222662.0,275.0,1.0,137.0,1.0,19.0,1.0,348.0,324.0,369.0,131.0,684.0,47.0
2017-2018,TX,MALAKOFF H S,482878003258,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,31.58,181.0,0.0,0.0,0.0,0.0,385.0,32.77,32.77,0.0,29.58,1447144.0,43.0,0.0,-18.0,1.0,3.0,1.0,10.0,30.0,188.0,70.0,133.0,47.0
2017-2018,TX,MANOR H S,482889003263,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,115.48,1297.0,0.0,0.0,0.0,0.0,1828.0,120.41,120.41,0.0,100.49,4966969.0,637.0,0.0,-18.0,1.0,10.0,1.0,188.0,108.0,311.0,107.0,809.0,25.0
2017-2018,TX,MANOR EXCEL ACADEMY,482889007141,High,Alternative School,4,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,6.0,52.0,0.0,0.0,0.0,0.0,59.0,6.26,6.26,0.0,5.0,258799.0,11.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,260.0,70.0,31.0,10.0
2017-2018,TX,MANOR NEW TECHNOLOGY HIGH,482889011568,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,26.8,232.0,0.0,0.0,0.0,0.0,434.0,27.29,27.29,0.0,26.0,1200053.0,176.0,0.0,-18.0,1.0,4.0,1.0,83.0,37.0,303.0,102.0,143.0,52.0
2017-2018,TX,THE PHOENIX ACADEMY,482892005407,High,Alternative School,4,SWELIGNOPROG,Title I schoolwide eligible school-No program,26.77,59.0,0.0,0.0,0.0,1.0,100.0,27.54,27.54,0.0,14.0,785899.0,2.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,266.0,59.0,15.0,49.0
