" ""LEA_STATE""",LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCLASSES_CALC,SCH_MATHCERT_CALC,Total_Calc_enroll_students
AZ,ARIZONA,0400112,American Leadership Academy  Inc.,03179,American Leadership Academy Queen Creek K-12,040011203179,040011203179,2,2,32
AZ,ARIZONA,0400112,American Leadership Academy  Inc.,03475,American Leadership Academy Ironwood K-12,040011203475,040011203475,1,1,16
AZ,ARIZONA,0400112,American Leadership Academy  Inc.,03573,American Leadership Academy Gilbert North K-12,040011203573,040011203573,1,1,10
AZ,ARIZONA,0400129,Accelerated Elementary and Secondary Schools,01790,Accelerated Learning Laboratory,040012901790,040012901790,1,0,26
AZ,ARIZONA,0400144,Florence Crittenton Services of Arizona  Inc.,01717,Girls Leadership Academy of Arizona,040014401717,040014401717,1,1,0
AZ,ARIZONA,0400157,Edkey  Inc. - Sequoia Choice Schools,01728,Sequoia Choice School Arizona Distance Learning School,040015701728,040015701728,7,0,4
AZ,ARIZONA,0400160,Vision Charter School  Inc.,01779,Vision Charter School,040016001779,040016001779,1,0,2
AZ,ARIZONA,0400202,Academy of Tucson Inc.,01959,Academy of Tucson High School,040020201959,040020201959,1,1,8
AZ,ARIZONA,0400212,Benson Unified School District,00061,Benson High School,040021200061,040021200061,1,1,4
AZ,ARIZONA,0400223,Daisy Education Corporation dba Sonoran Science Academy,02199,Sonoran Science Academy - Tucson,040022302199,040022302199,4,0,34
AZ,ARIZONA,0400225,Horizon Community Learning Center Inc. 1,01887,Horizon Honors Secondary School,040022501887,040022501887,21,2,20
AZ,ARIZONA,0400231,James Madison Preparatory School,02021,James Madison Preparatory School,040023102021,040023102021,1,0,10
AZ,ARIZONA,0400241,Paragon Management  Inc.,02957,Paradise Honors High School,040024102957,040024102957,2,2,30
AZ,ARIZONA,0400248,Telesis Center for Learning  Inc.,01923,Telesis Preparatory Academy,040024801923,040024801923,1,1,8
AZ,ARIZONA,0400266,PACE Preparatory Academy  Inc.,02089,PACE Preparatory Academy,040026602089,040026602089,1,1,2
AZ,ARIZONA,0400280,Mohave Accelerated Learning Center,02186,Mohave Accelerated Learning Center,040028002186,040028002186,1,1,4
AZ,ARIZONA,0400321,Pinnacle Education-WMCB  Inc.,03565,Pinnacle Online - WMCB,040032103565,040032103565,1,1,2
AZ,ARIZONA,0400321,Pinnacle Education-WMCB  Inc.,99999,"Pinnacle Education WMCB, Inc",040032199999,040032199999,1,1,2
AZ,ARIZONA,0400357,American Charter Schools Foundation d.b.a. Apache Trail High,01732,Apache Trail High School,040035701732,040035701732,1,1,0
AZ,ARIZONA,0400366,Valley of the Sun Waldorf Education Association  dba Desert,02302,Desert Marigold School,040036602302,040036602302,2,1,4
AZ,ARIZONA,0400373,Tucson International Academy  Inc.,02936,TIA East,040037302936,040037302936,1,0,0
AZ,ARIZONA,0400417,Arizona Agribusiness & Equine Center Inc. 2,01588,AAEC - SMCC Campus,040041701588,040041701588,3,3,20
AZ,ARIZONA,0400426,Arizona Agribusiness & Equine Center Inc. 3,02528,Arizona Agribusiness & Equine Center  Inc. - Red Mountain,040042602528,040042602528,3,3,4
AZ,ARIZONA,0400427,Arizona Connections Academy Charter School  Inc.,03160,Arizona Connections Academy,040042703160,040042703160,6,6,52
AZ,ARIZONA,0400432,Portable Practical Educational Preparation Inc. (PPEP In 2,02200,Arizona Virtual Academy,040043202200,040043202200,1,1,44
AZ,ARIZONA,0400440,Chandler Preparatory Academy,02681,Great Hearts Academies - Chandler Prep,040044002681,040044002681,8,4,136
AZ,ARIZONA,0400450,Agua Fria Union High School District,00001,Agua Fria High School,040045000001,040045000001,2,2,36
AZ,ARIZONA,0400450,Agua Fria Union High School District,01884,Millennium High School,040045001884,040045001884,6,6,94
AZ,ARIZONA,0400450,Agua Fria Union High School District,02273,Desert Edge High School,040045002273,040045002273,1,1,12
AZ,ARIZONA,0400450,Agua Fria Union High School District,02592,Verrado High School,040045002592,040045002592,4,4,96
AZ,ARIZONA,0400608,BASIS School Inc. 2,03115,BASIS Scottsdale,040060803115,040060803115,8,4,160
AZ,ARIZONA,0400610,Desert Heights Charter Schools,03363,Desert Heights Preparatory Academy,040061003363,040061003363,2,2,2
AZ,ARIZONA,0400621,Pinnacle Education-Tempe  Inc.,03161,Pinnacle Online High School,040062103161,040062103161,2,2,16
AZ,ARIZONA,0400625,Pinnacle Education-Kino  Inc.,02157,Pinnacle Charter High School,040062502157,040062502157,2,2,0
AZ,ARIZONA,0400626,Pinnacle Education-Casa Grande  Inc.,01886,Pinnacle High School - Casa Grande,040062601886,040062601886,1,1,2
AZ,ARIZONA,0400655,Great Hearts Academies - Veritas Preparatory Academy,03096,Great Hearts Academies - Veritas Prep,040065503096,040065503096,9,0,124
AZ,ARIZONA,0400680,Amphitheater Unified District,00032,Amphitheater High School,040068000032,040068000032,2,2,18
AZ,ARIZONA,0400680,Amphitheater Unified District,00033,Canyon Del Oro High School,040068000033,040068000033,3,3,74
AZ,ARIZONA,0400680,Amphitheater Unified District,02198,Ironwood Ridge High School,040068002198,040068002198,5,5,146
AZ,ARIZONA,0400747,Great Hearts Academies - Scottsdale Preparatory Academy,02795,Great Hearts Academies - Scottsdale Prep,040074702795,040074702795,8,0,110
AZ,ARIZONA,0400757,Arete Preparatory Academy,02820,Great Hearts Academies - Arete Prep,040075702820,040075702820,3,0,62
AZ,ARIZONA,0400760,Glendale Preparatory Academy,02911,Great Hearts Academies - Glendale Prep,040076002911,040076002911,5,0,106
AZ,ARIZONA,0400769,Imagine Prep Coolidge  Inc.,02956,Imagine Prep Coolidge,040076902956,040076902956,1,1,4
AZ,ARIZONA,0400775,San Tan Montessori School  Inc.,02916,San Tan Charter School,040077502916,040077502916,1,1,6
AZ,ARIZONA,0400778,Daisy Education Corporation dba Paragon Science Academy,02902,Paragon Science Academy,040077802902,040077802902,6,2,28
AZ,ARIZONA,0400790,Apache Junction Unified District,00043,Apache Junction High School,040079000043,040079000043,3,3,26
AZ,ARIZONA,0400800,The Odyssey Preparatory Academy  Inc.,03317,Odyssey Institute for Advanced and International Studies,040080003317,040080003317,3,0,8
AZ,ARIZONA,0400805,Choice Academies  Inc.,03444,Jefferson Preparatory High School,040080503444,040080503444,1,0,20
AZ,ARIZONA,0400816,Educational Options Foundation,03219,EdOptions HS Learning Center,040081603219,040081603219,1,1,0
AZ,ARIZONA,0400818,BASIS School Inc. 3,03197,BASIS Oro Valley,040081803197,040081803197,7,0,108
AZ,ARIZONA,0400819,Anthem Preparatory Academy,03187,Great Hearts Academies - Anthem Prep,040081903187,040081903187,5,0,82
AZ,ARIZONA,0400821,Pima Prevention Partnership,03226,Arizona Collegiate High School,040082103226,040082103226,2,0,14
AZ,ARIZONA,0400823,Kaizen Education Foundation dba Mission Heights Preparatory,03296,Mission Heights Preparatory High School,040082303296,040082303296,2,2,4
AZ,ARIZONA,0400828,Arizona Agribusiness & Equine Center Inc. 4,03199,Arizona Agribusiness & Equine Center - Estrella,040082803199,040082803199,8,8,40
AZ,ARIZONA,0400829,BASIS School Inc. 4,03278,BASIS Peoria,040082903278,040082903278,6,0,106
AZ,ARIZONA,0400830,BASIS School Inc. 5,03253,BASIS Chandler,040083003253,040083003253,7,3,144
AZ,ARIZONA,0400831,BASIS School Inc. 6,03196,BASIS Flagstaff,040083103196,040083103196,4,0,78
AZ,ARIZONA,0400838,Arizona Agribusiness & Equine Center Inc. 5,03243,Arizona Agribusiness & Equine Center  Inc. - Prescott Valley,040083803243,040083803243,4,4,4
AZ,ARIZONA,0400843,BASIS School Inc. 7,03351,BASIS Phoenix,040084303351,040084303351,9,0,138
AZ,ARIZONA,0400851,Trivium Preparatory Academy,03271,Great Hearts Academies - Trivium Prep,040085103271,040085103271,5,0,62
AZ,ARIZONA,0400858,ASU Preparatory Academy 2,03286,ASU Preparatory Academy- Phoenix High School,040085803286,040085803286,1,1,18
AZ,ARIZONA,0400859,ASU Preparatory Academy 3,03251,ASU Preparatory Academy-Polytechnic High School,040085903251,040085903251,1,1,16
AZ,ARIZONA,0400861,North Phoenix Preparatory Academy,03344,Great Hearts Academies - North Phoenix Prep,040086103344,040086103344,3,0,48
AZ,ARIZONA,0400878,BASIS School Inc. 8,03350,BASIS Tucson North,040087803350,040087803350,11,0,252
AZ,ARIZONA,0400897,BASIS School Inc. 9,03376,BASIS Ahwatukee,040089703376,040089703376,4,0,78
AZ,ARIZONA,0400898,BASIS School Inc. 10,03393,BASIS Mesa,040089803393,040089803393,5,0,74
AZ,ARIZONA,0400903,BASIS School Inc. 12,03418,BASIS Prescott,040090303418,040090303418,4,4,48
AZ,ARIZONA,0400909,Madison Highland Prep,03461,Madison Highland Prep,040090903461,040090903461,10,10,96
AZ,ARIZONA,0400911,Heritage Academy Queen Creek  Inc.,03440,Heritage Academy Queen Creek,040091103440,040091103440,1,1,12
AZ,ARIZONA,0400926,Heritage Academy Laveen  Inc.,03451,Heritage Academy Laveen,040092603451,040092603451,1,1,6
AZ,ARIZONA,0400946,Phoenix Collegiate Academy High LLC,03375,Phoenix Collegiate Academy High School,040094603375,040094603375,1,1,22
AZ,ARIZONA,0400947,ASU Preparatory Academy - Casa Grande,03526,ASU Preparatory Academy - Casa Grande HS,040094703526,040094703526,1,1,10
AZ,ARIZONA,0400955,Estrella Educational Foundation,03519,Maricopa Institute of Technology,040095503519,040095503519,2,2,16
AZ,ARIZONA,0400965,ASU Preparatory Academy Digital,03556,ASU Preparatory Academy Digital,040096503556,040096503556,1,0,2
AZ,ARIZONA,0400969,Arizona Agribusiness & Equine Center Inc. 6,03543,Arizona Agribusiness & Equine Center  Inc. - Mesa,040096903543,040096903543,1,1,2
AZ,ARIZONA,0401410,Buckeye Union High School District,00075,Buckeye Union High School,040141000075,040141000075,1,1,10
AZ,ARIZONA,0401410,Buckeye Union High School District,02137,Estrella Foothills High School,040141002137,040141002137,2,2,18
AZ,ARIZONA,0401410,Buckeye Union High School District,02786,Youngker High School,040141002786,040141002786,2,2,14
AZ,ARIZONA,0401460,Sierra Vista Unified District,00081,Buena High School,040146000081,040146000081,1,1,30
AZ,ARIZONA,0401600,Camp Verde Unified District,00087,Camp Verde High School,040160000087,040160000087,3,1,28
AZ,ARIZONA,0401740,Casa Grande Union High School District,00113,Casa Grande Union High School,040174000113,040174000113,1,1,44
AZ,ARIZONA,0401740,Casa Grande Union High School District,02909,Vista Grande High School,040174002909,040174002909,2,0,12
AZ,ARIZONA,0401760,Catalina Foothills Unified District,00011,Catalina Foothills High School,040176000011,040176000011,2,2,74
AZ,ARIZONA,0401870,Chandler Unified District #80,00123,Chandler High School,040187000123,040187000123,8,8,114
AZ,ARIZONA,0401870,Chandler Unified District #80,01677,Hamilton High School,040187001677,040187001677,15,15,398
AZ,ARIZONA,0401870,Chandler Unified District #80,02250,Basha High School,040187002250,040187002250,6,6,172
AZ,ARIZONA,0401870,Chandler Unified District #80,02806,Perry High School,040187002806,040187002806,7,7,202
AZ,ARIZONA,0401870,Chandler Unified District #80,02822,Arizona College Prep Erie Campus,040187002822,040187002822,3,3,76
AZ,ARIZONA,0401870,Chandler Unified District #80,03306,Chandler Online Academy,040187003306,040187003306,1,1,0
AZ,ARIZONA,0401870,Chandler Unified District #80,03483,Dr. Camille Casteel High School,040187003483,040187003483,1,1,12
AZ,ARIZONA,0401940,Chinle Unified District,00137,Chinle High School,040194000137,040194000137,1,1,16
AZ,ARIZONA,0402320,Coolidge Unified District,00158,Coolidge High School,040232000158,040232000158,1,1,18
AZ,ARIZONA,0402530,Douglas Unified District,00187,Douglas High School,040253000187,040253000187,1,1,22
AZ,ARIZONA,0402690,Dysart Unified District,00198,Dysart High School,040269000198,040269000198,2,2,30
AZ,ARIZONA,0402690,Dysart Unified District,02684,Valley Vista High School,040269002684,040269002684,2,2,26
AZ,ARIZONA,0402690,Dysart Unified District,02971,Shadow Ridge High School,040269002971,040269002971,2,2,42
AZ,ARIZONA,0402690,Dysart Unified District,03126,Willow Canyon High School,040269003126,040269003126,3,3,44
AZ,ARIZONA,0402860,Flagstaff Unified District,00212,Coconino High School,040286000212,040286000212,4,4,112
AZ,ARIZONA,0402860,Flagstaff Unified District,00215,Flagstaff High School,040286000215,040286000215,4,4,138
AZ,ARIZONA,0402920,Florence Unified School District,00228,Florence High School,040292000228,040292000228,3,1,52
AZ,ARIZONA,0402920,Florence Unified School District,02896,San Tan Foothills High School,040292002896,040292002896,2,2,20
AZ,ARIZONA,0402920,Florence Unified School District,02972,Poston Butte High School,040292002972,040292002972,7,3,162
AZ,ARIZONA,0403010,Flowing Wells Unified District,00231,Flowing Wells High School,040301000231,040301000231,1,1,28
AZ,ARIZONA,0403040,Fountain Hills Unified District,00038,Fountain Hills High School,040304000038,040304000038,2,2,24
AZ,ARIZONA,0403290,Ganado Unified School District,00252,Ganado High School,040329000252,040329000252,3,1,40
AZ,ARIZONA,0403450,Glendale Union High School District,00275,Apollo High School,040345000275,040345000275,3,3,24
AZ,ARIZONA,0403450,Glendale Union High School District,00277,Cortez High School,040345000277,040345000277,2,2,10
AZ,ARIZONA,0403450,Glendale Union High School District,00278,Glendale High School,040345000278,040345000278,2,2,42
AZ,ARIZONA,0403450,Glendale Union High School District,00279,Greenway High School,040345000279,040345000279,2,2,36
AZ,ARIZONA,0403450,Glendale Union High School District,00280,Moon Valley High School,040345000280,040345000280,3,3,52
AZ,ARIZONA,0403450,Glendale Union High School District,00281,Sunnyslope High School,040345000281,040345000281,3,3,64
AZ,ARIZONA,0403450,Glendale Union High School District,00282,Thunderbird High School,040345000282,040345000282,5,5,72
AZ,ARIZONA,0403450,Glendale Union High School District,00283,Washington High School,040345000283,040345000283,2,2,34
AZ,ARIZONA,0403450,Glendale Union High School District,00284,Independence High School,040345000284,040345000284,3,3,36
AZ,ARIZONA,0403500,Globe Unified District,00287,Globe High School,040350000287,040350000287,4,4,38
AZ,ARIZONA,0403780,Higley Unified School District,02119,Higley High School,040378002119,040378002119,3,3,84
AZ,ARIZONA,0403780,Higley Unified School District,02835,Williams Field High School,040378002835,040378002835,4,4,80
AZ,ARIZONA,0403820,Holbrook Unified District,00298,Holbrook High School,040382000298,040382000298,1,1,6
AZ,ARIZONA,0403860,Maricopa County Regional District,00068,Durango Transitional Learning Center,040386000068,040386000068,1,1,0
AZ,ARIZONA,0403860,Maricopa County Regional District,02365,Continued Hope High Schools,040386002365,040386002365,1,0,2
AZ,ARIZONA,0403990,J O Combs Unified School District,02895,Combs High School,040399002895,040399002895,4,2,106
AZ,ARIZONA,0404060,Kayenta Unified School District #27,00324,Monument Valley High School,040406000324,040406000324,1,1,10
AZ,ARIZONA,0404280,Lake Havasu Unified District,00433,Lake Havasu High School,040428000433,040428000433,1,1,14
AZ,ARIZONA,0404570,Mammoth-San Manuel Unified District,00366,San Manuel High School,040457000366,040457000366,1,1,0
AZ,ARIZONA,0404630,Marana Unified District,00370,Marana High School,040463000370,040463000370,3,3,78
AZ,ARIZONA,0404630,Marana Unified District,01372,Mountain View High School,040463001372,040463001372,2,2,56
AZ,ARIZONA,0404720,Maricopa Unified School District,00372,Maricopa High School,040472000372,040472000372,9,9,222
AZ,ARIZONA,0404970,Mesa Unified District,00404,Mesa High School,040497000404,040497000404,2,1,40
AZ,ARIZONA,0404970,Mesa Unified District,00406,Mountain View High School,040497000406,040497000406,4,2,122
AZ,ARIZONA,0404970,Mesa Unified District,00419,Westwood High School,040497000419,040497000419,1,1,18
AZ,ARIZONA,0404970,Mesa Unified District,01132,Dobson High School,040497001132,040497001132,5,2,62
AZ,ARIZONA,0404970,Mesa Unified District,01411,Red Mountain High School,040497001411,040497001411,5,5,150
AZ,ARIZONA,0404970,Mesa Unified District,01830,Skyline High School,040497001830,040497001830,2,1,48
AZ,ARIZONA,0405070,Mingus Union High School District,00430,Mingus Union High School,040507000430,040507000430,1,1,32
AZ,ARIZONA,0405360,Pima Accommodation District,00963,CAPE School-Jail,040536000963,040536000963,1,0,2
AZ,ARIZONA,0405820,Page Unified District,00469,Page High School,040582000469,040582000469,1,1,18
AZ,ARIZONA,0405930,Paradise Valley Unified District,00488,North Canyon High School,040593000488,040593000488,8,8,34
AZ,ARIZONA,0405930,Paradise Valley Unified District,00491,Shadow Mountain High School,040593000491,040593000491,7,7,44
AZ,ARIZONA,0405930,Paradise Valley Unified District,01084,Horizon High School,040593001084,040593001084,8,8,118
AZ,ARIZONA,0405930,Paradise Valley Unified District,01553,Paradise Valley High School,040593001553,040593001553,4,4,80
AZ,ARIZONA,0405930,Paradise Valley Unified District,01995,Pinnacle High School,040593001995,040593001995,8,8,138
AZ,ARIZONA,0405980,Parker Unified School District,00457,Parker High School,040598000457,040598000457,1,1,2
AZ,ARIZONA,0406250,Peoria Unified School District,00508,Cactus High School,040625000508,040625000508,3,3,60
AZ,ARIZONA,0406250,Peoria Unified School District,00514,Peoria High School,040625000514,040625000514,4,4,34
AZ,ARIZONA,0406250,Peoria Unified School District,00589,Sunrise Mountain High School,040625000589,040625000589,8,8,140
AZ,ARIZONA,0406250,Peoria Unified School District,01315,Ironwood High School,040625001315,040625001315,2,1,22
AZ,ARIZONA,0406250,Peoria Unified School District,01500,Centennial High School,040625001500,040625001500,4,4,82
AZ,ARIZONA,0406250,Peoria Unified School District,02426,Raymond S. Kellis,040625002426,040625002426,5,5,64
AZ,ARIZONA,0406250,Peoria Unified School District,02586,Liberty High School,040625002586,040625002586,7,7,160
AZ,ARIZONA,0406330,Phoenix Union High School District,00538,Alhambra High School,040633000538,040633000538,2,2,26
AZ,ARIZONA,0406330,Phoenix Union High School District,00539,Metro Tech High School,040633000539,040633000539,3,3,34
AZ,ARIZONA,0406330,Phoenix Union High School District,00540,Camelback High School,040633000540,040633000540,1,1,16
AZ,ARIZONA,0406330,Phoenix Union High School District,00541,Carl Hayden High School,040633000541,040633000541,1,1,20
AZ,ARIZONA,0406330,Phoenix Union High School District,00542,Central High School,040633000542,040633000542,2,2,12
AZ,ARIZONA,0406330,Phoenix Union High School District,00549,Maryvale High School,040633000549,040633000549,2,2,30
AZ,ARIZONA,0406330,Phoenix Union High School District,00552,South Mountain High School,040633000552,040633000552,1,1,24
AZ,ARIZONA,0406330,Phoenix Union High School District,00554,Trevor Browne High School,040633000554,040633000554,4,4,32
AZ,ARIZONA,0406330,Phoenix Union High School District,01244,North High School,040633001244,040633001244,6,6,20
AZ,ARIZONA,0406330,Phoenix Union High School District,01882,Cesar Chavez High School,040633001882,040633001882,3,3,44
AZ,ARIZONA,0406330,Phoenix Union High School District,02670,Phoenix Union Bioscience High School,040633002670,040633002670,3,3,56
AZ,ARIZONA,0406330,Phoenix Union High School District,02854,Betty Fairfax High School,040633002854,040633002854,8,8,76
AZ,ARIZONA,0406330,Phoenix Union High School District,02859,Franklin Police and Fire High School,040633002859,040633002859,1,1,4
AZ,ARIZONA,0406330,Phoenix Union High School District,03509,Phoenix Coding Academy,040633003509,040633003509,1,1,2
AZ,ARIZONA,0406580,Blue Ridge Unified School District No. 32,00561,Blue Ridge High School,040658000561,040658000561,2,2,24
AZ,ARIZONA,0406580,Blue Ridge Unified School District No. 32,03564,Blue Ridge High School Online,040658003564,040658003564,1,1,2
AZ,ARIZONA,0406730,Prescott Unified District,00568,Prescott High School,040673000568,040673000568,5,5,114
