LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG2,SCH_MATHCERT_ALG2,NCESSCH,Total_Alg2_enroll_students
AL,ALABAMA,0102580,Opelika City,01070,Opelika High School,010258001070,7,7,010258001070,32
AL,ALABAMA,0102610,Opp City,01073,Opp High School,010261001073,1,1,010261001073,54
AL,ALABAMA,0102640,Ozark City,01080,Carroll High School,010264001080,4,4,010264001080,89
AL,ALABAMA,0102650,Pell City,01573,Pell City High School,010265001573,7,7,010265001573,221
AL,ALABAMA,0102670,Perry County,01577,Robert C Hatch High School,010267001577,2,0,010267001577,45
AL,ALABAMA,0102670,Perry County,01734,Francis Marion School,010267001734,2,1,010267001734,48
AL,ALABAMA,0102700,Phenix City,01088,Central High School,010270001088,6,6,010270001088,176
AL,ALABAMA,0102700,Phenix City,02140,Central Freshman Academy,010270002140,1,1,010270002140,2
AL,ALABAMA,0102730,Pickens County,01098,Aliceville High School,010273001098,3,3,010273001098,61
AL,ALABAMA,0102730,Pickens County,01102,Pickens County High School,010273001102,2,2,010273001102,35
AL,ALABAMA,0102730,Pickens County,01104,Gordo High School,010273001104,2,2,010273001104,94
AL,ALABAMA,0102760,Piedmont City,01108,Piedmont High School,010276001108,3,3,010276001108,72
AL,ALABAMA,0102790,Pike County,01112,Pike County High School,010279001112,1,1,010279001112,20
AL,ALABAMA,0102790,Pike County,01114,Goshen High School,010279001114,2,2,010279001114,43
AL,ALABAMA,0102820,Randolph County,01119,Randolph County High School,010282001119,2,2,010282001119,46
AL,ALABAMA,0102820,Randolph County,01123,Wadley High School,010282001123,2,2,010282001123,46
AL,ALABAMA,0102820,Randolph County,01125,Woodland High School,010282001125,3,3,010282001125,47
AL,ALABAMA,0102850,Roanoke City,01126,Handley High School,010285001126,5,5,010285001126,122
AL,ALABAMA,0102880,Russell County,01802,Russell County High School,010288001802,8,8,010288001802,189
AL,ALABAMA,0102910,Russellville City,01142,Russellville High School,010291001142,9,9,010291001142,164
AL,ALABAMA,0102940,Scottsboro City,01147,Scottsboro High School,010294001147,4,4,010294001147,105
AL,ALABAMA,0102970,Selma City,01160,Selma High School,010297001160,4,4,010297001160,203
AL,ALABAMA,0103000,Sheffield City,01164,Sheffield High School,010300001164,2,2,010300001164,29
AL,ALABAMA,0103030,Shelby County,01170,Calera High,010303001170,3,3,010303001170,239
AL,ALABAMA,0103030,Shelby County,01171,Chelsea High School,010303001171,4,4,010303001171,109
AL,ALABAMA,0103030,Shelby County,01174,Shelby County High School,010303001174,3,3,010303001174,115
AL,ALABAMA,0103030,Shelby County,01177,Montevallo High School,010303001177,4,4,010303001177,79
AL,ALABAMA,0103030,Shelby County,01187,Vincent Middle High School,010303001187,4,4,010303001187,13
AL,ALABAMA,0103030,Shelby County,01189,Oak Mountain High School,010303001189,4,4,010303001189,345
AL,ALABAMA,0103030,Shelby County,02191,Helena High School,010303002191,4,1,010303002191,308
AL,ALABAMA,0103062,St Clair County,01367,Saint Clair County High School,010306201367,4,4,010306201367,128
AL,ALABAMA,0103062,St Clair County,01376,Ragland High School,010306201376,2,2,010306201376,39
AL,ALABAMA,0103090,Sumter County,02201,Sumter Central High School,010309002201,4,3,010309002201,86
AL,ALABAMA,0103120,Sylacauga City,01200,Sylacauga High School,010312001200,6,6,010312001200,133
AL,ALABAMA,0103150,Talladega City,01207,Talladega High School,010315001207,4,2,010315001207,98
AL,ALABAMA,0103180,Talladega County,01210,BB Comer Memorial High School,010318001210,6,6,010318001210,47
AL,ALABAMA,0103180,Talladega County,01213,Childersburg High School,010318001213,2,2,010318001213,53
AL,ALABAMA,0103180,Talladega County,01214,Lincoln High School,010318001214,5,5,010318001214,87
AL,ALABAMA,0103180,Talladega County,01216,Fayetteville High School,010318001216,2,2,010318001216,34
AL,ALABAMA,0103180,Talladega County,01220,Munford High School,010318001220,4,4,010318001220,63
AL,ALABAMA,0103180,Talladega County,01226,Winterboro High School,010318001226,2,2,010318001226,42
AL,ALABAMA,0103210,Tallapoosa County,00038,Horseshoe Bend High School,010321000038,2,2,010321000038,21
AL,ALABAMA,0103210,Tallapoosa County,01229,Dadeville High School,010321001229,2,2,010321001229,34
AL,ALABAMA,0103210,Tallapoosa County,01234,Reeltown High School,010321001234,4,4,010321001234,56
AL,ALABAMA,0103240,Tallassee City,01238,Tallassee High School,010324001238,3,3,010324001238,39
AL,ALABAMA,0103270,Tarrant City,01240,Tarrant High School,010327001240,1,1,010327001240,22
AL,ALABAMA,0103300,Thomasville City,01248,Thomasville High School,010330001248,2,2,010330001248,42
AL,ALABAMA,0103330,Troy City,01602,Charles Henderson High School,010333001602,6,6,010333001602,79
AL,ALABAMA,0103360,Tuscaloosa City,01608,Central High School,010336001608,10,10,010336001608,244
AL,ALABAMA,0103360,Tuscaloosa City,02101,Paul W Bryant High School,010336002101,13,13,010336002101,313
AL,ALABAMA,0103360,Tuscaloosa City,02102,Northridge High School,010336002102,12,12,010336002102,243
AL,ALABAMA,0103390,Tuscaloosa County,00052,Hillcrest High School,010339000052,15,15,010339000052,269
AL,ALABAMA,0103390,Tuscaloosa County,01274,Brookwood High School,010339001274,5,5,010339001274,109
AL,ALABAMA,0103390,Tuscaloosa County,01282,Holt High School,010339001282,4,4,010339001282,97
AL,ALABAMA,0103390,Tuscaloosa County,01287,Northside High School,010339001287,3,3,010339001287,66
AL,ALABAMA,0103390,Tuscaloosa County,01291,Tuscaloosa County High School,010339001291,2,2,010339001291,46
AL,ALABAMA,0103390,Tuscaloosa County,02153,Sipsey Valley High School,010339002153,3,3,010339002153,64
AL,ALABAMA,0103420,Tuscumbia City,01297,Deshler High School,010342001297,7,7,010342001297,138
AL,ALABAMA,0103430,Vestavia Hills City,01304,Vestavia Hills High School,010343001304,13,13,010343001304,273
AL,ALABAMA,0103450,Walker County,00135,Carbon Hill High School,010345000135,2,2,010345000135,42
AL,ALABAMA,0103450,Walker County,01308,Cordova High School,010345001308,3,3,010345001308,45
AL,ALABAMA,0103450,Walker County,01310,Curry High School,010345001310,3,3,010345001310,68
AL,ALABAMA,0103450,Walker County,01311,Dora High School,010345001311,1,1,010345001311,17
AL,ALABAMA,0103450,Walker County,01320,Oakman High School,010345001320,1,1,010345001320,31
AL,ALABAMA,0103480,Washington County,01335,Washington County High School,010348001335,3,3,010348001335,81
AL,ALABAMA,0103480,Washington County,01336,Fruitdale High School,010348001336,1,1,010348001336,16
AL,ALABAMA,0103480,Washington County,01337,Leroy High School,010348001337,1,1,010348001337,15
AL,ALABAMA,0103480,Washington County,01339,Millry High School,010348001339,2,2,010348001339,48
AL,ALABAMA,0103510,Wilcox County,01419,Wilcox County Alternative School,010351001419,1,1,010351001419,2
AL,ALABAMA,0103510,Wilcox County,01780,Wilcox Central High School,010351001780,3,3,010351001780,93
AL,ALABAMA,0103540,Winfield City,01355,Winfield High School,010354001355,4,4,010354001355,92
AL,ALABAMA,0103580,Winston County,01356,Addison High School,010358001356,54,2,010358001356,54
AL,ALABAMA,0103580,Winston County,01357,Winston County High School,010358001357,4,1,010358001357,65
AL,ALABAMA,0103580,Winston County,01359,Lynn High School,010358001359,23,23,010358001359,23
AL,ALABAMA,0103580,Winston County,01360,Meek High School,010358001360,2,2,010358001360,47
AK,ALASKA,0200001,Lower Kuskokwim School District,00206,Joann A. Alexie Memorial School,020000100206,3,3,020000100206,3
AK,ALASKA,0200001,Lower Kuskokwim School District,00208,Bethel Regional High School,020000100208,6,6,020000100208,115
AK,ALASKA,0200001,Lower Kuskokwim School District,00209,Chaputnguak School,020000100209,2,2,020000100209,5
AK,ALASKA,0200001,Lower Kuskokwim School District,00210,Chief Paul Memorial School,020000100210,3,3,020000100210,45
AK,ALASKA,0200001,Lower Kuskokwim School District,00211,Ayagina'ar Elitnaurvik,020000100211,2,2,020000100211,15
AK,ALASKA,0200001,Lower Kuskokwim School District,00212,Kwigillingok School,020000100212,2,2,020000100212,30
AK,ALASKA,0200001,Lower Kuskokwim School District,00213,Nelson Island Area School,020000100213,2,2,020000100213,10
AK,ALASKA,0200001,Lower Kuskokwim School District,00214,Anna Tobeluk Memorial School,020000100214,4,4,020000100214,12
AK,ALASKA,0200001,Lower Kuskokwim School District,00318,Kuskokwim Learning Academy,020000100318,6,6,020000100318,27
AK,ALASKA,0200001,Lower Kuskokwim School District,00391,Akula Elitnaurvik School,020000100391,3,3,020000100391,20
AK,ALASKA,0200001,Lower Kuskokwim School District,00438,Ket'acik/Aapalluk Memorial School,020000100438,2,2,020000100438,8
AK,ALASKA,0200001,Lower Kuskokwim School District,00440,Ayaprun School,020000100440,2,2,020000100440,15
AK,ALASKA,0200001,Lower Kuskokwim School District,00441,Kuinerrarmiut Elitnaurviat,020000100441,2,2,020000100441,18
AK,ALASKA,0200001,Lower Kuskokwim School District,00476,Rocky Mountain School,020000100476,2,2,020000100476,3
AK,ALASKA,0200001,Lower Kuskokwim School District,00619,Akiuk Memorial School,020000100619,3,3,020000100619,42
AK,ALASKA,0200003,Lower Yukon School District,00217,Emmonak School,020000300217,1,1,020000300217,2
AK,ALASKA,0200003,Lower Yukon School District,00219,Hooper Bay School,020000300219,1,0,020000300219,8
AK,ALASKA,0200003,Lower Yukon School District,00220,Mountain Village School,020000300220,1,1,020000300220,1
AK,ALASKA,0200003,Lower Yukon School District,00222,Russian Mission School,020000300222,4,4,020000300222,6
AK,ALASKA,0200003,Lower Yukon School District,00412,Scammon Bay School,020000300412,1,1,020000300412,15
AK,ALASKA,0200003,Lower Yukon School District,00413,Nunam Iqua School,020000300413,1,0,020000300413,10
AK,ALASKA,0200004,Yupiit School District,00579,Akiachak School,020000400579,2,2,020000400579,15
AK,ALASKA,0200005,Kashunamiut School District,00582,Chevak School,020000500582,1,1,020000500582,4
AK,ALASKA,0200006,Mount Edgecumbe High School Agency,00558,Mt. Edgecumbe High School,020000600558,7,7,020000600558,61
AK,ALASKA,0200007,Aleutians East Borough School District,00004,Akutan School,020000700004,1,1,020000700004,1
AK,ALASKA,0200007,Aleutians East Borough School District,00177,King Cove School,020000700177,1,1,020000700177,6
AK,ALASKA,0200007,Aleutians East Borough School District,00461,Sand Point School,020000700461,1,1,020000700461,3
AK,ALASKA,0200010,Aleutian Region School District,00005,Yakov E. Netsvetov School,020001000005,1,1,020001000005,2
AK,ALASKA,0200020,Bering Strait School District,00012,Gambell School,020002000012,1,1,020002000012,8
AK,ALASKA,0200020,Bering Strait School District,00013,Koyuk-Malimiut School,020002000013,1,1,020002000013,3
AK,ALASKA,0200020,Bering Strait School District,00014,Hogarth Kingeekuk Sr. Memorial School,020002000014,1,1,020002000014,11
AK,ALASKA,0200020,Bering Strait School District,00015,Shishmaref School,020002000015,1,1,020002000015,4
AK,ALASKA,0200020,Bering Strait School District,00421,Aniguiin School,020002000421,1,1,020002000421,10
AK,ALASKA,0200020,Bering Strait School District,00422,Martin L. Olson School,020002000422,1,1,020002000422,4
AK,ALASKA,0200020,Bering Strait School District,00466,Shaktoolik School,020002000466,1,1,020002000466,4
AK,ALASKA,0200020,Bering Strait School District,00468,Tukurngailnguq School,020002000468,1,1,020002000468,4
AK,ALASKA,0200020,Bering Strait School District,00499,Diomede School,020002000499,1,1,020002000499,1
AK,ALASKA,0200030,Bristol Bay Borough School District,00020,Bristol Bay Middle/High School,020003000020,1,1,020003000020,5
AK,ALASKA,0200050,Alaska Gateway School District,00025,Eagle Community School,020005000025,1,0,020005000025,3
AK,ALASKA,0200050,Alaska Gateway School District,00028,Tok School,020005000028,1,1,020005000028,4
AK,ALASKA,0200060,Cordova City School District,00029,Cordova Jr/Sr High School,020006000029,1,1,020006000029,13
AK,ALASKA,0200070,Copper River School District,00039,Glennallen Jr/Sr High School,020007000039,1,0,020007000039,11
AK,ALASKA,0200090,Craig City School District,00038,Craig High School,020009000038,1,1,020009000038,17
AK,ALASKA,0200090,Craig City School District,00160,PACE Correspondence,020009000160,1,1,020009000160,4
AK,ALASKA,0200100,Delta-Greely School District,00599,Delta/Greely Homeschool,020010000599,1,1,020010000599,4
AK,ALASKA,0200100,Delta-Greely School District,00630,Delta Junction High School,020010000630,1,1,020010000630,27
AK,ALASKA,0200120,Dillingham City School District,00634,Dillingham Middle/High School,020012000634,1,1,020012000634,10
AK,ALASKA,0200130,Galena City School District,00252,Galena Interior Learning Academy (GILA),020013000252,2,2,020013000252,22
AK,ALASKA,0200130,Galena City School District,00253,Interior Distance Education of Alaska (IDEA),020013000253,1,1,020013000253,418
AK,ALASKA,0200130,Galena City School District,00635,Sidney C. Huntington Jr/Sr High School,020013000635,2,2,020013000635,18
AK,ALASKA,0200150,Ketchikan Gateway Borough School District,00047,Ketchikan High School,020015000047,5,5,020015000047,107
AK,ALASKA,0200150,Ketchikan Gateway Borough School District,00048,Revilla Jr/Sr High School,020015000048,1,1,020015000048,3
AK,ALASKA,0200180,Anchorage School District,00057,Bartlett High School,020018000057,9,6,020018000057,197
AK,ALASKA,0200180,Anchorage School District,00069,Chugiak High School,020018000069,6,3,020018000069,158
AK,ALASKA,0200180,Anchorage School District,00073,Dimond High School,020018000073,8,5,020018000073,227
AK,ALASKA,0200180,Anchorage School District,00075,East High School,020018000075,10,5,020018000075,266
AK,ALASKA,0200180,Anchorage School District,00109,S.A.V.E. High School,020018000109,1,0,020018000109,1
AK,ALASKA,0200180,Anchorage School District,00115,Steller Secondary School,020018000115,2,2,020018000115,49
AK,ALASKA,0200180,Anchorage School District,00120,West High School,020018000120,11,5,020018000120,225
AK,ALASKA,0200180,Anchorage School District,00178,Family Partnership Charter School,020018000178,13,0,020018000178,44
AK,ALASKA,0200180,Anchorage School District,00454,South Anchorage High School,020018000454,11,10,020018000454,283
AK,ALASKA,0200180,Anchorage School District,00458,Eagle River High School,020018000458,7,5,020018000458,148
AK,ALASKA,0200180,Anchorage School District,00509,Crossroads School,020018000509,2,2,020018000509,3
AK,ALASKA,0200180,Anchorage School District,00530,Frontier Charter School,020018000530,2,0,020018000530,35
AK,ALASKA,0200180,Anchorage School District,00531,Service High School,020018000531,11,4,020018000531,256
AK,ALASKA,0200180,Anchorage School District,00756,PAIDEIA Cooperative School,020018000756,1,0,020018000756,17
AK,ALASKA,0200180,Anchorage School District,00763,Alaska Middle College School,020018000763,3,3,020018000763,10
AK,ALASKA,0200210,Juneau Borough School District,00125,HomeBRIDGE,020021000125,5,5,020021000125,5
AK,ALASKA,0200210,Juneau Borough School District,00133,Juneau-Douglas High School,020021000133,1,1,020021000133,36
AK,ALASKA,0200240,Sitka School District,00143,Sitka High School,020024000143,4,2,020024000143,37
AK,ALASKA,0200270,Haines Borough School District,00639,Haines High School,020027000639,1,1,020027000639,7
AK,ALASKA,0200300,Hoonah City School District,00641,Hoonah Jr/Sr High School,020030000641,1,1,020030000641,1
AK,ALASKA,0200330,Hydaburg City School District,00746,Totem Correspondence School,020033000746,1,1,020033000746,7
AK,ALASKA,0200360,Kake City School District,00150,Kake Elementary & High School,020036000150,1,1,020036000150,7
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00081,Homer Flex School,020039000081,1,0,020039000081,1
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00157,Nanwalek School,020039000157,1,1,020039000157,6
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00158,Homer High School,020039000158,3,3,020039000158,62
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00165,Ninilchik School,020039000165,1,0,020039000165,1
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00168,Port Graham School,020039000168,1,0,020039000168,2
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00397,Connections,020039000397,10,2,020039000397,24
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00537,Kenai Central High School,020039000537,3,0,020039000537,68
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00540,Seward High School,020039000540,3,0,020039000540,43
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00542,Soldotna High School,020039000542,6,3,020039000542,107
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00645,Nikiski Middle/Senior High School,020039000645,3,0,020039000645,25
AK,ALASKA,0200390,Kenai Peninsula Borough School District,00754,Soldotna Prep School,020039000754,1,1,020039000754,9
AK,ALASKA,0200480,Kodiak Island Borough School District,00185,Kodiak High School,020048000185,5,5,020048000185,81
AK,ALASKA,0200480,Kodiak Island Borough School District,00187,Larsen Bay School,020048000187,1,1,020048000187,1
AK,ALASKA,0200480,Kodiak Island Borough School District,00435,AKTEACH,020048000435,1,1,020048000435,1
AK,ALASKA,0200485,Lake and Peninsula Borough School District,00197,Igiugig School,020048500197,1,1,020048500197,1
AK,ALASKA,0200485,Lake and Peninsula Borough School District,00199,Newhalen School,020048500199,1,1,020048500199,1
