LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG,SCH_MATHCERT_ALG,NCESSCH,Total_Alg1_enroll_students,Total_Alg1_pass_students
FL,FLORIDA,1200390,DADE,07542,C. G. BETHEL HIGH SCHOOL,120039007542,29,29,120039007542,118,42
FL,FLORIDA,1200390,DADE,07580,MIAMI-DADE ONLINE ACADEMY- VIRTUAL INSTRUCTION PROGRAM,120039007580,3,3,120039007580,11,11
FL,FLORIDA,1200390,DADE,07599,MIAMI ARTS CHARTER,120039007599,16,16,120039007599,244,210
FL,FLORIDA,1200390,DADE,07608,MIAMI COMMUNITY CHARTER HIGH SCHOOL,120039007608,3,3,120039007608,52,46
FL,FLORIDA,1200390,DADE,07617,CHAMBERS HIGH SCHOOL,120039007617,28,28,120039007617,170,39
FL,FLORIDA,1200390,DADE,07631,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER,120039007631,7,7,120039007631,125,122
FL,FLORIDA,1200390,DADE,07635,ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS,120039007635,17,16,120039007635,362,286
FL,FLORIDA,1200390,DADE,07811,INTERNATIONAL STUDIES PREPARATORY ACADEMY,120039007811,3,3,120039007811,23,19
FL,FLORIDA,1200390,DADE,07820,HIS HOUSE,120039007820,3,3,120039007820,51,1
FL,FLORIDA,1200390,DADE,07845,SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL,120039007845,8,8,120039007845,167,144
FL,FLORIDA,1200390,DADE,07922,MATER ACADEMY MIAMI BEACH,120039007922,1,0,120039007922,6,6
FL,FLORIDA,1200390,DADE,07971,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD),120039007971,8,0,120039007971,83,72
FL,FLORIDA,1200390,DADE,07972,ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS,120039007972,5,5,120039007972,74,48
FL,FLORIDA,1200390,DADE,07980,GREEN SPRINGS HIGH SCHOOL,120039007980,17,17,120039007980,100,19
FL,FLORIDA,1200390,DADE,07983,NORTH PARK HIGH SCHOOL,120039007983,15,15,120039007983,39,14
FL,FLORIDA,1200390,DADE,07984,NORTH GARDENS HIGH SCHOOL,120039007984,13,13,120039007984,34,14
FL,FLORIDA,1200390,DADE,08125,YOUTH CO-OP PREPARATORY HIGH SCHOOL,120039008125,3,3,120039008125,73,68
FL,FLORIDA,1200390,DADE,08132,LATIN BUILDERS ASSOCIATION CONSTRUCTION AND BUSINESS MANAGEM,120039008132,1,1,120039008132,24,18
FL,FLORIDA,1200390,DADE,08138,EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL,120039008138,5,5,120039008138,108,96
FL,FLORIDA,1200390,DADE,08154,IMATER PREPARATORY ACADEMY HIGH SCHOOL,120039008154,8,8,120039008154,175,167
FL,FLORIDA,1200390,DADE,08183,PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL,120039008183,6,6,120039008183,123,88
FL,FLORIDA,1200390,DADE,08206,CHARTER HIGH SCHOOL OF THE AMERICAS,120039008206,2,2,120039008206,44,32
FL,FLORIDA,1200390,DADE,08270,MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL,120039008270,1,1,120039008270,1,1
FL,FLORIDA,1200390,DADE,08332,PACE CENTER FOR GIRLS,120039008332,3,3,120039008332,15,11
FL,FLORIDA,1200390,DADE,08336,BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL,120039008336,6,6,120039008336,126,85
FL,FLORIDA,1200390,DADE,08345,THE SEED SCHOOL OF MIAMI,120039008345,3,3,120039008345,43,29
FL,FLORIDA,1200390,DADE,08362,METRO WEST DETENTION FACILITY,120039008362,2,2,120039008362,2,0
FL,FLORIDA,1200390,DADE,08412,ITECH@THOMAS A EDISON EDUCATIONAL CENTER,120039008412,2,2,120039008412,45,38
FL,FLORIDA,1200390,DADE,08576,PINECREST GLADES PREPARATORY ACADEMY MIDDLE HIGH SCHOOL,120039008576,7,7,120039008576,32,31
FL,FLORIDA,1200390,DADE,10618,DOROTHY M. WALLACE COPE CENTER,120039010618,1,1,120039010618,14,3
FL,FLORIDA,1200420,DESOTO,00620,DESOTO COUNTY HIGH SCHOOL,120042000620,13,10,120042000620,199,132
FL,FLORIDA,1200420,DESOTO,06813,DESOTO ALTERNATIVE PROGRAM,120042006813,2,0,120042006813,3,0
FL,FLORIDA,1200450,DIXIE,00626,DIXIE COUNTY HIGH SCHOOL,120045000626,12,12,120045000626,119,92
FL,FLORIDA,1200480,DUVAL,00425,AMIKIDS JACKSONVILLE,120048000425,6,0,120048000425,15,2
FL,FLORIDA,1200480,DUVAL,00635,GRAND PARK CAREER CENTER,120048000635,9,9,120048000635,11,2
FL,FLORIDA,1200480,DUVAL,00648,ROBERT E. LEE HIGH SCHOOL,120048000648,34,22,120048000648,326,215
FL,FLORIDA,1200480,DUVAL,00649,ANDREW JACKSON HIGH SCHOOL,120048000649,6,6,120048000649,86,71
FL,FLORIDA,1200480,DUVAL,00651,BALDWIN MIDDLE-SENIOR HIGH SCHOOL,120048000651,14,14,120048000651,116,96
FL,FLORIDA,1200480,DUVAL,00681,TERRY PARKER HIGH SCHOOL,120048000681,18,14,120048000681,300,209
FL,FLORIDA,1200480,DUVAL,00685,ENGLEWOOD HIGH SCHOOL,120048000685,34,34,120048000685,412,302
FL,FLORIDA,1200480,DUVAL,00691,JEAN RIBAULT HIGH SCHOOL,120048000691,18,18,120048000691,286,210
FL,FLORIDA,1200480,DUVAL,00714,WILLIAM M. RAINES HIGH SCHOOL,120048000714,28,28,120048000714,316,225
FL,FLORIDA,1200480,DUVAL,00718,PALM AVENUE EXCEP. STUDENT CENTER,120048000718,8,8,120048000718,26,25
FL,FLORIDA,1200480,DUVAL,00721,YOUTH DEVELOPMENT CENTER,120048000721,2,0,120048000721,6,2
FL,FLORIDA,1200480,DUVAL,00748,DUNCAN U. FLETCHER HIGH SCHOOL,120048000748,19,18,120048000748,274,211
FL,FLORIDA,1200480,DUVAL,00749,SAMUEL W. WOLFSON HIGH SCHOOL,120048000749,17,17,120048000749,222,109
FL,FLORIDA,1200480,DUVAL,00759,SANDALWOOD HIGH SCHOOL,120048000759,23,20,120048000759,397,343
FL,FLORIDA,1200480,DUVAL,00762,WESTSIDE HIGH SCHOOL,120048000762,25,20,120048000762,365,280
FL,FLORIDA,1200480,DUVAL,00767,EDWARD H. WHITE HIGH SCHOOL,120048000767,16,16,120048000767,230,189
FL,FLORIDA,1200480,DUVAL,00769,ALDEN ROAD EXCEP. STUDENT CENTER,120048000769,9,8,120048000769,35,34
FL,FLORIDA,1200480,DUVAL,00772,FRANK H. PETERSON ACADEMIES,120048000772,26,21,120048000772,251,232
FL,FLORIDA,1200480,DUVAL,00773,A. PHILIP RANDOLPH ACADEMIES,120048000773,13,13,120048000773,111,97
FL,FLORIDA,1200480,DUVAL,01571,PRETRIAL DETENTION FACILITY,120048001571,4,4,120048001571,12,7
FL,FLORIDA,1200480,DUVAL,02469,DOUGLAS ANDERSON SCHOOL OF THE ARTS,120048002469,12,12,120048002469,142,106
FL,FLORIDA,1200480,DUVAL,02744,MANDARIN HIGH SCHOOL,120048002744,41,41,120048002744,379,316
FL,FLORIDA,1200480,DUVAL,02745,FIRST COAST HIGH SCHOOL,120048002745,38,30,120048002745,423,299
FL,FLORIDA,1200480,DUVAL,03053,MT. HERMAN ESE CENTER,120048003053,4,4,120048003053,13,13
FL,FLORIDA,1200480,DUVAL,03167,GATEWAY COMMUNITY SERVICES,120048003167,3,2,120048003167,5,3
FL,FLORIDA,1200480,DUVAL,03169,PACE CENTER FOR GIRLS-JAX,120048003169,2,0,120048003169,14,7
FL,FLORIDA,1200480,DUVAL,03352,DUVAL ACADEMY,120048003352,3,0,120048003352,16,7
FL,FLORIDA,1200480,DUVAL,03354,IMPACT HALFWAY HOUSE,120048003354,3,0,120048003354,9,4
FL,FLORIDA,1200480,DUVAL,03356,DUVAL REGIONAL JUVENILE DETENTION CENTER,120048003356,8,8,120048003356,23,6
FL,FLORIDA,1200480,DUVAL,04191,SCHOOL FOR ACCELERATED LEARNING AND TECHNOLOGIES INC,120048004191,9,0,120048004191,88,7
FL,FLORIDA,1200480,DUVAL,07119,CATAPULT ACADEMY,120048007119,32,25,120048007119,256,54
FL,FLORIDA,1200480,DUVAL,07418,RIVER CITY SCIENCE ACADEMY,120048007418,8,0,120048007418,87,85
FL,FLORIDA,1200480,DUVAL,07629,ATLANTIC COAST HIGH SCHOOL,120048007629,37,34,120048007629,417,329
FL,FLORIDA,1200480,DUVAL,07825,LONE STAR HIGH SCHOOL,120048007825,12,0,120048007825,53,7
FL,FLORIDA,1200480,DUVAL,08007,DUVAL VIRTUAL INSTRUCTION ACADEMY,120048008007,6,6,120048008007,26,9
FL,FLORIDA,1200480,DUVAL,08016,DUVAL CHARTER HIGH SCHOOL AT BAYMEADOWS,120048008016,12,0,120048008016,91,79
FL,FLORIDA,1200480,DUVAL,08096,DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES,120048008096,14,13,120048008096,60,6
FL,FLORIDA,1200480,DUVAL,08228,FLORIDA CYBER CHARTER ACADEMY,120048008228,3,0,120048008228,32,23
FL,FLORIDA,1200480,DUVAL,08243,SAN JOSE PREPARATORY HIGH SCHOOL,120048008243,3,1,120048008243,25,18
FL,FLORIDA,1200480,DUVAL,08264,BISCAYNE HIGH SCHOOL,120048008264,16,0,120048008264,46,19
FL,FLORIDA,1200480,DUVAL,08523,THE BRIDGE,120048008523,14,10,120048008523,115,97
FL,FLORIDA,1200510,ESCAMBIA,00794,ESCAMBIA HIGH SCHOOL,120051000794,8,8,120051000794,110,64
FL,FLORIDA,1200510,ESCAMBIA,00805,PENSACOLA HIGH SCHOOL,120051000805,7,7,120051000805,114,78
FL,FLORIDA,1200510,ESCAMBIA,00812,J. M. TATE SENIOR HIGH SCHOOL,120051000812,10,10,120051000812,153,113
FL,FLORIDA,1200510,ESCAMBIA,00837,PINE FOREST HIGH SCHOOL,120051000837,8,8,120051000837,152,112
FL,FLORIDA,1200510,ESCAMBIA,02169,WASHINGTON SENIOR HIGH SCHOOL,120051002169,8,8,120051002169,141,93
FL,FLORIDA,1200510,ESCAMBIA,02304,ESCAMBIA JUVENILE DETENTION,120051002304,3,3,120051002304,9,1
FL,FLORIDA,1200510,ESCAMBIA,02306,LAKEVIEW SPECIAL EDUCATION,120051002306,1,1,120051002306,1,1
FL,FLORIDA,1200510,ESCAMBIA,02557,JUDY ANDREWS SECOND CHANCE CENTER,120051002557,10,10,120051002557,24,12
FL,FLORIDA,1200510,ESCAMBIA,02601,ESCAMBIA BOYS' BASE,120051002601,2,2,120051002601,2,0
FL,FLORIDA,1200510,ESCAMBIA,02995,NORTHVIEW HIGH SCHOOL,120051002995,7,7,120051002995,86,50
FL,FLORIDA,1200510,ESCAMBIA,03057,PACE PROGRAM,120051003057,4,4,120051003057,8,2
FL,FLORIDA,1200510,ESCAMBIA,03062,ESCAMBIA CHARTER SCHOOL,120051003062,6,6,120051003062,44,2
FL,FLORIDA,1200510,ESCAMBIA,03703,WEST FLORIDA HIGH SCHOOL/TECHNICAL,120051003703,6,6,120051003703,139,128
FL,FLORIDA,1200510,ESCAMBIA,04345,CAMELOT ACADEMY OF ESCAMBIA COUNTY,120051004345,5,5,120051004345,32,12
FL,FLORIDA,1200510,ESCAMBIA,07541,ESCAMBIA VIRTUAL INSTRUCTION PROGRAM,120051007541,1,0,120051007541,2,0
FL,FLORIDA,1200510,ESCAMBIA,07672,ESCAMBIA VIRTUAL ACADEMY FRANCHISE,120051007672,3,3,120051007672,18,5
FL,FLORIDA,1200540,FLAGLER,00842,FLAGLER-PALM COAST HIGH SCHOOL,120054000842,14,14,120054000842,224,181
FL,FLORIDA,1200540,FLAGLER,05533,MATANZAS HIGH SCHOOL,120054005533,9,9,120054005533,219,160
FL,FLORIDA,1200540,FLAGLER,07761,IFLAGLER-VIRTUAL FRANCHISE,120054007761,5,5,120054007761,13,4
FL,FLORIDA,1200570,FRANKLIN,00845,FRANKLIN COUNTY SCHOOL,120057000845,5,5,120057000845,62,33
FL,FLORIDA,1200570,FRANKLIN,07934,FRANKLIN VIRTUAL INSTRUCTION PROGRAM,120057007934,1,1,120057007934,3,3
FL,FLORIDA,1200600,GADSDEN,00849,GADSDEN COUNTY HIGH SCHOOL,120060000849,6,6,120060000849,90,81
FL,FLORIDA,1200600,GADSDEN,00860,CARTER PARRAMORE ACADEMY,120060000860,5,5,120060000860,18,14
FL,FLORIDA,1200600,GADSDEN,03065,HOPE ACADEMY,120060003065,2,2,120060003065,7,2
FL,FLORIDA,1200600,GADSDEN,03066,CROSSROAD ACADEMY,120060003066,1,1,120060003066,18,18
FL,FLORIDA,1200600,GADSDEN,03584,GADSDEN CENTRAL ACADEMY,120060003584,2,2,120060003584,10,10
FL,FLORIDA,1200600,GADSDEN,07756,GADSDEN VIRTUAL INSTRUCTION PROGRAM,120060007756,2,2,120060007756,1,0
FL,FLORIDA,1200630,GILCHRIST,00863,BELL HIGH SCHOOL,120063000863,1,1,120063000863,7,6
FL,FLORIDA,1200630,GILCHRIST,07927,GILCHRIST VIRTUAL FRANCHISE,120063007927,1,1,120063007927,1,0
FL,FLORIDA,1200660,GLADES,00864,MOORE HAVEN MIDDLE HIGH SCHOOL.,120066000864,5,5,120066000864,57,53
FL,FLORIDA,1200690,GULF,00868,PORT ST. JOE HIGH SCHOOL,120069000868,6,6,120069000868,55,50
FL,FLORIDA,1200690,GULF,00870,WEWAHITCHKA HIGH SCHOOL,120069000870,10,10,120069000870,35,31
FL,FLORIDA,1200720,HAMILTON,00872,HAMILTON COUNTY HIGH SCHOOL,120072000872,2,2,120072000872,24,17
FL,FLORIDA,1200720,HAMILTON,07905,HAMILTON VIRTUAL FRANCHISE,120072007905,3,3,120072007905,1,0
FL,FLORIDA,1200750,HARDEE,00877,HARDEE SENIOR HIGH SCHOOL,120075000877,11,11,120075000877,214,183
FL,FLORIDA,1200750,HARDEE,00878,HARDEE JUNIOR HIGH SCHOOL,120075000878,2,2,120075000878,7,7
FL,FLORIDA,1200750,HARDEE,02245,PIONEER CAREER ACADEMY,120075002245,1,1,120075002245,1,0
FL,FLORIDA,1200780,HENDRY,00888,LABELLE HIGH SCHOOL,120078000888,15,11,120078000888,194,130
FL,FLORIDA,1200780,HENDRY,02663,CLEWISTON HIGH SCHOOL,120078002663,13,13,120078002663,171,63
FL,FLORIDA,1200780,HENDRY,03067,CLEWISTON YOUTH DEVELOPMENTAL ACADEMY,120078003067,2,2,120078003067,3,1
FL,FLORIDA,1200780,HENDRY,03174,LABELLE YOUTH DEVELOPMENTAL ACADEMY,120078003174,2,2,120078003174,1,0
FL,FLORIDA,1200810,HERNANDO,00890,HERNANDO HIGH SCHOOL,120081000890,8,8,120081000890,166,150
FL,FLORIDA,1200810,HERNANDO,00896,FRANK W. SPRINGSTEAD HIGH SCHOOL,120081000896,13,13,120081000896,197,186
FL,FLORIDA,1200810,HERNANDO,02604,CENTRAL HIGH SCHOOL,120081002604,12,12,120081002604,196,182
FL,FLORIDA,1200810,HERNANDO,03068,ENDEAVOR ACADEMY,120081003068,1,1,120081003068,1,1
FL,FLORIDA,1200810,HERNANDO,04083,NATURE COAST TECHNICAL HIGH,120081004083,11,11,120081004083,217,203
FL,FLORIDA,1200810,HERNANDO,06808,WEEKI WACHEE HIGH SCHOOL,120081006808,11,11,120081006808,187,182
FL,FLORIDA,1200810,HERNANDO,07829,HERNANDO COUNTY JAIL,120081007829,1,1,120081007829,2,0
FL,FLORIDA,1200810,HERNANDO,07842,HERNANDO ESCHOOL VIRTUAL FRANCHISE,120081007842,2,2,120081007842,27,14
FL,FLORIDA,1200840,HIGHLANDS,00905,SEBRING HIGH SCHOOL,120084000905,15,15,120084000905,269,234
FL,FLORIDA,1200840,HIGHLANDS,00906,AVON PARK HIGH SCHOOL,120084000906,14,14,120084000906,154,139
FL,FLORIDA,1200840,HIGHLANDS,00907,LAKE PLACID HIGH SCHOOL,120084000907,7,6,120084000907,108,58
FL,FLORIDA,1200840,HIGHLANDS,07885,HIGHLANDS COUNTY SCHOOLS JAIL PROGRAM,120084007885,1,1,120084007885,1,0
FL,FLORIDA,1200840,HIGHLANDS,08630,HIGHLANDS VIRTUAL SCHOOL,120084008630,4,4,120084008630,9,4
FL,FLORIDA,1200870,HILLSBOROUGH,00918,BRANDON HIGH SCHOOL,120087000918,16,11,120087000918,288,232
FL,FLORIDA,1200870,HILLSBOROUGH,00930,CHAMBERLAIN HIGH SCHOOL,120087000930,8,6,120087000930,141,108
FL,FLORIDA,1200870,HILLSBOROUGH,00945,EAST BAY HIGH SCHOOL,120087000945,13,13,120087000945,239,219
FL,FLORIDA,1200870,HILLSBOROUGH,00946,EISENHOWER MIDDLE SCHOOL,120087000946,3,2,120087000946,6,2
FL,FLORIDA,1200870,HILLSBOROUGH,00960,HILLSBOROUGH HIGH SCHOOL,120087000960,11,11,120087000960,220,181
FL,FLORIDA,1200870,HILLSBOROUGH,00965,KING HIGH SCHOOL,120087000965,12,10,120087000965,193,151
FL,FLORIDA,1200870,HILLSBOROUGH,00972,LETO HIGH SCHOOL,120087000972,12,12,120087000972,241,192
FL,FLORIDA,1200870,HILLSBOROUGH,00999,PLANT HIGH SCHOOL,120087000999,7,7,120087000999,132,117
FL,FLORIDA,1200870,HILLSBOROUGH,01000,PLANT CITY HIGH SCHOOL,120087001000,12,6,120087001000,229,171
FL,FLORIDA,1200870,HILLSBOROUGH,01007,ROBINSON HIGH SCHOOL,120087001007,7,7,120087001007,137,109
FL,FLORIDA,1200870,HILLSBOROUGH,01010,LAVOY EXCEPTIONAL CENTER,120087001010,5,2,120087001010,21,19
FL,FLORIDA,1200870,HILLSBOROUGH,01011,JEFFERSON HIGH SCHOOL,120087001011,8,8,120087001011,138,132
FL,FLORIDA,1200870,HILLSBOROUGH,02325,TAMPA BAY TECH HIGH SCHOOL,120087002325,5,5,120087002325,128,115
FL,FLORIDA,1200870,HILLSBOROUGH,02437,GAITHER HIGH SCHOOL,120087002437,10,10,120087002437,147,130
FL,FLORIDA,1200870,HILLSBOROUGH,02505,ARMWOOD HIGH SCHOOL,120087002505,6,6,120087002505,112,106
FL,FLORIDA,1200870,HILLSBOROUGH,02511,SIMMONS EXCEPTIONAL CENTER,120087002511,4,4,120087002511,7,2
FL,FLORIDA,1200870,HILLSBOROUGH,02512,CAMINITI EXCEPTIONAL CENTER,120087002512,3,3,120087002512,13,12
FL,FLORIDA,1200870,HILLSBOROUGH,02562,BLOOMINGDALE HIGH SCHOOL,120087002562,7,7,120087002562,176,168
FL,FLORIDA,1200870,HILLSBOROUGH,02997,DURANT HIGH SCHOOL,120087002997,11,11,120087002997,165,155
FL,FLORIDA,1200870,HILLSBOROUGH,03177,CARVER EXCEPTIONAL CENTER,120087003177,1,1,120087003177,1,1
FL,FLORIDA,1200870,HILLSBOROUGH,03179,BLAKE HIGH SCHOOL,120087003179,11,11,120087003179,217,187
FL,FLORIDA,1200870,HILLSBOROUGH,03181,SICKLES HIGH SCHOOL,120087003181,16,16,120087003181,233,218
FL,FLORIDA,1200870,HILLSBOROUGH,03185,WHARTON HIGH SCHOOL,120087003185,15,15,120087003185,194,161
FL,FLORIDA,1200870,HILLSBOROUGH,03379,RIVERVIEW HIGH SCHOOL,120087003379,18,17,120087003379,297,275
FL,FLORIDA,1200870,HILLSBOROUGH,03388,HILLSBOROUGH GIRLS ACADEMY,120087003388,1,1,120087003388,8,5
FL,FLORIDA,1200870,HILLSBOROUGH,03390,DETENTION CENTER WEST,120087003390,2,2,120087003390,3,1
FL,FLORIDA,1200870,HILLSBOROUGH,03394,LES PETERS ACADEMY,120087003394,3,3,120087003394,6,5
FL,FLORIDA,1200870,HILLSBOROUGH,03397,AMI KIDS YES,120087003397,1,1,120087003397,5,4
FL,FLORIDA,1200870,HILLSBOROUGH,03399,PACE CENTER FOR GIRLS,120087003399,7,3,120087003399,22,12
FL,FLORIDA,1200870,HILLSBOROUGH,03586,WATERS CAREER CENTER,120087003586,5,5,120087003586,16,10
FL,FLORIDA,1200870,HILLSBOROUGH,03588,TAMPA RESIDENTIAL FACILITY,120087003588,11,11,120087003588,18,15
FL,FLORIDA,1200870,HILLSBOROUGH,03589,PEPIN ACADEMIES,120087003589,7,5,120087003589,59,46
FL,FLORIDA,1200870,HILLSBOROUGH,03711,ALONSO HIGH SCHOOL,120087003711,21,12,120087003711,424,368
FL,FLORIDA,1200870,HILLSBOROUGH,03712,SIMMONS CAREER CENTER,120087003712,11,9,120087003712,29,22
FL,FLORIDA,1200870,HILLSBOROUGH,03716,FALKENBURG ROAD JAIL,120087003716,4,4,120087003716,7,2
FL,FLORIDA,1200870,HILLSBOROUGH,03858,FREEDOM HIGH SCHOOL,120087003858,20,20,120087003858,314,256
FL,FLORIDA,1200870,HILLSBOROUGH,03862,MIDDLETON HIGH SCHOOL,120087003862,15,15,120087003862,233,183
FL,FLORIDA,1200870,HILLSBOROUGH,03863,SOUTH COUNTY CAREER CENTER,120087003863,4,1,120087003863,8,6
FL,FLORIDA,1200870,HILLSBOROUGH,04091,NEWSOME HIGH SCHOOL,120087004091,6,6,120087004091,140,126
FL,FLORIDA,1200870,HILLSBOROUGH,04097,NORTH TAMPA EPIC 3 CENTER,120087004097,1,1,120087004097,6,5
FL,FLORIDA,1200870,HILLSBOROUGH,04155,BOWERS-WHITLEY CAREER CENTER,120087004155,9,9,120087004155,17,10
FL,FLORIDA,1200870,HILLSBOROUGH,04164,COLUMBUS RESIDENTIAL JUVENILE FACILITY,120087004164,5,5,120087004164,16,10
FL,FLORIDA,1200870,HILLSBOROUGH,04169,SPOTO HIGH SCHOOL,120087004169,11,10,120087004169,249,222
FL,FLORIDA,1200870,HILLSBOROUGH,04872,LENNARD HIGH SCHOOL,120087004872,7,7,120087004872,90,81
FL,FLORIDA,1200870,HILLSBOROUGH,06917,STEINBRENNER HIGH SCHOOL,120087006917,11,11,120087006917,174,163
FL,FLORIDA,1200870,HILLSBOROUGH,06958,FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE,120087006958,2,0,120087006958,9,0
FL,FLORIDA,1200870,HILLSBOROUGH,06987,BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL,120087006987,3,3,120087006987,45,41
FL,FLORIDA,1200870,HILLSBOROUGH,07001,STRAWBERRY CREST HIGH SCHOOL,120087007001,8,7,120087007001,125,110
FL,FLORIDA,1200870,HILLSBOROUGH,07146,HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL,120087007146,4,4,120087007146,30,2
FL,FLORIDA,1200870,HILLSBOROUGH,07650,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,120087007650,12,12,120087007650,22,8
FL,FLORIDA,1200870,HILLSBOROUGH,08047,HILLSBOROUGH VIRTUAL INSTRUCTION COURSE OFFERINGS,120087008047,11,8,120087008047,24,12
FL,FLORIDA,1200870,HILLSBOROUGH,08050,PIVOT CHARTER SCHOOL,120087008050,6,6,120087008050,37,29
FL,FLORIDA,1200870,HILLSBOROUGH,08053,HILLSBOROUGH VIRTUAL SCHOOL,120087008053,1,1,120087008053,17,8
FL,FLORIDA,1200870,HILLSBOROUGH,08067,WILLIS PETERS EXCEPTIONAL CENTER,120087008067,1,1,120087008067,8,8
FL,FLORIDA,1200870,HILLSBOROUGH,08084,LOPEZ EXCEPTIONAL STUDENT EDUCATION CENTER,120087008084,4,2,120087008084,10,10
FL,FLORIDA,1200870,HILLSBOROUGH,08112,WEST UNIVERSITY CHARTER HIGH,120087008112,41,41,120087008112,95,16
FL,FLORIDA,1200870,HILLSBOROUGH,08148,BELL CREEK ACADEMY HIGH SCHOOL,120087008148,5,5,120087008148,87,87
FL,FLORIDA,1200870,HILLSBOROUGH,08244,FOCUS ACADEMY,120087008244,5,3,120087008244,19,18
FL,FLORIDA,1200870,HILLSBOROUGH,08319,LAKE ACADEMY,120087008319,3,3,120087008319,16,9
FL,FLORIDA,1200870,HILLSBOROUGH,08387,TOWN & COUNTRY CHARTER HIGH SCHOOL,120087008387,15,15,120087008387,27,6
FL,FLORIDA,1200870,HILLSBOROUGH,08507,KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL,120087008507,2,0,120087008507,44,42
FL,FLORIDA,1200870,HILLSBOROUGH,08549,SPORTS LEADERSHIP AND MANAGEMENT ACADEMY (TAMPA),120087008549,5,5,120087008549,48,46
FL,FLORIDA,1200900,HOLMES,01044,HOLMES COUNTY HIGH SCHOOL,120090001044,3,1,120090001044,54,49
FL,FLORIDA,1200900,HOLMES,01046,POPLAR SPRINGS HIGH SCHOOL,120090001046,1,1,120090001046,14,14
FL,FLORIDA,1200900,HOLMES,01047,BETHLEHEM HIGH SCHOOL,120090001047,4,4,120090001047,20,17
FL,FLORIDA,1200900,HOLMES,01049,PONCE DE LEON HIGH SCHOOL,120090001049,3,3,120090001049,26,23
FL,FLORIDA,1200930,INDIAN RIVER,01052,VERO BEACH HIGH SCHOOL,120093001052,27,27,120093001052,519,444
FL,FLORIDA,1200930,INDIAN RIVER,02073,WABASSO SCHOOL,120093002073,2,0,120093002073,4,4
FL,FLORIDA,1200930,INDIAN RIVER,02283,SEBASTIAN RIVER HIGH SCHOOL,120093002283,29,26,120093002283,355,320
FL,FLORIDA,1200930,INDIAN RIVER,03190,ALTERNATIVE CENTER FOR EDUCATION,120093003190,2,0,120093003190,11,4
FL,FLORIDA,1200930,INDIAN RIVER,03408,INDIAN RIVER CHARTER HIGH SCHOOL,120093003408,4,4,120093003408,90,78
FL,FLORIDA,1200930,INDIAN RIVER,07737,INDIAN RIVER VIRTUAL INSTRUCTION PROGRAM,120093007737,1,1,120093007737,1,1
FL,FLORIDA,1200960,JACKSON,01065,MARIANNA HIGH SCHOOL,120096001065,11,11,120096001065,159,139
FL,FLORIDA,1200960,JACKSON,01069,MALONE HIGH SCHOOL,120096001069,4,4,120096001069,25,18
FL,FLORIDA,1200960,JACKSON,01070,SNEADS HIGH SCHOOL,120096001070,7,6,120096001070,110,85
FL,FLORIDA,1200960,JACKSON,01073,HOPE SCHOOL,120096001073,4,4,120096001073,14,13
FL,FLORIDA,1200960,JACKSON,01075,COTTONDALE HIGH SCHOOL,120096001075,4,4,120096001075,49,46
FL,FLORIDA,1200960,JACKSON,01078,GRACEVILLE HIGH SCHOOL,120096001078,2,2,120096001078,28,26
FL,FLORIDA,1200960,JACKSON,07112,THE DOVE (DEVELOPING OPPORTUNITIES THRU VOC. ED.),120096007112,2,2,120096007112,7,3
FL,FLORIDA,1200960,JACKSON,07169,JACKSON ALTERNATIVE SCHOOL,120096007169,9,2,120096007169,16,11
FL,FLORIDA,1200960,JACKSON,07662,JACKSON VIRTUAL INSTRUCTION PROGRAM,120096007662,1,1,120096007662,1,1
FL,FLORIDA,1200990,JEFFERSON,08592,JEFFERSON COUNTY HIGH A SOMERSET CHARTER SCHOOL,120099008592,3,3,120099008592,43,36
FL,FLORIDA,1201020,LAFAYETTE,01085,LAFAYETTE HIGH SCHOOL,120102001085,2,2,120102001085,6,3
FL,FLORIDA,1201020,LAFAYETTE,07808,LAFAYETTE VIRTUAL FRANCHISE,120102007808,1,1,120102007808,0,0
FL,FLORIDA,1201050,LAKE,01092,EUSTIS HIGH SCHOOL,120105001092,6,6,120105001092,95,14
FL,FLORIDA,1201050,LAKE,01097,LEESBURG HIGH SCHOOL,120105001097,21,21,120105001097,198,155
FL,FLORIDA,1201050,LAKE,01099,MT. DORA HIGH SCHOOL,120105001099,7,7,120105001099,147,114
