LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCERT_GEOM,SCH_MATHCLASSES_GEOM,Total_Geomty_enroll_students
AZ,ARIZONA,0407750,Deer Valley Unified District,01045,Deer Valley High School,040775001045,040775001045,20,20,414
AZ,ARIZONA,0407750,Deer Valley Unified District,01331,Barry Goldwater High School,040775001331,040775001331,19,19,436
AZ,ARIZONA,0407750,Deer Valley Unified District,02357,Sandra Day O'Connor High School,040775002357,040775002357,24,24,619
AZ,ARIZONA,0407750,Deer Valley Unified District,02433,Boulder Creek High School,040775002433,040775002433,37,37,737
AZ,ARIZONA,0407750,Deer Valley Unified District,02591,Deer Valley Online Learning Program,040775002591,040775002591,6,6,7
AZ,ARIZONA,0407750,Deer Valley Unified District,03454,Vista Peak,040775003454,040775003454,5,5,8
AZ,ARIZONA,0407820,Snowflake Unified District,00694,Snowflake High School,040782000694,040782000694,6,13,174
AZ,ARIZONA,0408020,St David Unified District,00701,St David High School,040802000701,040802000701,1,1,20
AZ,ARIZONA,0408080,St Johns Unified District,01049,St Johns High School,040808001049,040808001049,0,4,73
AZ,ARIZONA,0408080,St Johns Unified District,02871,St. Johns Learning Center,040808002871,040808002871,0,1,6
AZ,ARIZONA,0408170,Sunnyside Unified District,00153,STAR Academic High School,040817000153,040817000153,6,6,65
AZ,ARIZONA,0408170,Sunnyside Unified District,00743,Sunnyside High School,040817000743,040817000743,10,22,522
AZ,ARIZONA,0408170,Sunnyside Unified District,01438,Desert View High School,040817001438,040817001438,15,27,564
AZ,ARIZONA,0408170,Sunnyside Unified District,03316,Sunnyside Online Success Academy,040817003316,040817003316,1,1,2
AZ,ARIZONA,0408230,Superior Unified School District,00759,Superior Junior High School,040823000759,040823000759,2,2,42
AZ,ARIZONA,0408280,Tanque Verde Unified District,02550,Tanque Verde High School,040828002550,040828002550,6,6,130
AZ,ARIZONA,0408340,Tempe Union High School District,00680,Desert Vista High School,040834000680,040834000680,23,23,627
AZ,ARIZONA,0408340,Tempe Union High School District,00790,Corona Del Sol High School,040834000790,040834000790,23,23,588
AZ,ARIZONA,0408340,Tempe Union High School District,00793,Marcos De Niza High School,040834000793,040834000793,15,15,394
AZ,ARIZONA,0408340,Tempe Union High School District,00794,Mcclintock High School,040834000794,040834000794,19,19,464
AZ,ARIZONA,0408340,Tempe Union High School District,00795,Tempe High School,040834000795,040834000795,17,17,457
AZ,ARIZONA,0408340,Tempe Union High School District,01567,Mountain Pointe High School,040834001567,040834001567,27,27,690
AZ,ARIZONA,0408340,Tempe Union High School District,01576,Compadre High School,040834001576,040834001576,8,8,88
AZ,ARIZONA,0408410,Thatcher Unified District,01110,Thatcher High School,040841001110,040841001110,0,6,143
AZ,ARIZONA,0408520,Tolleson Union High School District,00805,Tolleson Union High School,040852000805,040852000805,15,15,570
AZ,ARIZONA,0408520,Tolleson Union High School District,01478,Westview High School,040852001478,040852001478,19,19,560
AZ,ARIZONA,0408520,Tolleson Union High School District,02339,La Joya Community High School,040852002339,040852002339,11,11,399
AZ,ARIZONA,0408520,Tolleson Union High School District,02416,Copper Canyon High School,040852002416,040852002416,14,14,604
AZ,ARIZONA,0408520,Tolleson Union High School District,02912,Sierra Linda High School,040852002912,040852002912,10,10,471
AZ,ARIZONA,0408600,Tombstone Unified District,00809,Tombstone High School,040860000809,040860000809,1,1,15
AZ,ARIZONA,0408680,Tuba City Unified School District #15,00812,Tuba City High School,040868000812,040868000812,2,7,88
AZ,ARIZONA,0408680,Tuba City Unified School District #15,01822,Tuba City Alternative School,040868001822,040868001822,1,1,5
AZ,ARIZONA,0408800,Tucson Unified District,00827,Sabino High School,040880000827,040880000827,9,9,222
AZ,ARIZONA,0408800,Tucson Unified District,01261,Catalina High School,040880001261,040880001261,10,10,182
AZ,ARIZONA,0408800,Tucson Unified District,01263,Palo Verde High Magnet School,040880001263,040880001263,18,18,272
AZ,ARIZONA,0408800,Tucson Unified District,01268,Tucson Magnet High School,040880001268,040880001268,32,32,763
AZ,ARIZONA,0408800,Tucson Unified District,01441,University High School,040880001441,040880001441,10,10,238
AZ,ARIZONA,0408800,Tucson Unified District,01443,Cholla High School,040880001443,040880001443,21,21,497
AZ,ARIZONA,0408800,Tucson Unified District,01445,Pueblo High School,040880001445,040880001445,20,20,469
AZ,ARIZONA,0408800,Tucson Unified District,01446,Rincon High School,040880001446,040880001446,12,12,272
AZ,ARIZONA,0408800,Tucson Unified District,01447,Sahuaro High School,040880001447,040880001447,19,19,440
AZ,ARIZONA,0408800,Tucson Unified District,01448,Santa Rita High School,040880001448,040880001448,8,8,98
AZ,ARIZONA,0408800,Tucson Unified District,01509,Teenage Parent Program - TAPP,040880001509,040880001509,2,2,9
AZ,ARIZONA,0408800,Tucson Unified District,01606,Mary Meredith K-12 School,040880001606,040880001606,2,2,6
AZ,ARIZONA,0408800,Tucson Unified District,02547,AGAVE Middle and High School,040880002547,040880002547,2,2,15
AZ,ARIZONA,0408850,Vail Unified School District,01955,Vail Academy & High School,040885001955,040885001955,2,2,42
AZ,ARIZONA,0408850,Vail Unified School District,02195,Cienega High School,040885002195,040885002195,9,17,374
AZ,ARIZONA,0408850,Vail Unified School District,02552,Empire High School,040885002552,040885002552,0,9,183
AZ,ARIZONA,0408850,Vail Unified School District,03175,Pantano High School,040885003175,040885003175,1,1,14
AZ,ARIZONA,0408850,Vail Unified School District,03214,Vail Innovation Center,040885003214,040885003214,0,3,10
AZ,ARIZONA,0408850,Vail Unified School District,03272,Andrada Polytechnic High School,040885003272,040885003272,3,9,265
AZ,ARIZONA,0408910,Valley Union High School District,00911,Valley Union High School,040891000911,040891000911,1,2,6
AZ,ARIZONA,0409160,Whiteriver Unified District,00005,Alchesay High School,040916000005,040916000005,6,6,143
AZ,ARIZONA,0409190,Wickenburg Unified District,00955,Wickenburg High School,040919000955,040919000955,13,13,188
AZ,ARIZONA,0409190,Wickenburg Unified District,03248,Wickenburg Virtual Academy,040919003248,040919003248,2,2,3
AZ,ARIZONA,0409250,Willcox Unified District,00957,Willcox High School,040925000957,040925000957,0,5,92
AZ,ARIZONA,0409310,Williams Unified District,00960,Williams High School,040931000960,040931000960,2,2,55
AZ,ARIZONA,0409430,Window Rock Unified District,00970,Window Rock High School,040943000970,040943000970,5,5,113
AZ,ARIZONA,0409460,Winslow Unified District,00975,Winslow High School,040946000975,040946000975,6,6,156
AZ,ARIZONA,0409540,Young Elementary District,01119,Young High School,040954001119,040954001119,1,1,2
AZ,ARIZONA,0409630,Yuma Union High School District,00157,Vista Alternative School,040963000157,040963000157,2,4,45
AZ,ARIZONA,0409630,Yuma Union High School District,00996,Kofa High School,040963000996,040963000996,21,21,761
AZ,ARIZONA,0409630,Yuma Union High School District,00997,Yuma High School,040963000997,040963000997,13,13,418
AZ,ARIZONA,0409630,Yuma Union High School District,01388,Cibola High School,040963001388,040963001388,18,23,690
AZ,ARIZONA,0409630,Yuma Union High School District,02775,Gila Ridge High School,040963002775,040963002775,12,12,385
AZ,ARIZONA,0409630,Yuma Union High School District,03076,San Luis High School,040963003076,040963003076,24,24,838
AZ,ARIZONA,0409733,Sedona-Oak Creek JUSD #9,01040,Sedona Red Rock Junior/Senior High School,040973301040,040973301040,0,1,4
AZ,ARIZONA,0409733,Sedona-Oak Creek JUSD #9,03188,Red Rock Academy,040973303188,040973303188,0,1,8
AZ,ARIZONA,0409734,AZ Dept of Juvenile Corrections,01517,Adobe Mountain School,040973401517,040973401517,3,3,20
AR,ARKANSAS,0500001,DEWITT SCHOOL DISTRICT,00216,DEWITT HIGH SCHOOL,050000100216,050000100216,6,6,107
AR,ARKANSAS,0500006,WARREN SCHOOL DISTRICT,01130,WARREN HIGH SCHOOL DISTRICT CONVERSION CHARTER,050000601130,050000601130,10,10,125
AR,ARKANSAS,0500009,CORNING SCHOOL DISTRICT,00191,CORNING HIGH SCHOOL,050000900191,050000900191,6,6,67
AR,ARKANSAS,0500012,RIVERSIDE SCHOOL DISTRICT,01538,RIVERSIDE HIGH SCHOOL,050001201538,050001201538,4,4,43
AR,ARKANSAS,0500015,SHERIDAN SCHOOL DISTRICT,00997,SHERIDAN HIGH SCHOOL,050001500997,050001500997,11,11,278
AR,ARKANSAS,0500015,SHERIDAN SCHOOL DISTRICT,00998,SHERIDAN JR HIGH,050001500998,050001500998,30,30,48
AR,ARKANSAS,0500016,MARMADUKE SCHOOL DISTRICT,00691,MARMADUKE HIGH SCHOOL,050001600691,050001600691,3,3,62
AR,ARKANSAS,0500017,PARAGOULD SCHOOL DISTRICT,01295,PARAGOULD HIGH SCHOOL,050001701295,050001701295,19,19,236
AR,ARKANSAS,0500017,PARAGOULD SCHOOL DISTRICT,99999,Ram Academy,050001799999,050001799999,4,4,4
AR,ARKANSAS,0500019,BATESVILLE SCHOOL DISTRICT,00042,BATESVILLE JUNIOR HIGH SCHOOL,050001900042,050001900042,1,1,23
AR,ARKANSAS,0500019,BATESVILLE SCHOOL DISTRICT,00043,BATESVILLE HIGH SCHOOL,050001900043,050001900043,9,9,205
AR,ARKANSAS,0500020,MIDLAND SCHOOL DISTRICT,01298,MIDLAND HIGH SCHOOL,050002001298,050002001298,3,3,50
AR,ARKANSAS,0500021,IZARD CO. CONS. SCHOOL DIST.,01300,IZARD CO. CONS. HIGH SCHOOL,050002101300,050002101300,2,2,35
AR,ARKANSAS,0500023,NEWPORT SCHOOL DISTRICT,00772,NEWPORT HIGH SCHOOL,050002300772,050002300772,4,4,101
AR,ARKANSAS,0500026,PINE BLUFF SCHOOL DISTRICT,00867,PINE BLUFF HIGH SCHOOL,050002600867,050002600867,11,11,260
AR,ARKANSAS,0500028,STAR CITY SCHOOL DISTRICT,01042,STAR CITY HIGH SCHOOL,050002801042,050002801042,6,6,131
AR,ARKANSAS,0500029,GOSNELL SCHOOL DISTRICT,01277,GOSNELL HIGH SCHOOL,050002901277,050002901277,10,10,114
AR,ARKANSAS,0500030,NEVADA SCHOOL DISTRICT,01405,NEVADA HIGH  SCHOOL,050003001405,050003001405,2,2,30
AR,ARKANSAS,0500032,BEARDEN SCHOOL DISTRICT,00053,BEARDEN HIGH SCHOOL,050003200053,050003200053,4,4,73
AR,ARKANSAS,0500035,ARK. SCHOOL FOR THE BLIND,01420,ARK. SCHOOL FOR THE BLIND H.S.,050003501420,050003501420,2,2,4
AR,ARKANSAS,0500036,ARK. SCHOOL FOR THE DEAF,01422,ARK. SCHOOL FOR THE DEAF H.S.,050003601422,050003601422,1,1,4
AR,ARKANSAS,0500041,WESTERN YELL CO. SCHOOL DIST.,01315,WESTERN YELL CO. HIGH SCHOOL,050004101315,050004101315,2,2,25
AR,ARKANSAS,0500042,HAMBURG SCHOOL DISTRICT,01281,HAMBURG HIGH SCHOOL,050004201281,050004201281,9,9,179
AR,ARKANSAS,0500043,MOUNTAIN HOME SCHOOL DISTRICT,00676,MTN HOME HIGH CAREER ACADEMICS,050004300676,050004300676,12,293,401
AR,ARKANSAS,0500044,MAGNOLIA SCHOOL DISTRICT,00655,MAGNOLIA JR. HIGH SCHOOL,050004400655,050004400655,2,2,35
AR,ARKANSAS,0500044,MAGNOLIA SCHOOL DISTRICT,00656,MAGNOLIA HIGH SCHOOL,050004400656,050004400656,16,16,161
AR,ARKANSAS,0500045,RIVERCREST SCHOOL DISTRICT,01204,RIVERCREST HIGH SCHOOL,050004501204,050004501204,10,10,90
AR,ARKANSAS,0500046,MANILA SCHOOL DISTRICT,00668,MANILA HIGH SCHOOL,050004600668,050004600668,3,3,71
AR,ARKANSAS,0500047,TRUMANN SCHOOL DISTRICT,01079,TRUMANN HIGH SCHOOL,050004701079,050004701079,6,6,122
AR,ARKANSAS,0500048,EAST POINSETT CO. SCHOOL DIST.,01348,EAST POINSETT CO. HIGH SCHOOL,050004801348,050004801348,4,4,44
AR,ARKANSAS,0500049,DEQUEEN SCHOOL DISTRICT,00235,DEQUEEN HIGH SCHOOL,050004900235,050004900235,9,9,136
AR,ARKANSAS,0500049,DEQUEEN SCHOOL DISTRICT,01503,DEQUEEN JUNIOR HIGH SCHOOL,050004901503,050004901503,3,3,37
AR,ARKANSAS,0500051,PALESTINE-WHEATLEY SCH. DIST.,00833,PALESTINE-WHEATLEY SENIOR HIGH,050005100833,050005100833,2,2,71
AR,ARKANSAS,0500055,BENTON COUNTY SCHOOL OF ARTS,01508,ARKANSAS ARTS ACADEMY HIGH SCHOOL,050005501508,050005501508,4,4,16
AR,ARKANSAS,0500059,ACADEMICS PLUS CHARTER SCHOOL,00741,MAUMELLE CHARTER HIGH SCHOOL,050005900741,050005900741,0,2,37
AR,ARKANSAS,0500062,KIPP DELTA PUBLIC SCHOOLS,01451,KIPP DELTA COLLEGIATE HIGH SCHOOL,050006201451,050006201451,1,5,69
AR,ARKANSAS,0500062,KIPP DELTA PUBLIC SCHOOLS,01595,KIPP BLYTHEVILLE COLLEGIATE HIGH SCHOOL,050006201595,050006201595,2,4,49
AR,ARKANSAS,0500065,LAFAYETTE COUNTY SCHOOL DISTRICT,00727,LAFAYETTE COUNTY HIGH SCHOOL,050006500727,050006500727,4,4,71
AR,ARKANSAS,0500067,CLEVELAND COUNTY SCHOOL DIST.,00951,RISON HIGH SCHOOL,050006700951,050006700951,4,4,64
AR,ARKANSAS,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,00109,BRADLEY HIGH SCHOOL,050006800109,050006800109,2,2,27
AR,ARKANSAS,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,00292,EMERSON HIGH SCHOOL,050006800292,050006800292,2,2,21
AR,ARKANSAS,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,01063,TAYLOR HIGH SCHOOL,050006801063,050006801063,2,2,18
AR,ARKANSAS,0500070,CEDAR RIDGE SCHOOL DISTRICT,00768,CEDAR RIDGE HIGH SCHOOL,050007000768,050007000768,0,3,63
AR,ARKANSAS,0500071,HILLCREST SCHOOL DISTRICT,01010,HILLCREST HIGH SCHOOL,050007101010,050007101010,4,4,44
AR,ARKANSAS,0500072,DEER/MT. JUDEA SCHOOL DISTRICT,01621,DEER K-12 SCHOOL,050007201621,050007201621,1,14,14
AR,ARKANSAS,0500072,DEER/MT. JUDEA SCHOOL DISTRICT,01630,MT. JUDEA K-12 SCHOOL,050007201630,050007201630,1,1,12
AR,ARKANSAS,0500073,OUACHITA RIVER SCHOOL DISTRICT,00002,ACORN HIGH SCHOOL,050007300002,050007300002,2,3,41
AR,ARKANSAS,0500073,OUACHITA RIVER SCHOOL DISTRICT,01642,ODEN SCHOOLS,050007301642,050007301642,1,1,20
AR,ARKANSAS,0500074,LISA Academy Charter District Office,01107,LISA Academy West High Charter School,050007401107,050007401107,1,1,29
AR,ARKANSAS,0500074,LISA Academy Charter District Office,01501,LISA Academy North Charter High School,050007401501,050007401501,0,6,9
AR,ARKANSAS,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,01643,ST. JOE K-12 SCHOOL,050007601643,050007601643,1,1,10
AR,ARKANSAS,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,01645,BRUNO-PYATT K-12 SCHOOL,050007601645,050007601645,1,1,13
AR,ARKANSAS,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,01646,WESTERN GROVE K-12 SCHOOL,050007601646,050007601646,1,1,18
AR,ARKANSAS,0500078,HAAS HALL ACADEMY,01078,HAAS HALL ACADEMY,050007801078,050007801078,1,1,1
AR,ARKANSAS,0500078,HAAS HALL ACADEMY,01639,HAAS HALL ACADEMY AT THE LANE,050007801639,050007801639,2,2,22
AR,ARKANSAS,0500079,TWO RIVERS SCHOOL DISTRICT,01521,TWO RIVERS HIGH SCHOOL,050007901521,050007901521,0,7,61
AR,ARKANSAS,0500082,LAWRENCE COUNTY SCHOOL DISTRICT,01216,WALNUT RIDGE HIGH SCHOOL,050008201216,050008201216,5,5,71
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01561,ARK CONSOLIDATED HIGH SCHOOL - Alexander JATC,050039001561,050039001561,6,6,14
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01572,Arkansas Consolidated High School -COLT JTC,050039001572,050039001572,1,1,1
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01575,Arkansas Consolidated High School - HARRISBURG JTC,050039001575,050039001575,1,4,4
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01577,Arkansas Consolidated School District - MANSFIELD JTC,050039001577,050039001577,1,1,9
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01583,Arkansas Consolidated Schol Distrct - LEWISVILLE JTC,050039001583,050039001583,1,1,1
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01589,Arkansas Consolidated High School - DERMOTT JTC,050039001589,050039001589,2,2,3
AR,ARKANSAS,0500394,ARKANSAS VIRTUAL ACADEMY,01604,ARKANSAS VIRTUAL ACADEMY HIGH SCHOOL,050039401604,050039401604,2,2,210
AR,ARKANSAS,0500398,ESTEM PUBLIC CHARTER SCHOOL,01467,ESTEM JUNIOR HIGH SCHOOL,050039801467,050039801467,1,1,23
AR,ARKANSAS,0500398,ESTEM PUBLIC CHARTER SCHOOL,01470,ESTEM HIGH SCHOOL,050039801470,050039801470,2,2,35
AR,ARKANSAS,0500402,JACKSONVILLE LIGHTHOUSE CHARTER,01560,COLLEGE PREP ACADEMY,050040201560,050040201560,0,2,36
AR,ARKANSAS,0500405,COSSATOT RIVER SCHOOL DISTRICT,01591,COSSATOT RIVER HIGH SCHOOL,050040501591,050040501591,5,5,71
AR,ARKANSAS,0500405,COSSATOT RIVER SCHOOL DISTRICT,01620,UMPIRE K-12 SCHOOL,050040501620,050040501620,1,1,11
AR,ARKANSAS,0500407,SIATECH LITTLE ROCK CHARTER,01539,SIATECH HIGH CHARTER,050040701539,050040701539,12,12,13
AR,ARKANSAS,0500408,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LITTLE ROCK,01579,PREMIER HIGH SCHOOL OF LITTLE ROCK,050040801579,050040801579,0,6,10
AR,ARKANSAS,0500409,RESPONSIVE ED SOLUTIONS NORTHWEST ARK CLASSICAL ACADEMY,01606,NORTHWEST ARKANSAS CLASSICAL ACADEMY HIGH,050040901606,050040901606,2,2,23
AR,ARKANSAS,0500410,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF PINE BLUFF,01581,QUEST MIDDLE SCHOOL OF PINE BLUFF,050041001581,050041001581,1,1,11
AR,ARKANSAS,0500412,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF LITTLE ROCK,01603,QUEST MIDDLE SCHOOL OF LITTLE ROCK,050041201603,050041201603,4,4,15
AR,ARKANSAS,0500416,HAAS HALL BENTONVILLE,01611,HAAS HALL ACADEMY BENTONVILLE,050041601611,050041601611,3,3,11
AR,ARKANSAS,0500417,ARKANSAS CONNECTIONS ACADEMY,01632,ARKANSAS CONNECTIONS ACADEMY HIGH,050041701632,050041701632,14,14,28
AR,ARKANSAS,0500418,FUTURE SCHOOL OF FORT SMITH,01627,FURTURE SCHOOL OF FORT SMITH,050041801627,050041801627,2,2,44
AR,ARKANSAS,0500419,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,00919,JACKSONVILLE HIGH SCHOOL,050041900919,050041900919,10,10,248
AR,ARKANSAS,0502250,ALMA SCHOOL DISTRICT,00004,ALMA HIGH SCHOOL,050225000004,050225000004,9,9,233
AR,ARKANSAS,0502280,ALPENA SCHOOL DISTRICT,00007,ALPENA HIGH SCHOOL,050228000007,050228000007,2,2,48
AR,ARKANSAS,0502430,ARKADELPHIA SCHOOL DISTRICT,00018,ARKADELPHIA HIGH SCHOOL,050243000018,050243000018,8,8,118
AR,ARKANSAS,0502550,ARMOREL SCHOOL DISTRICT,00027,ARMOREL HIGH SCHOOL,050255000027,050255000027,2,2,32
AR,ARKANSAS,0502580,ASHDOWN SCHOOL DISTRICT,00028,ASHDOWN HIGH SCHOOL,050258000028,050258000028,7,7,108
AR,ARKANSAS,0502610,ATKINS SCHOOL DISTRICT,00033,ATKINS HIGH SCHOOL,050261000033,050261000033,6,6,83
AR,ARKANSAS,0502670,AUGUSTA SCHOOL DISTRICT,00034,AUGUSTA HIGH SCHOOL,050267000034,050267000034,4,4,34
AR,ARKANSAS,0502700,BALD KNOB SCHOOL DISTRICT,00038,BALD KNOB HIGH SCHOOL,050270000038,050270000038,8,8,105
AR,ARKANSAS,0502730,BARTON-LEXA SCHOOL DISTRICT,00040,BARTON HIGH SCHOOL,050273000040,050273000040,3,3,53
AR,ARKANSAS,0502790,BAUXITE SCHOOL DISTRICT,00047,BAUXITE HIGH SCHOOL,050279000047,050279000047,5,5,121
AR,ARKANSAS,0502790,BAUXITE SCHOOL DISTRICT,01590,MINER ACADEMY,050279001590,050279001590,2,2,36
AR,ARKANSAS,0502820,BAY SCHOOL DISTRICT,00051,BAY HIGH SCHOOL,050282000051,050282000051,2,2,44
AR,ARKANSAS,0502880,BEEBE SCHOOL DISTRICT,00057,BEEBE HIGH SCHOOL,050288000057,050288000057,10,10,237
AR,ARKANSAS,0502880,BEEBE SCHOOL DISTRICT,01456,BADGER ACADEMY,050288001456,050288001456,2,2,14
AR,ARKANSAS,0502960,BENTON SCHOOL DISTRICT,00063,BENTON HIGH SCHOOL,050296000063,050296000063,5,5,41
AR,ARKANSAS,0503030,PEA RIDGE SCHOOL DISTRICT,00072,PEA RIDGE HIGH SCHOOL,050303000072,050303000072,12,12,175
AR,ARKANSAS,0503060,BENTONVILLE SCHOOL DISTRICT,00073,BENTONVILLE HIGH SCHOOL,050306000073,050306000073,32,32,742
AR,ARKANSAS,0503060,BENTONVILLE SCHOOL DISTRICT,01618,BENTONVILLE WEST HIGH SCHOOL,050306001618,050306001618,16,19,476
AR,ARKANSAS,0503090,BERGMAN SCHOOL DISTRICT,00078,BERGMAN HIGH SCHOOL,050309000078,050309000078,5,5,93
AR,ARKANSAS,0503150,BERRYVILLE SCHOOL DISTRICT,00080,BERRYVILLE HIGH SCHOOL,050315000080,050315000080,12,12,156
AR,ARKANSAS,0503240,BISMARCK SCHOOL DISTRICT,00086,BISMARCK HIGH SCHOOL,050324000086,050324000086,6,6,74
AR,ARKANSAS,0503300,BLEVINS SCHOOL DISTRICT,00090,BLEVINS HIGH SCHOOL,050330000090,050330000090,3,3,38
AR,ARKANSAS,0503320,BLYTHEVILLE SCHOOL DISTRICT,01578,BLYTHEVILLE HIGH SCHOOL-A NEW TECH SCHOOL,050332001578,050332001578,3,5,171
AR,ARKANSAS,0503420,LEAD HILL SCHOOL DISTRICT,00103,LEAD HILL HIGH SCHOOL,050342000103,050342000103,0,3,27
AR,ARKANSAS,0503450,BOONEVILLE SCHOOL DISTRICT,00105,BOONEVILLE HIGH SCHOOL,050345000105,050345000105,4,4,66
AR,ARKANSAS,0503450,BOONEVILLE SCHOOL DISTRICT,00339,BOONEVILLE JR HIGH SCHOOL,050345000339,050345000339,4,5,19
AR,ARKANSAS,0503480,BRADFORD SCHOOL DISTRICT,00107,BRADFORD HIGH SCHOOL,050348000107,050348000107,2,2,36
AR,ARKANSAS,0503630,BRINKLEY SCHOOL DISTRICT,00112,BRINKLEY HIGH SCHOOL,050363000112,050363000112,3,5,16
AR,ARKANSAS,0503640,BROOKLAND SCHOOL DISTRICT,00116,BROOKLAND HIGH SCHOOL,050364000116,050364000116,7,7,92
AR,ARKANSAS,0503640,BROOKLAND SCHOOL DISTRICT,01534,BROOKLAND JUNIOR HIGH SCHOOL,050364001534,050364001534,5,5,71
AR,ARKANSAS,0503690,BRYANT SCHOOL DISTRICT,00118,BRYANT HIGH SCHOOL,050369000118,050369000118,31,31,720
AR,ARKANSAS,0503710,BUFFALO IS. CENTRAL SCH. DIST.,01270,BUFFALO IS. CENTRAL JHS,050371001270,050371001270,1,1,20
