LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_IBENR_IND,Male_enroll_count,Female_enroll_count,NCESSCH,Total_IB_students,SCH_IBENR_IND_new
TX,TEXAS,4832340,NEW BOSTON ISD,03586,NEW BOSTON H S,483234003586,No,0,0,483234003586,0,0
TX,TEXAS,4832370,NEW BRAUNFELS ISD,03591,NEW BRAUNFELS H S,483237003591,No,0,0,483237003591,0,0
TX,TEXAS,4832370,NEW BRAUNFELS ISD,03592,NEW BRAUNFELS MIDDLE,483237003592,No,0,0,483237003592,0,0
TX,TEXAS,4832370,NEW BRAUNFELS ISD,07840,THE NBISD LEARNING CENTER,483237007840,No,0,0,483237007840,0,0
TX,TEXAS,4832370,NEW BRAUNFELS ISD,09177,Discipline Alternative Education Placement,483237009177,No,0,0,483237009177,0,0
TX,TEXAS,4832370,NEW BRAUNFELS ISD,12886,NEW BRAUNFELS H S NINTH GRADE CENTER,483237012886,No,0,0,483237012886,0,0
TX,TEXAS,4832400,NEW CANEY ISD,03596,NEW CANEY H S,483240003596,No,0,0,483240003596,0,0
TX,TEXAS,4832400,NEW CANEY ISD,07079,THE LEARNING CTR,483240007079,No,0,0,483240007079,0,0
TX,TEXAS,4832400,NEW CANEY ISD,09358,PROJECT RESTORE,483240009358,No,0,0,483240009358,0,0
TX,TEXAS,4832400,NEW CANEY ISD,11842,PORTER H S,483240011842,No,0,0,483240011842,0,0
TX,TEXAS,4832400,NEW CANEY ISD,13059,INFINITY EARLY COLLEGE H S,483240013059,No,0,0,483240013059,0,0
TX,TEXAS,4832430,NEW DEAL ISD,03601,NEW DEAL H S,483243003601,No,0,0,483243003601,0,0
TX,TEXAS,4832460,NEW DIANA ISD,03603,NEW DIANA H S,483246003603,No,0,0,483246003603,0,0
TX,TEXAS,4832490,NEW HOME ISD,03605,NEW HOME SCHOOL,483249003605,No,0,0,483249003605,0,0
TX,TEXAS,4832610,NEW SUMMERFIELD ISD,03608,NEW SUMMERFIELD SCHOOL,483261003608,No,0,0,483261003608,0,0
TX,TEXAS,4832640,NEW WAVERLY ISD,03609,NEW WAVERLY H S,483264003609,No,0,0,483264003609,0,0
TX,TEXAS,4832700,NEWCASTLE ISD,11372,NEWCASTLE SCHOOL,483270011372,No,0,0,483270011372,0,0
TX,TEXAS,4832730,NEWTON ISD,03615,NEWTON H S,483273003615,No,0,0,483273003615,0,0
TX,TEXAS,4832740,NIXON-SMILEY CISD,03618,NIXON-SMILEY HS,483274003618,No,0,0,483274003618,0,0
TX,TEXAS,4832740,NIXON-SMILEY CISD,07008,NIXON-SMILEY CISD DAEP,483274007008,No,0,0,483274007008,0,0
TX,TEXAS,4832740,NIXON-SMILEY CISD,10685,NIXON-SMILEY PACE,483274010685,No,0,0,483274010685,0,0
TX,TEXAS,4832790,NOCONA ISD,03620,NOCONA H S,483279003620,Yes,0,5,483279003620,5,1
TX,TEXAS,4832880,NORDHEIM ISD,03624,NORDHEIM SCHOOL,483288003624,No,0,0,483288003624,0,0
TX,TEXAS,4832910,NORMANGEE ISD,03626,NORMANGEE H S,483291003626,No,0,0,483291003626,0,0
TX,TEXAS,4832940,NORTH EAST ISD,03630,CHURCHILL H S,483294003630,No,0,0,483294003630,0,0
TX,TEXAS,4832940,NORTH EAST ISD,03645,LEE H S,483294003645,No,0,0,483294003645,0,0
TX,TEXAS,4832940,NORTH EAST ISD,03646,MACARTHUR H S,483294003646,No,0,0,483294003646,0,0
TX,TEXAS,4832940,NORTH EAST ISD,03647,MADISON H S,483294003647,No,0,0,483294003647,0,0
TX,TEXAS,4832940,NORTH EAST ISD,03655,ROOSEVELT H S,483294003655,No,0,0,483294003655,0,0
TX,TEXAS,4832940,NORTH EAST ISD,06035,ALTER H S,483294006035,No,0,0,483294006035,0,0
TX,TEXAS,4832940,NORTH EAST ISD,07181,NORTH EAST J J A E P,483294007181,No,0,0,483294007181,0,0
TX,TEXAS,4832940,NORTH EAST ISD,07513,INTERNATIONAL SCHOOL OF AMERICA,483294007513,No,0,0,483294007513,0,0
TX,TEXAS,4832940,NORTH EAST ISD,08116,REAGAN H S,483294008116,No,0,0,483294008116,0,0
TX,TEXAS,4832940,NORTH EAST ISD,11973,JOHNSON H S,483294011973,No,0,0,483294011973,0,0
TX,TEXAS,4832940,NORTH EAST ISD,15799,HOMEBASED COMP ED,483294015799,No,0,0,483294015799,0,0
TX,TEXAS,4832940,NORTH EAST ISD,21107,ACADEMY OF CREATIVE ED,483294021107,No,0,0,483294021107,0,0
TX,TEXAS,4832970,NORTH HOPKINS ISD,03663,NORTH HOPKINS EL,483297003663,No,0,0,483297003663,0,0
TX,TEXAS,4832970,NORTH HOPKINS ISD,03664,NORTH HOPKINS H S,483297003664,No,0,0,483297003664,0,0
TX,TEXAS,4833010,NORTH LAMAR ISD,03667,NORTH LAMAR H S,483301003667,No,0,0,483301003667,0,0
TX,TEXAS,4833030,NORTH ZULCH ISD,03670,NORTH ZULCH ELEMENTARY/SECONDARY,483303003670,No,0,0,483303003670,0,0
TX,TEXAS,4833090,NORTHSIDE ISD,03728,NORTHSIDE SCHOOL,483309003728,No,0,0,483309003728,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,02944,REDDIX CENTER,483312002944,No,0,0,483312002944,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,03032,PUPIL PERSONNEL CAMPUS,483312003032,No,0,0,483312003032,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,03701,HOLMES H S,483312003701,No,0,0,483312003701,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,03706,JAY H S,483312003706,No,0,0,483312003706,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,03711,MARSHALL H S,483312003711,No,0,0,483312003711,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,03715,HOLMGREEN CENTER,483312003715,No,0,0,483312003715,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,03722,CLARK H S,483312003722,No,0,0,483312003722,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,06023,HEALTH CAREERS H S,483312006023,No,0,0,483312006023,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,06148,TAFT H S,483312006148,No,0,0,483312006148,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,06149,ALTERNATIVE H S,483312006149,No,0,0,483312006149,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,07184,NISD BEXAR COUNTY JJA,483312007184,No,0,0,483312007184,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,07808,O'CONNOR H S,483312007808,No,0,0,483312007808,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,09134,WARREN H S,483312009134,No,0,0,483312009134,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,10437,STEVENS H S,483312010437,No,0,0,483312010437,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,11136,DAEP AT HOLMGREEN,483312011136,No,0,0,483312011136,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,11431,BRANDEIS H S,483312011431,No,0,0,483312011431,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,12347,BRENNAN H S,483312012347,No,0,0,483312012347,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,12985,HARLAN H S,483312012985,No,0,0,483312012985,0,0
TX,TEXAS,4833120,NORTHSIDE ISD,21113,CHAVEZ EXCEL ACADEMY,483312021113,No,0,0,483312021113,0,0
TX,TEXAS,4833180,NORTHWEST ISD,03732,NORTHWEST H S,483318003732,No,0,0,483318003732,0,0
TX,TEXAS,4833180,NORTHWEST ISD,03773,DENTON CREEK,483318003773,No,0,0,483318003773,0,0
TX,TEXAS,4833180,NORTHWEST ISD,08535,DENTON CO J J A E P,483318008535,No,0,0,483318008535,0,0
TX,TEXAS,4833180,NORTHWEST ISD,12019,BYRON NELSON H S,483318012019,No,0,0,483318012019,0,0
TX,TEXAS,4833180,NORTHWEST ISD,12421,JAMES M STEELE H S,483318012421,No,0,0,483318012421,0,0
TX,TEXAS,4833180,NORTHWEST ISD,13139,V R EATON H S,483318013139,No,0,0,483318013139,0,0
TX,TEXAS,4833240,NUECES CANYON CISD,03739,NUECES CANYON JH/HS,483324003739,No,0,0,483324003739,0,0
TX,TEXAS,4833340,OAKWOOD ISD,03742,OAKWOOD H S,483334003742,No,0,0,483334003742,0,0
TX,TEXAS,4833360,ODEM-EDROY ISD,03744,ODEM H S,483336003744,No,0,0,483336003744,0,0
TX,TEXAS,4833390,O'DONNELL ISD,03748,O'DONNELL SCHOOL,483339003748,No,0,0,483339003748,0,0
TX,TEXAS,4833420,OGLESBY ISD,03751,OGLESBY SCHOOL,483342003751,No,0,0,483342003751,0,0
TX,TEXAS,4833570,OLFEN ISD,03754,OLFEN SCHOOL,483357003754,No,0,0,483357003754,0,0
TX,TEXAS,4833630,OLNEY ISD,03756,OLNEY H S,483363003756,No,0,0,483363003756,0,0
TX,TEXAS,4833660,OLTON ISD,03758,OLTON H S,483366003758,No,0,0,483366003758,0,0
TX,TEXAS,4833690,ONALASKA ISD,09481,ONALASKA JR/SR HIGH,483369009481,No,0,0,483369009481,0,0
TX,TEXAS,4833720,ORANGE GROVE ISD,03763,ORANGE GROVE H S,483372003763,No,0,0,483372003763,0,0
TX,TEXAS,4833780,ORANGEFIELD ISD,03767,ORANGEFIELD H S,483378003767,No,0,0,483378003767,0,0
TX,TEXAS,4833840,ORE CITY ISD,03770,ORE CITY H S,483384003770,No,0,0,483384003770,0,0
TX,TEXAS,4833870,OVERTON ISD,03772,OVERTON H S,483387003772,No,0,0,483387003772,0,0
TX,TEXAS,4833900,PADUCAH ISD,03775,PADUCAH SCHOOL,483390003775,No,0,0,483390003775,0,0
TX,TEXAS,4833960,PAINT CREEK ISD,03777,PAINT CREEK SCHOOL,483396003777,No,0,0,483396003777,0,0
TX,TEXAS,4833980,PAINT ROCK ISD,03779,PAINT ROCK SCHOOL,483398003779,No,0,0,483398003779,0,0
TX,TEXAS,4834020,PALACIOS ISD,03782,PALACIOS H S,483402003782,No,0,0,483402003782,0,0
TX,TEXAS,4834050,PALESTINE ISD,03788,PALESTINE H S,483405003788,No,0,0,483405003788,0,0
TX,TEXAS,4834110,PALMER ISD,03794,PALMER H S,483411003794,No,0,0,483411003794,0,0
TX,TEXAS,4834170,PAMPA ISD,03800,PAMPA H S,483417003800,No,0,0,483417003800,0,0
TX,TEXAS,4834170,PAMPA ISD,06894,P L C-PAMPA LEARNING CTR,483417006894,No,0,0,483417006894,0,0
TX,TEXAS,4834230,PANHANDLE ISD,03805,PANHANDLE H S,483423003805,No,0,0,483423003805,0,0
TX,TEXAS,4834260,PARADISE ISD,03808,PARADISE H S,483426003808,No,0,0,483426003808,0,0
TX,TEXAS,4834290,PARIS ISD,03815,PARIS H S,483429003815,No,0,0,483429003815,0,0
TX,TEXAS,4834290,PARIS ISD,13196,TRAVIS H S OF CHOICE,483429013196,No,0,0,483429013196,0,0
TX,TEXAS,4834320,PASADENA ISD,03821,DOBIE H S,483432003821,No,0,0,483432003821,0,0
TX,TEXAS,4834320,PASADENA ISD,03839,PASADENA HIGH SCHOOL,483432003839,No,0,0,483432003839,0,0
TX,TEXAS,4834320,PASADENA ISD,03843,SAM RAYBURN H S,483432003843,No,0,0,483432003843,0,0
TX,TEXAS,4834320,PASADENA ISD,03849,SOUTH HOUSTON HIGH SCHOOL,483432003849,No,0,0,483432003849,0,0
TX,TEXAS,4834320,PASADENA ISD,09283,PASADENA MEMORIAL H S,483432009283,No,0,0,483432009283,0,0
TX,TEXAS,4834320,PASADENA ISD,10775,THE SUMMIT (HIGH SCHOOL),483432010775,No,0,0,483432010775,0,0
TX,TEXAS,4834380,PATTON SPRINGS ISD,03858,PATTON SPRINGS SCHOOL,483438003858,No,0,0,483438003858,0,0
TX,TEXAS,4834440,PEARLAND ISD,03863,PEARLAND H S,483444003863,No,0,0,483444003863,0,0
TX,TEXAS,4834440,PEARLAND ISD,09141,PACE CENTER,483444009141,No,0,0,483444009141,0,0
TX,TEXAS,4834440,PEARLAND ISD,11446,GLENDA DAWSON H S,483444011446,No,0,0,483444011446,0,0
TX,TEXAS,4834440,PEARLAND ISD,12910,ROBERT TURNER COLLEGE AND CAREER H S,483444012910,No,0,0,483444012910,0,0
TX,TEXAS,4834470,PEARSALL ISD,03867,PEARSALL H S,483447003867,No,0,0,483447003867,0,0
TX,TEXAS,4834500,PEASTER ISD,03873,PEASTER H S,483450003873,No,0,0,483450003873,0,0
TX,TEXAS,4834550,PECOS-BARSTOW-TOYAH ISD,03881,PECOS H S,483455003881,No,0,0,483455003881,0,0
TX,TEXAS,4834560,PENELOPE ISD,03885,PENELOPE SCHOOL,483456003885,No,0,0,483456003885,0,0
TX,TEXAS,4834630,PERRIN-WHITT CISD,03887,PERRIN H S,483463003887,No,0,0,483463003887,0,0
TX,TEXAS,4834650,PERRYTON ISD,03889,PERRYTON H S,483465003889,No,0,0,483465003889,0,0
TX,TEXAS,4834650,PERRYTON ISD,09006,TOP OF TEXAS ACCELERATED EDUCATION CENTER,483465009006,No,0,0,483465009006,0,0
TX,TEXAS,4834680,PETERSBURG ISD,03893,PETERSBURG SCHOOL,483468003893,No,0,0,483468003893,0,0
TX,TEXAS,4834710,PETROLIA CISD,03896,PETROLIA JUNIOR HIGH/HIGH SCHOOL,483471003896,No,0,0,483471003896,0,0
TX,TEXAS,4834770,PETTUS ISD,03899,PETTUS SECONDARY,483477003899,No,0,0,483477003899,0,0
TX,TEXAS,4834800,PEWITT CISD,03902,PEWITT H S,483480003902,No,0,0,483480003902,0,0
TX,TEXAS,4834830,PFLUGERVILLE ISD,03905,PFLUGERVILLE H S,483483003905,No,0,0,483483003905,0,0
TX,TEXAS,4834830,PFLUGERVILLE ISD,07467,JOHN B CONNALLY H S,483483007467,No,0,0,483483007467,0,0
TX,TEXAS,4834830,PFLUGERVILLE ISD,08941,TRAVIS CO J J A E P,483483008941,No,0,0,483483008941,0,0
TX,TEXAS,4834830,PFLUGERVILLE ISD,09531,HENDRICKSON H S,483483009531,No,0,0,483483009531,0,0
TX,TEXAS,4834830,PFLUGERVILLE ISD,13491,WEISS H S,483483013491,No,0,0,483483013491,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,03921,PSJA EARLY COLLEGE H S,483486003921,No,0,0,483486003921,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,06896,PSJA NORTH EARLY COLLEGE H S,483486006896,No,0,0,483486006896,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,07041,ELVIS J BALLEW H S,483486007041,No,0,0,483486007041,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,07653,PSJA MEMORIAL EARLY COLLEGE H S,483486007653,No,0,0,483486007653,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,11513,PSJA SOUTHWEST EARLY COLLEGE H S,483486011513,No,0,0,483486011513,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,12225,PSJA THOMAS JEFFERSON T-STEM EARLY COLLEGE H S,483486012225,No,0,0,483486012225,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,12654,BUELL CENTRAL DAEP,483486012654,No,0,0,483486012654,0,0
TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,21041,PSJA SONIA M SOTOMAYOR H S,483486021041,No,0,0,483486021041,0,0
TX,TEXAS,4834920,PILOT POINT ISD,03929,PILOT POINT H S,483492003929,No,0,0,483492003929,0,0
TX,TEXAS,4834980,PINE TREE ISD,03932,PINE TREE H S,483498003932,No,0,0,483498003932,0,0
TX,TEXAS,4834980,PINE TREE ISD,12556,EXCEL H S OF CHOICE,483498012556,No,0,0,483498012556,0,0
TX,TEXAS,4835010,PITTSBURG ISD,03937,PITTSBURG H S,483501003937,No,0,0,483501003937,0,0
TX,TEXAS,4835040,PLAINS ISD,03942,PLAINS H S,483504003942,No,0,0,483504003942,0,0
TX,TEXAS,4835070,PLAINVIEW ISD,06966,ASH H S,483507006966,No,0,0,483507006966,0,0
TX,TEXAS,4835070,PLAINVIEW ISD,08224,HALE COUNTY JJAEP,483507008224,No,0,0,483507008224,0,0
TX,TEXAS,4835070,PLAINVIEW ISD,21279,PLAINVIEW H S,483507021279,No,0,0,483507021279,0,0
TX,TEXAS,4835100,PLANO ISD,03969,PLANO SR H S,483510003969,No,0,0,483510003969,0,0
TX,TEXAS,4835100,PLANO ISD,03974,VINES H S,483510003974,No,0,0,483510003974,0,0
TX,TEXAS,4835100,PLANO ISD,03977,WILLIAMS H S,483510003977,No,0,0,483510003977,0,0
TX,TEXAS,4835100,PLANO ISD,05571,CLARK H S,483510005571,No,0,0,483510005571,0,0
TX,TEXAS,4835100,PLANO ISD,05796,PLANO EAST SR H S,483510005796,Yes,124,128,483510005796,252,1
TX,TEXAS,4835100,PLANO ISD,06028,SHEPTON H S,483510006028,No,0,0,483510006028,0,0
TX,TEXAS,4835100,PLANO ISD,07221,JASPER H S,483510007221,No,0,0,483510007221,0,0
TX,TEXAS,4835100,PLANO ISD,08150,PLANO WEST SENIOR H S,483510008150,No,0,0,483510008150,0,0
TX,TEXAS,4835100,PLANO ISD,09168,Plano JJAEP,483510009168,No,0,0,483510009168,0,0
TX,TEXAS,4835100,PLANO ISD,10510,HOSPITAL/HOMEBOUND,483510010510,No,0,0,483510010510,0,0
TX,TEXAS,4835100,PLANO ISD,12193,C A MCMILLEN H S,483510012193,No,0,0,483510012193,0,0
TX,TEXAS,4835100,PLANO ISD,12675,PLANO ISD ACADEMY H S,483510012675,No,0,0,483510012675,0,0
TX,TEXAS,4835130,PLEASANT GROVE ISD,06031,PLEASANT GROVE H S,483513006031,No,0,0,483513006031,0,0
TX,TEXAS,4835190,PLEASANTON ISD,03984,PLEASANTON H S,483519003984,No,0,0,483519003984,0,0
TX,TEXAS,4835190,PLEASANTON ISD,11945,PLEASANTON ISD SCHOOL OF CHOICE,483519011945,No,0,0,483519011945,0,0
TX,TEXAS,4835250,POINT ISABEL ISD,03989,PORT ISABEL H S,483525003989,No,0,0,483525003989,0,0
TX,TEXAS,4835310,PONDER ISD,03992,PONDER H S,483531003992,No,0,0,483531003992,0,0
TX,TEXAS,4835340,POOLVILLE ISD,03994,POOLVILLE H S,483534003994,No,0,0,483534003994,0,0
TX,TEXAS,4835370,PORT ARANSAS ISD,03996,PORT ARANSAS H S,483537003996,No,0,0,483537003996,0,0
TX,TEXAS,4835400,PORT ARTHUR ISD,07663,JEFFERSON CO YOUTH ACAD,483540007663,No,0,0,483540007663,0,0
TX,TEXAS,4835400,PORT ARTHUR ISD,09317,MEMORIAL H S,483540009317,No,0,0,483540009317,0,0
TX,TEXAS,4835400,PORT ARTHUR ISD,12143,Woodrow Wilson Early College High School,483540012143,No,0,0,483540012143,0,0
TX,TEXAS,4835430,PORT NECHES-GROVES ISD,04020,PORT NECHES-GROVES H S,483543004020,No,0,0,483543004020,0,0
TX,TEXAS,4835430,PORT NECHES-GROVES ISD,07363,ALTER SCH,483543007363,No,0,0,483543007363,0,0
TX,TEXAS,4835490,POST ISD,04026,POST H S,483549004026,No,0,0,483549004026,0,0
TX,TEXAS,4835490,POST ISD,12914,GARZA COUNTY REGIONAL JUVENILE CENTER,483549012914,No,0,0,483549012914,0,0
TX,TEXAS,4835520,POTEET ISD,04029,POTEET H S,483552004029,No,0,0,483552004029,0,0
TX,TEXAS,4835550,POTH ISD,04032,POTH H S,483555004032,No,0,0,483555004032,0,0
TX,TEXAS,4835560,HIGHLAND PARK ISD,06160,HIGHLAND PARK H S,483556006160,No,0,0,483556006160,0,0
TX,TEXAS,4835570,BUSHLAND ISD,10997,BUSHLAND H S,483557010997,No,0,0,483557010997,0,0
TX,TEXAS,4835580,POTTSBORO ISD,04036,POTTSBORO H S,483558004036,No,0,0,483558004036,0,0
TX,TEXAS,4835700,PRAIRIE LEA ISD,04042,PRAIRIE LEA SCHOOL,483570004042,No,0,0,483570004042,0,0
TX,TEXAS,4835730,PRAIRIE VALLEY ISD,04044,PRAIRIE VALLEY H S,483573004044,No,0,0,483573004044,0,0
TX,TEXAS,4835740,PRAIRILAND ISD,04048,PRAIRILAND H S,483574004048,No,0,0,483574004048,0,0
TX,TEXAS,4835760,PREMONT ISD,04050,PREMONT COLLEGIATE H S,483576004050,No,0,0,483576004050,0,0
TX,TEXAS,4835800,PRESIDIO ISD,04055,PRESIDIO H S,483580004055,No,0,0,483580004055,0,0
TX,TEXAS,4835820,PRIDDY ISD,04057,PRIDDY SCHOOL,483582004057,No,0,0,483582004057,0,0
TX,TEXAS,4835850,PRINCETON ISD,04059,PRINCETON H S,483585004059,No,0,0,483585004059,0,0
TX,TEXAS,4835850,PRINCETON ISD,08494,COLLIN CO J J A E P,483585008494,No,0,0,483585008494,0,0
TX,TEXAS,4835910,PROGRESO ISD,06032,PROGRESO H S,483591006032,No,0,0,483591006032,0,0
TX,TEXAS,4835910,PROGRESO ISD,12608,DAEP,483591012608,No,0,0,483591012608,0,0
TX,TEXAS,4836000,PROSPER ISD,04064,PROSPER H S,483600004064,No,0,0,483600004064,0,0
TX,TEXAS,4836180,QUANAH ISD,04067,QUANAH H S,483618004067,No,0,0,483618004067,0,0
TX,TEXAS,4836210,QUEEN CITY ISD,04071,QUEEN CITY H S,483621004071,No,0,0,483621004071,0,0
TX,TEXAS,4836240,QUINLAN ISD,04075,WH FORD H S,483624004075,No,0,0,483624004075,0,0
TX,TEXAS,4836300,QUITMAN ISD,04078,QUITMAN H S,483630004078,No,0,0,483630004078,0,0
TX,TEXAS,4836360,RAINS ISD,04081,RAINS H S,483636004081,No,0,0,483636004081,0,0
TX,TEXAS,4836390,RALLS ISD,04084,RALLS H S,483639004084,No,0,0,483639004084,0,0
TX,TEXAS,4836450,RANDOLPH FIELD ISD,04088,RANDOLPH H S,483645004088,No,0,0,483645004088,0,0
TX,TEXAS,4836480,RANGER ISD,04090,RANGER H S,483648004090,No,0,0,483648004090,0,0
TX,TEXAS,4836510,RANKIN ISD,04093,RANKIN H S,483651004093,No,0,0,483651004093,0,0
TX,TEXAS,4836540,RAYMONDVILLE ISD,04098,RAYMONDVILLE H S,483654004098,No,0,0,483654004098,0,0
TX,TEXAS,4836540,RAYMONDVILLE ISD,12552,RAYMONDVILLE OPTIONS ACADEMIC ACADEMY,483654012552,No,0,0,483654012552,0,0
TX,TEXAS,4836570,REAGAN COUNTY ISD,04101,REAGAN COUNTY H S,483657004101,No,0,0,483657004101,0,0
TX,TEXAS,4836660,RED OAK ISD,04106,RED OAK H S,483666004106,No,0,0,483666004106,0,0
TX,TEXAS,4836750,REDWATER ISD,04109,REDWATER H S,483675004109,No,0,0,483675004109,0,0
TX,TEXAS,4836780,REFUGIO ISD,04111,REFUGIO H S,483678004111,No,0,0,483678004111,0,0
TX,TEXAS,4836960,RICE ISD,08005,RICE H S,483696008005,No,0,0,483696008005,0,0
TX,TEXAS,4836970,RICE CISD,04118,RICE H S,483697004118,No,0,0,483697004118,0,0
TX,TEXAS,4836970,RICE CISD,13214,RICE CHALLENGE ACADEMY,483697013214,No,0,0,483697013214,0,0
TX,TEXAS,4836990,RICHARDS ISD,04121,RICHARDS H S,483699004121,No,0,0,483699004121,0,0
TX,TEXAS,4837020,RICHARDSON ISD,04124,BERKNER H S,483702004124,No,0,0,483702004124,0,0
TX,TEXAS,4837020,RICHARDSON ISD,04138,LAKE HIGHLANDS H S,483702004138,No,0,0,483702004138,0,0
TX,TEXAS,4837020,RICHARDSON ISD,04148,PEARCE H S,483702004148,No,0,0,483702004148,0,0
TX,TEXAS,4837020,RICHARDSON ISD,04151,RICHARDSON H S,483702004151,No,0,0,483702004151,0,0
TX,TEXAS,4837020,RICHARDSON ISD,05582,CHRISTA MCAULIFFE LEARNING CENTER,483702005582,No,0,0,483702005582,0,0
TX,TEXAS,4837080,RICHLAND SPRINGS ISD,04169,RICHLAND SPRINGS SCHOOL,483708004169,No,0,0,483708004169,0,0
TX,TEXAS,4837110,RIESEL ISD,04171,RIESEL SCHOOL,483711004171,No,0,0,483711004171,0,0
TX,TEXAS,4837140,RIO GRANDE CITY CISD,04179,RIO GRANDE CITY H S,483714004179,No,0,0,483714004179,0,0
TX,TEXAS,4837140,RIO GRANDE CITY CISD,12124,RIO GRANDE CITY CISD GRULLA H S,483714012124,No,0,0,483714012124,0,0
TX,TEXAS,4837140,RIO GRANDE CITY CISD,13496,PREPARATORY FOR EARLY COLLEGE H S,483714013496,No,0,0,483714013496,0,0
TX,TEXAS,4837140,RIO GRANDE CITY CISD,99996,Chance 2 B Credit Recovery Center,483714099996,No,0,0,483714099996,0,0
TX,TEXAS,4837140,RIO GRANDE CITY CISD,99997,Rio Grande City CISD SEAS/DAEP Center,483714099997,No,0,0,483714099997,0,0
TX,TEXAS,4837150,SOUTH TEXAS ISD,00429,THE SCIENCE ACADEMY OF SOUTH TEXAS,483715000429,No,0,0,483715000429,0,0
TX,TEXAS,4837150,SOUTH TEXAS ISD,04181,SOUTH TEXAS BUSINESS EDUCATION & TECHNOLOGY ACADEM,483715004181,Yes,81,93,483715004181,174,1
TX,TEXAS,4837150,SOUTH TEXAS ISD,05908,SOUTH TEXAS ACADEMY FOR MEDICAL PROFESSIONS,483715005908,No,0,0,483715005908,0,0
TX,TEXAS,4837150,SOUTH TEXAS ISD,06033,SOUTH TEXAS H S FOR HEALTH PROFESSIONS,483715006033,No,0,0,483715006033,0,0
TX,TEXAS,4837170,RIO HONDO ISD,04184,RIO HONDO H S,483717004184,No,0,0,483717004184,0,0
TX,TEXAS,4837200,RIO VISTA ISD,04187,RIO VISTA H S,483720004187,No,0,0,483720004187,0,0
TX,TEXAS,4837230,RISING STAR ISD,04189,RISING STAR H S,483723004189,No,0,0,483723004189,0,0
TX,TEXAS,4837260,RIVER ROAD ISD,04190,RIVER ROAD H S,483726004190,No,0,0,483726004190,0,0
TX,TEXAS,4837320,RIVIERA ISD,04193,KAUFER H S,483732004193,No,0,0,483732004193,0,0
TX,TEXAS,4837380,ROBERT LEE ISD,04196,ROBERT LEE H S,483738004196,No,0,0,483738004196,0,0
TX,TEXAS,4837380,ROBERT LEE ISD,10485,FAIRVIEW SPECIAL PROGRAMS,483738010485,No,0,0,483738010485,0,0
TX,TEXAS,4837380,ROBERT LEE ISD,16035,FAIRVIEW ACCELERATED,483738016035,No,0,0,483738016035,0,0
TX,TEXAS,4837410,ROBINSON ISD,04198,ROBINSON H S,483741004198,No,0,0,483741004198,0,0
TX,TEXAS,4837410,ROBINSON ISD,08985,CHALLENGE ACADEMY,483741008985,No,0,0,483741008985,0,0
TX,TEXAS,4837440,ROBSTOWN ISD,04204,ROBSTOWN EARLY COLLEGE H S,483744004204,No,0,0,483744004204,0,0
TX,TEXAS,4837440,ROBSTOWN ISD,13203,SALAZAR CROSSROADS ACADEMY,483744013203,No,0,0,483744013203,0,0
TX,TEXAS,4837470,ROBY CISD,04210,ROBY H S,483747004210,No,0,0,483747004210,0,0
TX,TEXAS,4837500,ROCHELLE ISD,04212,ROCHELLE SCHOOL,483750004212,No,0,0,483750004212,0,0
TX,TEXAS,4837590,ROCKDALE ISD,04216,ROCKDALE H S,483759004216,No,0,0,483759004216,0,0
TX,TEXAS,4837650,ROCKWALL ISD,04221,ROCKWALL H S,483765004221,Yes,8,12,483765004221,20,1
TX,TEXAS,4837650,ROCKWALL ISD,07060,ROCKWALL QUEST ACADEMY,483765007060,No,0,0,483765007060,0,0
TX,TEXAS,4837650,ROCKWALL ISD,11000,ROCKWALL-HEATH H S,483765011000,Yes,12,14,483765011000,26,1
TX,TEXAS,4837710,ROGERS ISD,04225,ROGERS H S,483771004225,No,0,0,483771004225,0,0
