LEA_STATE_x,LEA_STATE_NAME_x,LEAID_x,LEA_NAME_x,SCHID_x,SCH_NAME_x,COMBOKEY_x,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,NCESSCH,LEVEL,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP
IL,ILLINOIS,1719320,Hinsdale Twp HSD 86,02222,Hinsdale Central High School,171932002222,0,0,0,0,171932002222,High,2788.0,225.6,225.6,0.0,197.7,20368907.57,1153.0,0.0,-18.0,1.0,26.0,1.0,976.0,985.0
IL,ILLINOIS,1719320,Hinsdale Twp HSD 86,02223,Hinsdale South High School,171932002223,0,0,0,0,171932002223,High,1494.0,129.2,129.2,0.0,119.3,11920296.78,509.0,0.0,-18.0,1.0,23.0,1.0,535.0,484.0
IL,ILLINOIS,1719560,Homewood Flossmoor CHSD 233,02235,Homewood-Flossmoor High School,171956002235,0,0,0,0,171956002235,High,2840.0,188.8,188.8,0.0,162.6,14032048.07,770.0,1.0,125.0,1.0,28.0,1.0,716.0,575.0
IL,ILLINOIS,1719620,Hononegah CHD 207,02236,Hononegah High School,171962002236,0,0,0,0,171962002236,High,2012.0,115.0,115.0,0.0,112.2,8521730.59,505.0,0.0,-18.0,1.0,18.0,1.0,572.0,475.0
IL,ILLINOIS,1719660,Hoopeston Area CUSD 11,02238,Hoopeston Area High School,171966002238,0,0,0,0,171966002238,High,361.0,26.2,26.2,0.0,22.0,1122227.32,68.0,0.0,-18.0,1.0,6.0,1.0,31.0,22.0
IL,ILLINOIS,1719830,Huntley Comm Sch Dist 158,02247,Huntley High School,171983002247,0,0,0,0,171983002247,High,3068.0,175.0,175.0,0.0,175.0,9825568.79,1527.0,0.0,-18.0,1.0,23.0,1.0,680.0,724.0
IL,ILLINOIS,1719920,Hutsonville CUSD 1,02249,Hutsonville High School,171992002249,0,0,0,0,171992002249,High,100.0,10.0,10.0,0.0,10.0,272492.0,27.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1719970,Il Valley Central USD 321,02256,Il Valley Central High School,171997002256,0,0,0,0,171997002256,High,605.0,47.0,47.0,0.0,47.0,2381111.0,133.0,0.0,-18.0,1.0,9.0,1.0,57.0,30.0
IL,ILLINOIS,1719970,Il Valley Central USD 321,06541,IVC Learning Center,171997006541,0,0,0,0,171997006541,High,17.0,1.0,1.0,0.0,1.0,46584.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1720170,Iroquois County CUSD 9,02269,Watseka Comm High School,172017002269,0,0,0,0,172017002269,High,320.0,24.0,24.0,0.0,23.25,1362390.65,66.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1720180,Iroquois West CUSD 10,04924,Iroquois West High School,172018004924,0,0,0,0,172018004924,High,309.0,20.05,20.05,0.0,20.05,938953.21,65.0,0.0,-18.0,1.0,4.0,1.0,16.0,12.0
IL,ILLINOIS,1720280,Jacksonville SD 117,02280,Jacksonville High School,172028002280,0,0,0,0,172028002280,High,987.0,73.0,73.0,0.0,62.0,2813866.67,207.0,0.0,-18.0,1.0,11.0,1.0,137.0,0.0
IL,ILLINOIS,1720380,Jasper County CUD 1,02299,Newton Comm High School,172038002299,0,0,0,0,172038002299,High,455.0,26.0,26.0,0.0,24.0,1309258.13,115.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1720490,Johnsburg CUSD 12,02315,Johnsburg High School,172049002315,0,0,0,0,172049002315,High,629.0,46.6,46.6,0.0,46.6,2598221.61,186.0,0.0,-18.0,1.0,14.0,1.0,129.0,141.0
IL,ILLINOIS,1720550,Johnston City CUSD 1,02320,Johnston City High School,172055002320,0,0,0,0,172055002320,High,343.0,18.0,18.0,0.0,18.0,1018058.0,76.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1720610,Joliet Twp HSD 204,02350,Joliet Central High School,172061002350,0,0,0,0,172061002350,High,3233.0,190.0,190.0,0.0,190.0,15355602.64,752.0,0.0,-18.0,1.0,16.0,1.0,567.0,408.0
IL,ILLINOIS,1720610,Joliet Twp HSD 204,02352,Joliet West High School,172061002352,0,0,0,0,172061002352,High,3330.0,168.5,168.5,0.0,168.5,14151586.46,860.0,0.0,-18.0,1.0,17.0,1.0,715.0,582.0
IL,ILLINOIS,1720610,Joliet Twp HSD 204,05022,Joliet Twp High Sch - Alternate,172061005022,1,0,0,0,172061005022,High,52.0,6.0,6.0,0.0,6.0,731585.66,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1720760,Kankakee SD 111,02362,Kankakee High School,172076002362,0,0,0,0,172076002362,High,1232.0,83.09,82.59,0.5,83.09,4568037.9,267.0,0.0,-18.0,1.0,25.0,1.0,205.0,153.0
IL,ILLINOIS,1720790,Kansas CUSD 3,02371,Kansas High School,172079002371,0,0,0,0,172079002371,High,100.0,11.0,11.0,0.0,11.0,513745.79,18.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1721000,Kewanee CUSD 229,02383,Kewanee High School,172100002383,0,0,0,0,172100002383,High,600.0,30.75,30.75,0.0,30.75,1445772.38,108.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1721300,Hiawatha CUSD 426,02403,Hiawatha High School,172130002403,0,0,0,0,172130002403,High,165.0,13.5,13.5,0.0,12.4,538922.6,47.0,0.0,-18.0,1.0,1.0,0.0,-18.0,3.0
IL,ILLINOIS,1721390,Knoxville CUSD 202,02407,Knoxville Sr High School,172139002407,0,0,0,0,172139002407,High,380.0,24.16,24.16,0.0,24.16,978337.0,70.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1721680,La Moille CUSD 303,02434,La Moille High School,172168002434,0,0,0,0,172168002434,High,84.0,9.99,9.99,0.0,8.99,478095.99,20.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1721780,Lake Forest CHSD 115,02452,Lake Forest High School,172178002452,0,0,0,0,172178002452,High,1561.0,142.3,142.3,0.0,142.3,16224090.08,385.0,0.0,-18.0,1.0,37.0,1.0,620.0,652.0
IL,ILLINOIS,1721840,Lake Park CHSD 108,02454,Lake Park High School,172184002454,0,0,0,0,172184002454,High,2598.0,150.1,150.1,0.0,128.5,13211773.3,820.0,0.0,-18.0,1.0,25.0,1.0,1091.0,986.0
IL,ILLINOIS,1721900,Lake Zurich CUSD 95,02460,Lake Zurich High School,172190002460,0,0,0,0,172190002460,High,1869.0,140.4,140.4,0.0,140.4,10259854.6,501.0,0.0,-18.0,1.0,20.0,1.0,296.0,320.0
IL,ILLINOIS,1722110,La Salle-Peru Twp HSD 120,02481,La Salle-Peru Twp High School,172211002481,0,0,0,0,172211002481,High,1218.0,86.7,86.7,0.0,84.7,5274779.59,297.0,0.0,-18.0,1.0,10.0,1.0,168.0,164.0
IL,ILLINOIS,1722130,Red Hill CUSD 10,05283,Red Hill Jr/Sr High School,172213005283,0,0,0,0,172213005283,High,402.0,28.5,28.5,0.0,24.5,1149471.75,60.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1722150,Lawrence County CUSD #20,02488,Lawrenceville High School,172215002488,0,0,0,0,172215002488,High,339.0,32.0,32.0,0.0,32.0,1193847.0,68.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1722300,Lebanon CUSD 9,02498,Lebanon High School,172230002498,0,0,0,0,172230002498,High,265.0,28.0,28.0,0.0,28.0,1613568.22,64.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1722350,Paw Paw CUSD 271,02504,Paw Paw Jr/Sr High School,172235002504,0,0,0,0,172235002504,High,97.0,9.0,9.0,0.0,8.5,493819.75,12.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1722500,Lemont Twp HSD 210,02508,Lemont Twp High School,172250002508,0,0,0,0,172250002508,High,1394.0,91.5,91.5,0.0,82.61,6362359.99,497.0,0.0,-18.0,1.0,20.0,1.0,390.0,501.0
IL,ILLINOIS,1722530,Lena Winslow CUSD 202,02510,Lena-Winslow High School,172253002510,0,0,0,0,172253002510,High,240.0,18.37,18.37,0.0,18.37,959169.05,46.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1722710,Lexington CUSD 7,02519,Lexington High School,172271002519,0,0,0,0,172271002519,High,144.0,11.5,11.5,0.0,11.5,626937.0,28.0,0.0,-18.0,1.0,1.0,0.0,-18.0,17.0
IL,ILLINOIS,1722740,Leyden CHSD 212,02520,East Leyden High School,172274002520,0,0,0,0,172274002520,High,1856.0,118.4,118.4,0.0,101.0,9934637.19,581.0,0.0,-18.0,1.0,21.0,1.0,574.0,522.0
IL,ILLINOIS,1722740,Leyden CHSD 212,02522,West Leyden High School,172274002522,0,0,0,0,172274002522,High,1581.0,111.2,111.2,0.0,84.0,9412466.77,453.0,0.0,-18.0,1.0,19.0,1.0,403.0,346.0
IL,ILLINOIS,1722770,Liberty CUSD 2,02524,Liberty High School,172277002524,0,0,0,0,172277002524,High,285.0,24.6,24.6,0.0,24.6,995375.06,45.0,0.0,-18.0,1.0,1.0,1.0,17.0,2.0
IL,ILLINOIS,1722830,CHSD 128,02531,Libertyville High School,172283002531,0,0,0,0,172283002531,High,1971.0,133.8,133.8,0.0,117.3,12487576.68,494.0,0.0,-18.0,1.0,24.0,1.0,745.0,726.0
IL,ILLINOIS,1722830,CHSD 128,04092,Vernon Hills High School,172283004092,0,0,0,0,172283004092,High,1423.0,99.7,99.7,0.0,84.7,9546520.19,360.0,0.0,-18.0,1.0,24.0,1.0,522.0,513.0
IL,ILLINOIS,1722870,Leland CUSD 1,02533,Leland High School,172287002533,0,0,0,0,172287002533,High,84.0,10.25,10.25,0.0,10.25,222753.5,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1722950,Limestone CHSD 310,02535,Limestone Community High School,172295002535,0,0,0,0,172295002535,High,997.0,59.5,59.5,0.0,59.1,3811843.56,268.0,0.0,-18.0,1.0,2.0,0.0,-18.0,0.0
IL,ILLINOIS,1723050,Lincoln CHSD 404,02542,Lincoln Comm High School,172305002542,0,0,0,0,172305002542,High,753.0,59.0,59.0,0.0,59.0,3570079.83,187.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1723070,Lincoln Way CHSD 210,02543,Lincoln-Way Central High School,172307002543,0,0,0,0,172307002543,High,2145.0,157.8,157.8,0.0,134.2,10985219.63,710.0,0.0,-18.0,1.0,21.0,1.0,762.0,596.0
IL,ILLINOIS,1723070,Lincoln Way CHSD 210,02544,Lincoln-Way East High School,172307002544,0,0,0,0,172307002544,High,2889.0,137.8,137.8,0.0,137.8,12806868.0,984.0,0.0,-18.0,1.0,25.0,1.0,978.0,972.0
IL,ILLINOIS,1723070,Lincoln Way CHSD 210,06062,Lincoln Way West,172307006062,0,0,0,0,172307006062,High,1910.0,96.2,96.2,0.0,96.2,8005803.05,532.0,0.0,-18.0,1.0,22.0,1.0,595.0,467.0
IL,ILLINOIS,1723200,Lisle CUSD 202,02553,Lisle High School,172320002553,0,0,0,0,172320002553,High,482.0,42.6,42.6,0.0,42.6,3516241.59,135.0,0.0,-18.0,1.0,13.0,1.0,96.0,104.0
IL,ILLINOIS,1723250,Litchfield CUSD 12,02560,Litchfield Senior High School,172325002560,0,0,0,0,172325002560,High,395.0,24.0,24.0,0.0,24.0,1393808.0,104.0,0.0,-18.0,1.0,1.0,1.0,12.0,9.0
IL,ILLINOIS,1723350,Lockport Twp HSD 205,02571,Lockport Township High Sch East,172335002571,0,0,0,0,172335002571,High,3774.0,238.0,238.0,0.0,174.0,14070386.96,1057.0,0.0,-18.0,1.0,22.0,1.0,630.0,521.0
IL,ILLINOIS,1723640,Brooklyn UD 188,02587,Lovejoy Technology Academy,172364002587,0,0,0,0,172364002587,High,128.0,2.5,2.5,0.0,2.5,134470.98,10.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1723880,Lyons Twp HSD 204,02601,Lyons Twp High Sch,172388002601,0,0,0,0,172388002601,High,4002.0,272.4,272.4,0.0,248.4,28444437.0,1944.0,0.0,-18.0,1.0,37.0,1.0,1135.0,931.0
IL,ILLINOIS,1723920,Macomb CUSD 185,02611,Macomb Senior High School,172392002611,0,0,0,0,172392002611,High,588.0,37.36,37.36,0.0,37.36,1988464.87,164.0,0.0,-18.0,1.0,6.0,1.0,47.0,47.0
IL,ILLINOIS,1723970,Madison CUSD 12,02622,Madison Senior High School,172397002622,0,0,0,0,172397002622,High,169.0,16.0,14.0,2.0,13.0,447018.95,54.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1724060,Mahomet-Seymour CUSD 3,02627,Mahomet-Seymour High School,172406002627,0,0,0,0,172406002627,High,917.0,45.44,45.44,0.0,45.44,2425739.45,251.0,0.0,-18.0,1.0,9.0,1.0,121.0,189.0
IL,ILLINOIS,1724090,Maine Township HSD 207,05030,Maine East High School,172409005030,0,0,0,0,172409005030,High,1818.0,134.0,134.0,0.0,106.0,11587456.98,590.0,0.0,-18.0,1.0,22.0,1.0,659.0,649.0
IL,ILLINOIS,1724090,Maine Township HSD 207,05031,Maine South High School,172409005031,0,0,0,0,172409005031,High,2435.0,158.0,158.0,0.0,142.0,15682909.35,902.0,0.0,-18.0,1.0,25.0,1.0,858.0,893.0
IL,ILLINOIS,1724090,Maine Township HSD 207,05032,Maine West High School,172409005032,0,0,0,0,172409005032,High,2106.0,145.83,145.83,0.0,128.0,15682909.35,631.0,0.0,-18.0,1.0,21.0,1.0,815.0,784.0
IL,ILLINOIS,1724390,Manteno CUSD 5,02647,Manteno High School,172439002647,0,0,0,0,172439002647,High,673.0,43.7,43.7,0.0,43.7,1981858.77,210.0,0.0,-18.0,1.0,7.0,1.0,51.0,56.0
IL,ILLINOIS,1724480,Kaneland CUSD 302,02655,Kaneland Senior High School,172448002655,0,0,0,0,172448002655,High,1315.0,85.06,85.06,0.0,69.06,5581417.24,314.0,0.0,-18.0,1.0,14.0,1.0,251.0,165.0
IL,ILLINOIS,1724570,Marengo CHSD 154,02661,Marengo High School,172457002661,0,0,0,0,172457002661,High,688.0,48.0,48.0,0.0,47.1,3332420.78,173.0,0.0,-18.0,1.0,9.0,1.0,79.0,151.0
IL,ILLINOIS,1724600,Marion CUSD 2,02666,Marion High School,172460002666,0,0,0,0,172460002666,High,1029.0,69.5,69.5,0.0,69.5,3812639.4,264.0,0.0,-18.0,1.0,9.0,1.0,165.0,61.0
IL,ILLINOIS,1724650,Marissa CUSD 40,02672,Marissa Jr & Sr High School,172465002672,0,0,0,0,172465002672,High,262.0,19.0,19.0,0.0,19.0,973567.93,93.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1724750,Maroa Forsyth CUSD 2,02684,Maroa-Forsyth Senior High Sch,172475002684,0,0,0,0,172475002684,High,389.0,23.0,23.0,0.0,21.5,1221515.0,91.0,0.0,-18.0,1.0,3.0,1.0,35.0,50.0
IL,ILLINOIS,1724870,Marshall CUSD 2C,02695,Marshall High School,172487002695,0,0,0,0,172487002695,High,398.0,32.5,32.5,0.0,29.0,1477598.0,111.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1724900,Martinsville CUSD 3C,02700,Martinsville Jr- Sr High School,172490002700,0,0,0,0,172490002700,High,176.0,16.3,16.3,0.0,15.0,611950.35,35.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1724940,Mascoutah CUD 19,02701,Mascoutah High School,172494002701,0,0,0,0,172494002701,High,1065.0,73.9,73.9,0.0,73.9,4538512.08,247.0,0.0,-18.0,1.0,16.0,1.0,204.0,77.0
IL,ILLINOIS,1725000,Massac UD 1,02713,Massac County High School,172500002713,0,0,0,0,172500002713,High,548.0,44.0,44.0,0.0,44.0,2740730.31,112.0,0.0,-18.0,1.0,8.0,1.0,64.0,76.0
IL,ILLINOIS,1725050,Mattoon CUSD 2,02734,Mattoon High School,172505002734,0,0,0,0,172505002734,High,1015.0,56.0,56.0,0.0,56.0,3467512.0,351.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1725320,McHenry CHSD 156,02760,McHenry  East High School,172532002760,0,0,0,0,172532002760,High,776.0,53.0,53.0,0.0,53.0,3760390.85,285.0,0.0,-18.0,1.0,19.0,1.0,263.0,152.0
IL,ILLINOIS,1725320,McHenry CHSD 156,02761,McHenry High School-West Campus,172532002761,0,0,0,0,172532002761,High,1462.0,86.9,86.9,0.0,86.9,5935638.95,502.0,0.0,-18.0,1.0,19.0,1.0,445.0,323.0
IL,ILLINOIS,1725590,CUSD 4,02771,Unity High School,172559002771,0,0,0,0,172559002771,High,208.0,19.0,19.0,0.0,19.0,793404.0,86.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1725650,Mendota Twp HSD 280,02775,Mendota Twp High School,172565002775,0,0,0,0,172565002775,High,564.0,40.0,40.0,0.0,30.0,2717355.0,145.0,0.0,-18.0,1.0,2.0,0.0,-18.0,17.0
IL,ILLINOIS,1725680,Meredosia-Chambersburg CUSD 11,02776,Meredosia-Chambersburg High Sch,172568002776,0,0,0,0,172568002776,High,54.0,11.0,11.0,0.0,10.0,145794.0,15.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1725690,Meridian CUSD 223,02781,Stillman Valley High School,172569002781,0,0,0,0,172569002781,High,595.0,36.0,36.0,0.0,36.0,2577790.0,134.0,0.0,-18.0,1.0,8.0,1.0,144.0,114.0
IL,ILLINOIS,1725770,County of Woodford School,02784,Metamora High School,172577002784,0,0,0,0,172577002784,High,974.0,62.0,62.0,0.0,56.0,3567486.28,143.0,0.0,-18.0,1.0,10.0,1.0,109.0,140.0
IL,ILLINOIS,1726180,Fairfield Comm H S Dist 225,01816,Fairfield Comm High School,172618001816,0,0,0,0,172618001816,High,410.0,27.0,27.0,0.0,27.0,1380710.0,105.0,0.0,-18.0,1.0,2.0,1.0,16.0,1.0
IL,ILLINOIS,1726340,Minooka CHSD 111,02800,Minooka Community High School,172634002800,0,0,0,0,172634002800,High,2817.0,148.0,148.0,0.0,148.0,9813427.0,703.0,0.0,-18.0,1.0,12.0,1.0,2466.0,2471.0
IL,ILLINOIS,1726400,Moline-Coal Valley CUSD 40,02824,Moline Sr High School,172640002824,0,0,0,0,172640002824,High,2080.0,115.0,115.0,0.0,115.0,8108321.0,493.0,0.0,-18.0,1.0,12.0,1.0,278.0,225.0
IL,ILLINOIS,1726400,Moline-Coal Valley CUSD 40,04886,Moline HS at Coolidge Campus,172640004886,0,0,0,1,172640004886,High,95.0,12.0,12.0,0.0,11.0,1020935.0,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1726430,Momence CUSD 1,02831,Momence High School,172643002831,0,0,0,0,172643002831,High,325.0,34.0,33.0,1.0,34.0,1313432.68,99.0,0.0,-18.0,1.0,4.0,1.0,30.0,31.0
IL,ILLINOIS,1726550,Monticello CUSD 25,02843,Monticello High School,172655002843,0,0,0,0,172655002843,High,527.0,38.0,38.0,0.0,38.0,2086851.0,144.0,0.0,-18.0,1.0,4.0,1.0,59.0,54.0
IL,ILLINOIS,1726640,Morris CHSD 101,02851,Morris Community High School,172664002851,0,0,0,0,172664002851,High,913.0,50.01,50.01,0.0,50.01,3452930.0,215.0,0.0,-18.0,1.0,6.0,1.0,53.0,78.0
IL,ILLINOIS,1726710,Morrison CUSD 6,02852,Morrison High School,172671002852,0,0,0,0,172671002852,High,264.0,26.0,26.0,0.0,26.0,1480247.19,62.0,0.0,-18.0,1.0,3.0,1.0,4.0,7.0
IL,ILLINOIS,1726760,Morrisonville CUSD 1,02858,Morrisonville High School,172676002858,0,0,0,0,172676002858,High,88.0,6.5,6.5,0.0,6.0,274503.0,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1726800,Morton CUSD 709,02864,Morton High School,172680002864,0,0,0,0,172680002864,High,932.0,68.0,68.0,0.0,68.0,4179185.0,223.0,0.0,-18.0,1.0,10.0,1.0,52.0,83.0
IL,ILLINOIS,1726880,J S Morton HSD 201,02871,J Sterling Morton East High Sch,172688002871,0,0,0,0,172688002871,High,3481.0,161.25,161.25,0.0,161.25,11851225.25,1150.0,0.0,-18.0,1.0,20.0,1.0,598.0,1046.0
IL,ILLINOIS,1726880,J S Morton HSD 201,02872,J Sterling Morton West High Sch,172688002872,0,0,0,0,172688002872,High,3576.0,183.28,183.28,0.0,183.28,13843728.89,845.0,0.0,-18.0,1.0,20.0,1.0,647.0,881.0
IL,ILLINOIS,1726880,J S Morton HSD 201,03949,J Sterling Morton Alternative Sch,172688003949,0,0,0,1,172688003949,High,6.0,10.92,10.92,0.0,10.92,744766.59,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1726970,Meridian CUSD 101,02873,Meridian High School,172697002873,0,0,0,0,172697002873,High,41.0,11.0,11.0,0.0,8.0,325126.12,31.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727180,Mount Olive CUSD 5,02883,Mt Olive High School,172718002883,0,0,0,0,172718002883,High,126.0,14.0,14.0,0.0,14.0,682330.0,35.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727290,Mt Pulaski CUSD 23,02892,Mount Pulaski High School,172729002892,0,0,0,0,172729002892,High,163.0,17.75,17.75,0.0,17.25,1205455.75,32.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727300,Brown County CUSD 1,02893,Brown County High School,172730002893,0,0,0,0,172730002893,High,198.0,24.0,22.0,2.0,22.0,956419.61,43.0,0.0,-18.0,1.0,2.0,1.0,21.0,16.0
IL,ILLINOIS,1727360,Mt Vernon Twp HSD 201,02904,Mount Vernon High School,172736002904,0,0,0,0,172736002904,High,1152.0,94.0,94.0,0.0,94.0,4533262.46,248.0,0.0,-18.0,1.0,20.0,1.0,117.0,0.0
IL,ILLINOIS,1727390,Mt Zion CUSD 3,02908,Mt Zion High School,172739002908,0,0,0,0,172739002908,High,774.0,42.67,0.0,42.67,40.67,2197164.36,173.0,0.0,-18.0,1.0,9.0,1.0,137.0,56.0
IL,ILLINOIS,1727450,Mulberry Grove CUSD 1,02912,Mulberry Grove Sr High School,172745002912,0,0,0,0,172745002912,High,107.0,9.0,9.0,0.0,9.0,417801.0,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727570,Mundelein Cons HSD 120,02919,Mundelein Cons High School,172757002919,0,0,0,0,172757002919,High,2012.0,138.0,138.0,0.0,138.0,12606443.0,683.0,0.0,-18.0,1.0,20.0,1.0,632.0,468.0
IL,ILLINOIS,1727610,Murphysboro CUSD 186,02925,Murphysboro High School,172761002925,0,0,0,0,172761002925,High,604.0,49.0,49.0,0.0,49.0,2461103.0,104.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727710,Naperville CUSD 203,02939,Naperville Central High School,172771002939,0,0,0,0,172771002939,High,2822.0,193.0,193.0,0.0,184.67,17050245.03,855.0,0.0,-18.0,1.0,28.0,1.0,640.0,719.0
IL,ILLINOIS,1727710,Naperville CUSD 203,02940,Naperville North High School,172771002940,0,0,0,0,172771002940,High,2678.0,184.3,184.3,0.0,179.0,16663187.04,831.0,0.0,-18.0,1.0,28.0,1.0,662.0,677.0
IL,ILLINOIS,1727740,Nashville CHSD 99,02947,Nashville Comm High School,172774002947,0,0,0,0,172774002947,High,400.0,28.5,28.5,0.0,28.5,1971762.0,117.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727840,Neoga CUSD 3,02952,Neoga Jr/Sr High School,172784002952,0,0,0,0,172784002952,High,314.0,23.0,23.0,0.0,23.0,1017000.0,41.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727960,New Athens CUSD 60,02958,New Athens High School,172796002958,0,0,0,0,172796002958,High,176.0,17.0,17.0,0.0,17.0,974892.0,26.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1727990,New Berlin CUSD 16,02960,New Berlin High School,172799002960,0,0,0,0,172799002960,High,252.0,18.0,18.0,0.0,18.0,711113.0,71.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1728200,New Trier Twp HSD 203,02975,New Trier Township H S Winnetka,172820002975,0,0,0,0,172820002975,High,2955.0,275.2,275.2,0.0,275.2,31268239.51,1356.0,0.0,-18.0,1.0,28.0,1.0,637.0,818.0
IL,ILLINOIS,1728260,Newark CHSD 18,02977,Newark Comm High School,172826002977,0,0,0,0,172826002977,High,171.0,16.83,16.83,0.0,16.83,957280.0,88.0,0.0,-18.0,1.0,4.0,1.0,22.0,18.0
IL,ILLINOIS,1728530,Niles Twp HSD 219,02986,Niles North High School,172853002986,0,0,0,0,172853002986,High,2088.0,147.85,147.85,0.0,147.85,16777157.34,508.0,0.0,-18.0,1.0,17.0,1.0,770.0,555.0
IL,ILLINOIS,1728530,Niles Twp HSD 219,02988,Niles West High School,172853002988,0,0,0,0,172853002988,High,2450.0,172.9,172.9,0.0,172.9,19136477.91,623.0,0.0,-18.0,1.0,18.0,1.0,884.0,616.0
IL,ILLINOIS,1728530,Niles Twp HSD 219,05783,Niles Central,172853005783,0,0,0,1,172853005783,High,25.0,6.0,6.0,0.0,6.0,671355.91,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1728560,Nokomis CUSD 22,02990,Nokomis Jr/Sr High Sch,172856002990,0,0,0,0,172856002990,High,307.0,47.55,47.55,0.0,47.55,2067930.73,41.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1728620,McLean County USD 5,01386,Normal Community West High School,172862001386,0,0,0,0,172862001386,High,1666.0,179.99,171.48,8.51,78.55,4963203.23,402.0,0.0,-18.0,1.0,13.0,1.0,149.0,137.0
IL,ILLINOIS,1728620,McLean County USD 5,03002,Normal Community High School,172862003002,0,0,0,0,172862003002,High,2086.0,182.0,176.0,6.0,99.27,6344269.36,510.0,0.0,-18.0,1.0,14.0,1.0,181.0,276.0
IL,ILLINOIS,1728620,McLean County USD 5,06428,Eugene Field School,172862006428,0,0,0,0,172862006428,High,52.0,31.6,27.6,4.0,5.0,321272.83,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
IL,ILLINOIS,1728700,North Boone CUSD 200,03013,North Boone High School,172870003013,0,0,0,0,172870003013,High,515.0,35.2,35.2,0.0,35.2,1871379.97,459.0,0.0,-18.0,1.0,5.0,1.0,99.0,99.0
