SCHOOL_YEAR,ST,SCH_NAME,ST_SCHID,NCESSCH,SY_STATUS,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,DATA_GROUP,FARMS_COUNT
2017-2018,TX,BRAZOS CO JUVENILE DETENTION CENTER,TX-021902-021902014,481179008456,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,2.57,Free and Reduced-price Lunch Table,13.0
2017-2018,TX,JAMES EARL RUDDER H S,TX-021902-021902002,481179011154,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,127.51,Free and Reduced-price Lunch Table,1208.0
2017-2018,TX,BRYAN COLLEGIATE H S,TX-021902-021902003,481179011507,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,20.6,Free and Reduced-price Lunch Table,311.0
2017-2018,TX,THE MARY CATHERINE HARRIS SCHOOL-SCHOOL OF CHOICE,TX-021902-021902017,481179011886,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,18.91,Free and Reduced-price Lunch Table,163.0
2017-2018,TX,BUFFALO H S,TX-145901-145901002,481199000701,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,25.21,Free and Reduced-price Lunch Table,96.0
2017-2018,TX,BULLARD H S,TX-212902-212902001,481206000703,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,67.99,Free and Reduced-price Lunch Table,207.0
2017-2018,TX,BUNA H S,TX-121903-121903001,481209000705,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.16,Free and Reduced-price Lunch Table,174.0
2017-2018,TX,BURKBURNETT H S,TX-243901-243901001,481212000707,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,67.44,Free and Reduced-price Lunch Table,357.0
2017-2018,TX,GATEWAY STUDENT SUPPORT CTR,TX-243901-243901002,481212007480,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,6.09,Free and Reduced-price Lunch Table,16.0
2017-2018,TX,BURKEVILLE H S,TX-176901-176901001,481215000713,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,8.78,Free and Reduced-price Lunch Table,69.0
2017-2018,TX,BURLESON H S,TX-126902-126902001,481218000715,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,104.85,Free and Reduced-price Lunch Table,533.0
2017-2018,TX,CROSSROADS H S,TX-126902-126902003,481218007978,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,9.03,Free and Reduced-price Lunch Table,38.0
2017-2018,TX,BURLESON CENTENNIAL H S,TX-126902-126902006,481218012263,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,96.69,Free and Reduced-price Lunch Table,507.0
2017-2018,TX,BURNET H S,TX-027903-027903001,481222000723,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,63.12,Free and Reduced-price Lunch Table,433.0
2017-2018,TX,QUEST H S,TX-027903-027903003,481222003287,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,4.38,Free and Reduced-price Lunch Table,8.0
2017-2018,TX,BURTON H S,TX-239903-239903001,481224000726,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,19.79,Free and Reduced-price Lunch Table,102.0
2017-2018,TX,CADDO MILLS H S,TX-116901-116901001,481239000732,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.9,Free and Reduced-price Lunch Table,137.0
2017-2018,TX,CALALLEN H S,TX-178903-178903001,481242000734,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,81.48,Free and Reduced-price Lunch Table,614.0
2017-2018,TX,CALALLEN CHARTER H S,TX-178903-178903005,481242013187,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,12.93,Free and Reduced-price Lunch Table,20.0
2017-2018,TX,CALDWELL H S,TX-026901-026901001,481246000739,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,42.31,Free and Reduced-price Lunch Table,232.0
2017-2018,TX,CALHOUN H S,TX-029901-029901001,481248000741,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,82.72,Free and Reduced-price Lunch Table,725.0
2017-2018,TX,HOPE H S,TX-029901-029901003,481248007199,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,4.0,Free and Reduced-price Lunch Table,17.0
2017-2018,TX,CALLISBURG H S,TX-049905-049905001,481251000754,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.12,Free and Reduced-price Lunch Table,101.0
2017-2018,TX,CAMERON YOE H S,TX-166901-166901002,481264000762,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,37.88,Free and Reduced-price Lunch Table,309.0
2017-2018,TX,CAMPBELL H S,TX-116910-116910001,481266000764,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,15.86,Free and Reduced-price Lunch Table,107.0
2017-2018,TX,CANADIAN H S,TX-106901-106901001,481270000766,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,28.02,Free and Reduced-price Lunch Table,69.0
2017-2018,TX,CANTON H S,TX-234902-234902001,481275000769,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,45.69,Free and Reduced-price Lunch Table,181.0
2017-2018,TX,CANUTILLO H S,TX-071907-071907001,481278000772,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,105.26,Free and Reduced-price Lunch Table,1062.0
2017-2018,TX,NORTHWEST EARLY COLLEGE H S (NWECHS),TX-071907-071907003,481278011864,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.96,Free and Reduced-price Lunch Table,188.0
2017-2018,TX,CANYON H S,TX-191901-191901001,481281000774,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,83.92,Free and Reduced-price Lunch Table,238.0
2017-2018,TX,YOUTH CTR OF HIGH PLAINS,TX-191901-191901003,481281005172,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,10.0,Free and Reduced-price Lunch Table,7.0
2017-2018,TX,RANDALL H S,TX-191901-191901002,481281006521,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,106.33,Free and Reduced-price Lunch Table,361.0
2017-2018,TX,MIDWAY ALTERNATIVE H S,TX-191901-191901004,481281012356,1,Alternative School,4,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,6.0,Free and Reduced-price Lunch Table,28.0
2017-2018,TX,CARRIZO SPRINGS H S,TX-064903-064903001,481299000785,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,42.62,Free and Reduced-price Lunch Table,452.0
2017-2018,TX,CARROLL SENIOR H S,TX-220919-220919001,481302000791,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,91.41,Free and Reduced-price Lunch Table,14.0
2017-2018,TX,SMITH H S,TX-057903-057903002,481305000803,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,126.09,Free and Reduced-price Lunch Table,1272.0
2017-2018,TX,TURNER H S,TX-057903-057903001,481305000806,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,135.52,Free and Reduced-price Lunch Table,1432.0
2017-2018,TX,GRIMES EDUCATION CENTER,TX-057903-057903003,481305005671,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,4.46,Free and Reduced-price Lunch Table,24.0
2017-2018,TX,CREEKVIEW H S,TX-057903-057903006,481305007852,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,124.33,Free and Reduced-price Lunch Table,971.0
2017-2018,TX,RANCHVIEW H S,TX-057903-057903007,481305009190,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,62.26,Free and Reduced-price Lunch Table,409.0
2017-2018,TX,EARLY COLLEGE H S,TX-057903-057903010,481305011190,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,13.97,Free and Reduced-price Lunch Table,265.0
2017-2018,TX,CARTHAGE H S,TX-183902-183902001,481311000812,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,66.62,Free and Reduced-price Lunch Table,348.0
2017-2018,TX,CASTLEBERRY H S,TX-220917-220917001,481317000817,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,64.07,Free and Reduced-price Lunch Table,815.0
2017-2018,TX,REACH H S,TX-220917-220917003,481317007121,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,4.0,Free and Reduced-price Lunch Table,41.0
2017-2018,TX,T R U C E LEARNING CTR,TX-220917-220917004,481317007446,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,2.0,Free and Reduced-price Lunch Table,9.0
2017-2018,TX,CAYUGA H S,TX-001902-001902001,481320000821,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,17.28,Free and Reduced-price Lunch Table,62.0
2017-2018,TX,CEDAR HILL H S,TX-057904-057904001,481323000823,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,107.05,Free and Reduced-price Lunch Table,979.0
2017-2018,TX,CEDAR HILL COLLEGIATE H S,TX-057904-057904003,481323012181,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,13.55,Free and Reduced-price Lunch Table,159.0
2017-2018,TX,CELESTE H S,TX-116902-116902001,481326000828,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,17.38,Free and Reduced-price Lunch Table,86.0
2017-2018,TX,CELINA H S,TX-043903-043903001,481329000830,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,46.8,Free and Reduced-price Lunch Table,145.0
2017-2018,TX,CENTER H S,TX-210901-210901001,481332000833,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,60.77,Free and Reduced-price Lunch Table,480.0
2017-2018,TX,CENTER POINT H S,TX-133901-133901001,481335000837,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,15.22,Free and Reduced-price Lunch Table,114.0
2017-2018,TX,CENTERVILLE JR-SR H S,TX-145902-145902001,481341000841,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,33.14,Free and Reduced-price Lunch Table,131.0
2017-2018,TX,CENTRAL HEIGHTS H S,TX-174908-174908001,481344000844,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,25.87,Free and Reduced-price Lunch Table,79.0
2017-2018,TX,CENTRAL H S,TX-003907-003907001,481350000846,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,37.6,Free and Reduced-price Lunch Table,195.0
2017-2018,TX,LUMBERTON H S,TX-100907-100907001,481353000848,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,77.79,Free and Reduced-price Lunch Table,357.0
2017-2018,TX,CHANNELVIEW H S,TX-101905-101905001,481359000851,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,145.62,Free and Reduced-price Lunch Table,1819.0
2017-2018,TX,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,TX-101905-101905005,481359001144,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,9.64,Free and Reduced-price Lunch Table,70.0
2017-2018,TX,CHAPEL HILL H S,TX-212909-212909001,481365000859,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,71.88,Free and Reduced-price Lunch Table,760.0
2017-2018,TX,CHAPEL HILL H S,TX-225906-225906001,481368007126,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.76,Free and Reduced-price Lunch Table,160.0
2017-2018,TX,CHARLOTTE H S,TX-007901-007901001,481371000863,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,15.69,Free and Reduced-price Lunch Table,103.0
2017-2018,TX,CHESTER H S,TX-229906-229906001,481377000868,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,10.3,Free and Reduced-price Lunch Table,47.0
2017-2018,TX,CHICO H S,TX-249904-249904001,481380000870,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,15.27,Free and Reduced-price Lunch Table,102.0
2017-2018,TX,CHILDRESS H S,TX-038901-038901001,481386000871,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,32.29,Free and Reduced-price Lunch Table,147.0
2017-2018,TX,CHILLICOTHE H S,TX-099902-099902001,481389000876,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,10.6,Free and Reduced-price Lunch Table,76.0
2017-2018,TX,CHINA SPRING H S,TX-161920-161920001,481396000881,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,58.3,Free and Reduced-price Lunch Table,151.0
2017-2018,TX,CHIRENO H S,TX-174901-174901001,481398000884,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,12.19,Free and Reduced-price Lunch Table,61.0
2017-2018,TX,CHRISTOVAL H S,TX-226901-226901001,481401000886,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,28.56,Free and Reduced-price Lunch Table,70.0
2017-2018,TX,CISCO H S,TX-067902-067902001,481407000887,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,30.96,Free and Reduced-price Lunch Table,123.0
2017-2018,TX,CITY VIEW JUNIOR/SENIOR HIGH,TX-243906-243906001,481413008954,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,45.19,Free and Reduced-price Lunch Table,249.0
2017-2018,TX,CLARENDON H S,TX-065901-065901001,481416000893,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,16.19,Free and Reduced-price Lunch Table,55.0
2017-2018,TX,CLARKSVILLE MIDDLE AND H S,TX-194904-194904002,481419000896,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.22,Free and Reduced-price Lunch Table,201.0
2017-2018,TX,CLAUDE H S,TX-006902-006902001,481425000900,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,18.89,Free and Reduced-price Lunch Table,62.0
2017-2018,TX,CLEAR CREEK H S,TX-084910-084910001,481428000903,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,150.53,Free and Reduced-price Lunch Table,540.0
2017-2018,TX,CLEAR LAKE H S,TX-084910-084910002,481428000906,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,136.71,Free and Reduced-price Lunch Table,445.0
2017-2018,TX,CLEAR BROOK H S,TX-084910-084910003,481428006523,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,138.46,Free and Reduced-price Lunch Table,557.0
2017-2018,TX,CLEAR VIEW H S,TX-084910-084910004,481428006666,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,28.64,Free and Reduced-price Lunch Table,52.0
2017-2018,TX,CLEAR PATH ALTERNATIVE SCHOOL,TX-084910-084910008,481428009498,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,15.0,Free and Reduced-price Lunch Table,35.0
2017-2018,TX,CLEAR HORIZONS EARLY COLLEGE H S,TX-084910-084910010,481428011416,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,15.95,Free and Reduced-price Lunch Table,150.0
2017-2018,TX,CLEAR SPRINGS H S,TX-084910-084910009,481428011984,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,154.32,Free and Reduced-price Lunch Table,418.0
2017-2018,TX,CLEAR FALLS H S,TX-084910-084910011,481428012296,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,140.25,Free and Reduced-price Lunch Table,395.0
2017-2018,TX,CLEBURNE H S,TX-126903-126903001,481431000917,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,115.43,Free and Reduced-price Lunch Table,1009.0
2017-2018,TX,TEAM SCH,TX-126903-126903002,481431001614,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,7.38,Free and Reduced-price Lunch Table,47.0
2017-2018,TX,CLEVELAND H S,TX-146901-146901001,481437000925,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,84.26,Free and Reduced-price Lunch Table,998.0
2017-2018,TX,FREDERICK A DOUGLASS LEARNING ACADEMY,TX-146901-146901004,481437012020,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,5.13,Free and Reduced-price Lunch Table,24.0
2017-2018,TX,CLIFTON H S,TX-018901-018901001,481440000931,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,25.86,Free and Reduced-price Lunch Table,131.0
2017-2018,TX,CLINT H S,TX-071901-071901001,481443000932,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,42.05,Free and Reduced-price Lunch Table,518.0
2017-2018,TX,MOUNTAIN VIEW H S,TX-071901-071901002,481443006667,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,53.65,Free and Reduced-price Lunch Table,674.0
2017-2018,TX,HORIZON H S,TX-071901-071901004,481443009224,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,93.33,Free and Reduced-price Lunch Table,1296.0
2017-2018,TX,CLINT ISD EARLY COLLEGE ACADEMY,TX-071901-071901009,481443012799,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,15.81,Free and Reduced-price Lunch Table,271.0
2017-2018,TX,CLYDE H S,TX-030902-030902001,481445000935,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,35.62,Free and Reduced-price Lunch Table,162.0
2017-2018,TX,COAHOMA H S,TX-114902-114902001,481449000938,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,20.56,Free and Reduced-price Lunch Table,80.0
2017-2018,TX,COLDSPRING-OAKHURST H S,TX-204901-204901001,481452000940,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,36.83,Free and Reduced-price Lunch Table,301.0
2017-2018,TX,COLEMAN H S,TX-042901-042901001,481455000943,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,25.86,Free and Reduced-price Lunch Table,116.0
2017-2018,TX,COLLINSVILLE H S,TX-091902-091902001,481458000948,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,22.44,Free and Reduced-price Lunch Table,94.0
2017-2018,TX,COLMESNEIL JH/HS,TX-229901-229901001,481460000950,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,20.41,Free and Reduced-price Lunch Table,116.0
2017-2018,TX,COLORADO H S,TX-168901-168901001,481464000951,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,21.3,Free and Reduced-price Lunch Table,121.0
2017-2018,TX,WALLACE ACCELERATED H S,TX-168901-168901003,481464010962,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,2.74,Free and Reduced-price Lunch Table,10.0
2017-2018,TX,COLUMBIA H S,TX-020907-020907001,481467000958,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,60.89,Free and Reduced-price Lunch Table,463.0
2017-2018,TX,COLUMBUS H S,TX-045902-045902001,481470000963,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,38.57,Free and Reduced-price Lunch Table,234.0
2017-2018,TX,CANYON H S,TX-046902-046902001,481473000967,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,146.77,Free and Reduced-price Lunch Table,806.0
2017-2018,TX,SMITHSON VALLEY H S,TX-046902-046902002,481473000974,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,152.53,Free and Reduced-price Lunch Table,359.0
2017-2018,TX,COMAL ACADEMY,TX-046902-046902201,481473006957,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,3.12,Free and Reduced-price Lunch Table,10.0
2017-2018,TX,CANYON LAKE H S,TX-046902-046902003,481473010533,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,73.06,Free and Reduced-price Lunch Table,365.0
2017-2018,TX,COMAL DISCIPLINE CENTER,TX-046902-046902206,481473012361,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,8.0,Free and Reduced-price Lunch Table,19.0
2017-2018,TX,MEMORIAL EARLY COLLEGE H S WITH ST PHILIP'S,TX-046902-046902007,481473012564,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,19.66,Free and Reduced-price Lunch Table,66.0
2017-2018,TX,COMANCHE H S,TX-047901-047901001,481476000976,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,36.89,Free and Reduced-price Lunch Table,185.0
2017-2018,TX,COMFORT H S,TX-130902-130902001,481479000979,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,30.48,Free and Reduced-price Lunch Table,138.0
2017-2018,TX,COMMERCE H S,TX-116903-116903001,481482000981,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,33.83,Free and Reduced-price Lunch Table,237.0
2017-2018,TX,COMMUNITY H S,TX-043918-043918001,481485000987,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,40.09,Free and Reduced-price Lunch Table,272.0
2017-2018,TX,CONNALLY HIGH SCHOOL,TX-161921-161921001,481497000992,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,56.14,Free and Reduced-price Lunch Table,455.0
2017-2018,TX,CONROE H S,TX-170902-170902001,481500001002,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,244.83,Free and Reduced-price Lunch Table,2262.0
2017-2018,TX,HAUKE ALTER ED,TX-170902-170902002,481500001004,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,23.41,Free and Reduced-price Lunch Table,67.0
2017-2018,TX,THE WOODLANDS H S,TX-170902-170902003,481500001007,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,239.69,Free and Reduced-price Lunch Table,230.0
2017-2018,TX,OAK RIDGE H S,TX-170902-170902005,481500005679,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,241.03,Free and Reduced-price Lunch Table,1099.0
2017-2018,TX,CANEY CREEK H S,TX-170902-170902011,481500007401,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,133.19,Free and Reduced-price Lunch Table,1428.0
2017-2018,TX,COLLEGE PARK H S,TX-170902-170902014,481500010964,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,171.09,Free and Reduced-price Lunch Table,521.0
2017-2018,TX,JJAEP,TX-170902-170902010,481500017045,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,8.23,Free and Reduced-price Lunch Table,23.0
2017-2018,TX,COOLIDGE H S,TX-147901-147901001,481512021408,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,12.88,Free and Reduced-price Lunch Table,115.0
2017-2018,TX,COOPER H S,TX-060902-060902001,481515001022,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,24.21,Free and Reduced-price Lunch Table,111.0
2017-2018,TX,LUBBOCK-COOPER HIGH SCHOOL,TX-152906-152906001,481518001024,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,123.04,Free and Reduced-price Lunch Table,429.0
2017-2018,TX,LUBBOCK-COOPER NEW HOPE ACADEMY,TX-152906-152906003,481518013526,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,4.0,Free and Reduced-price Lunch Table,18.0
2017-2018,TX,COPPELL H S,TX-057922-057922001,481521001028,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,204.73,Free and Reduced-price Lunch Table,279.0
2017-2018,TX,NEW TECH H S AT COPPELL,TX-057922-057922003,481521011781,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,26.7,Free and Reduced-price Lunch Table,26.0
2017-2018,TX,COPPERAS COVE H S,TX-050910-050910001,481524001030,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,156.8,Free and Reduced-price Lunch Table,971.0
2017-2018,TX,CROSSROADS H S,TX-050910-050910005,481524007233,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,9.87,Free and Reduced-price Lunch Table,38.0
2017-2018,TX,MARY GRETT SCHOOL,TX-178904-178904143,481527001037,1,Special Education School,2,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,15.35,Free and Reduced-price Lunch Table,65.0
2017-2018,TX,CARROLL H S,TX-178904-178904001,481527001043,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,93.63,Free and Reduced-price Lunch Table,1141.0
2017-2018,TX,KING H S,TX-178904-178904002,481527001064,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,89.47,Free and Reduced-price Lunch Table,1057.0
2017-2018,TX,ROY MILLER H S AND METRO SCHOOL OF DESIGN,TX-178904-178904003,481527001073,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,85.1,Free and Reduced-price Lunch Table,1157.0
2017-2018,TX,MOODY H S,TX-178904-178904004,481527001075,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,94.31,Free and Reduced-price Lunch Table,1458.0
2017-2018,TX,RAY H S,TX-178904-178904005,481527001080,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,114.74,Free and Reduced-price Lunch Table,1573.0
2017-2018,TX,COLES H S AND EDUCATIONAL CENTER,TX-178904-178904009,481527006082,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,19.0,Free and Reduced-price Lunch Table,171.0
2017-2018,TX,COLLEGIATE H S,TX-178904-178904008,481527011318,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,15.4,Free and Reduced-price Lunch Table,310.0
2017-2018,TX,HAROLD T BRANCH ACADEMY FOR CAREER & TECHNICAL ED,TX-178904-178904014,481527012733,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,12.79,Free and Reduced-price Lunch Table,168.0
2017-2018,TX,VETERANS MEMORIAL H S,TX-178904-178904015,481527013128,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,116.06,Free and Reduced-price Lunch Table,920.0
2017-2018,TX,CORRIGAN-CAMDEN H S,TX-187904-187904001,481530001098,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,24.57,Free and Reduced-price Lunch Table,199.0
2017-2018,TX,CORSICANA H IGH SCHOOL,TX-175903-175903001,481533001102,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,112.29,Free and Reduced-price Lunch Table,1072.0
2017-2018,TX,COTULLA H S,TX-142901-142901001,481540001114,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,35.25,Free and Reduced-price Lunch Table,312.0
2017-2018,TX,CRANDALL H S,TX-129901-129901001,481551001123,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,69.68,Free and Reduced-price Lunch Table,415.0
2017-2018,TX,CRANDALL COMPASS ACADEMY,TX-129901-129901002,481551007370,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,3.0,Free and Reduced-price Lunch Table,15.0
2017-2018,TX,CRANE H S,TX-052901-052901001,481554001126,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,32.37,Free and Reduced-price Lunch Table,152.0
2017-2018,TX,CRAWFORD H S,TX-161901-161901001,481560001131,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,28.1,Free and Reduced-price Lunch Table,49.0
2017-2018,TX,OZONA H S,TX-053001-053001001,481569001132,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.22,Free and Reduced-price Lunch Table,72.0
2017-2018,TX,CROCKETT H S,TX-113901-113901002,481572001137,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,30.68,Free and Reduced-price Lunch Table,270.0
